#,volMin,atrMin,cpMin,stopPct,rebal,Trades,WR%,Avg%,Med%,PF,Sharpe,MaxDD%,Total%,CAGR%,OOS,AvgHold
#1,3.6,1.3,0.45,22,none,872,67.0,4.02,1.50,4.77,2.66,52.4,378331110.9,286.6,CONFIRMED,4.9
#2,3.6,1.3,0.45,28,none,865,67.2,4.23,1.54,5.75,2.83,62.6,948364236.8,319.7,CONFIRMED,5.0
#3,3.6,1.3,0.55,22,none,788,66.4,4.18,1.50,5.44,2.81,38.5,492285088.7,295.8,CONFIRMED,5.0
#4,3.6,1.3,0.55,28,none,782,67.8,4.58,1.63,6.86,3.04,31.5,1782789858.8,344.0,CONFIRMED,5.0
#5,3.6,1.5,0.45,22,none,869,67.9,4.16,1.55,5.16,2.75,52.4,285492771.3,277.0,CONFIRMED,4.9
#6,3.6,1.5,0.45,28,none,870,68.6,4.40,1.73,5.81,2.89,62.6,1053762420.3,323.6,CONFIRMED,4.9
#7,3.6,1.5,0.55,22,none,763,67.5,4.46,1.57,6.07,2.88,32.9,756107970.1,311.3,CONFIRMED,5.0
#8,3.6,1.5,0.55,28,none,763,68.3,4.95,1.71,7.49,2.75,37.3,3001785044.4,365.1,CONFIRMED,5.0
#9,3.6,1.8,0.45,22,none,819,69.1,4.56,1.82,5.35,2.70,52.5,1018857867.8,322.4,CONFIRMED,5.0
#10,3.6,1.8,0.45,28,none,830,70.0,4.77,1.93,5.90,2.74,62.6,2588875713.1,359.0,CONFIRMED,5.0
#11,3.6,1.8,0.55,22,none,744,70.3,4.88,1.82,6.92,2.69,35.2,2171343286.6,351.9,CONFIRMED,5.0
#12,3.6,1.8,0.55,28,none,740,70.8,5.03,1.92,6.88,2.70,36.7,4359112130.0,380.9,CONFIRMED,5.0
