=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:26:29
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,2.5
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,2.5
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,1016
Средняя доходность %,4.00
Медианная доходность %,1.29
Win rate %,65.5
Profit factor,5.30
Sharpe,2.46
Макс просадка %,50.12
Общая доходность %,1995110065.19
CAGR %,0.00
Макс выигрыш %,122.29
Макс проигрыш %,-28.12
Ср. выигрыш %,7.54
Ср. проигрыш %,2.69
Макс серия побед,18
Макс серия потерь,5
Ср. удержание дней,4.8
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
194,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
195,UNAC,S2,ULTRA,7.92,2.00,2017-09-04,2017-09-05,2017-09-06,0.74,0.74,-0.59,1,rotate_atr20
196,AFKS,S1,ULTRA,9.16,3.77,2017-09-05,2017-09-06,2017-09-14,14.12,14.10,-0.10,6,ts_extend
197,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
198,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.26,16.53,6,ts_extend
199,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-21,0.00,0.00,2.52,6,ts_extend
200,UPRO,S2,BASE,2.67,1.79,2017-09-14,2017-09-15,2017-09-22,2.50,2.46,-1.56,5,ts_extend
201,RTKM,S1,STRONG,5.19,1.60,2017-09-19,2017-09-20,2017-09-28,69.21,68.65,-0.81,6,ts_extend
202,AKRN,S2,BASE,3.76,1.53,2017-09-22,2017-09-25,2017-09-26,3455.52,3429.50,-0.75,1,rotate_atr20
203,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
204,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
205,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-09,849.36,867.28,2.11,5,ts_extend
206,HYDR,S1,BASE,3.25,1.70,2017-09-28,2017-09-29,2017-10-06,0.85,0.85,0.10,5,max_hold
207,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
208,VRSBP,S2,BASE,3.15,5.56,2017-10-05,2017-10-06,2017-10-13,21.43,22.56,5.27,5,max_hold
209,STSBP,S2,BASE,4.81,1.69,2017-10-10,2017-10-11,2017-10-12,0.36,0.37,1.20,1,rotate_atr20
210,MAGE,S2,BASE,3.71,3.48,2017-10-11,2017-10-12,2017-10-30,2.65,2.52,-5.21,5,max_hold
211,JNOSP,S2,ULTRA,7.52,1.47,2017-10-12,2017-10-13,2017-10-17,15.12,15.38,1.66,2,rotate_atr20
212,MISBP,S2,STRONG,6.40,5.84,2017-10-16,2017-10-17,2017-10-25,8.43,11.40,35.13,6,ts_extend
213,KZOSP,S2,STRONG,6.21,2.04,2017-10-27,2017-10-30,2017-10-31,4.51,4.42,-1.87,1,rotate_atr20
214,DVEC,S2,BASE,4.63,3.32,2017-10-27,2017-10-30,2017-11-07,0.59,0.60,0.95,5,ts_extend
215,SLEN,S2,BASE,3.76,4.02,2017-10-30,2017-10-31,2017-11-08,5.37,5.41,0.85,5,ts_extend
216,TRMK,S2,STRONG,5.43,2.17,2017-11-03,2017-11-07,2017-11-13,83.33,80.97,-2.84,4,rotate_atr20
217,SNGSP,S1,BASE,3.09,1.43,2017-11-07,2017-11-08,2017-11-15,31.51,31.26,-0.79,5,ts_extend
218,SBERP,S1,BASE,3.10,1.50,2017-11-07,2017-11-08,2017-11-15,178.74,199.84,11.81,5,ts_extend
219,PMSBP,S2,STRONG,7.00,1.72,2017-11-08,2017-11-09,2017-11-10,76.92,80.67,4.87,1,rotate_atr20
220,RZSB,S2,ULTRA,9.25,4.67,2017-11-09,2017-11-10,2017-11-20,3.53,3.52,-0.17,6,ts_extend
221,VRSBP,S2,BASE,4.44,4.19,2017-11-10,2017-11-13,2017-11-27,21.94,21.59,-1.56,5,ts_extend
222,MTLRP,S2,BASE,4.75,2.87,2017-11-21,2017-11-22,2017-11-29,104.87,117.05,11.61,5,ts_extend
223,KZOSP,S2,STRONG,5.49,2.01,2017-11-24,2017-11-27,2017-12-06,4.57,9.51,108.22,7,ts_extend
224,BSPB,S2,STRONG,5.68,1.89,2017-11-29,2017-11-30,2017-12-04,55.44,56.21,1.39,2,rotate_atr20
225,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,10.75,-1.56,5,ts_extend
226,GAZA,S2,BASE,2.76,4.59,2017-12-12,2017-12-13,2017-12-20,748.20,885.98,18.42,5,ts_extend
227,RTGZ,S2,BASE,2.86,3.39,2017-12-19,2017-12-20,2017-12-27,19030.40,19688.45,3.46,5,ts_extend
228,MSRS,S2,BASE,3.21,2.20,2017-12-26,2017-12-27,2018-01-05,0.91,0.91,-0.63,5,ts_extend
229,BSPB,S2,STRONG,5.41,1.80,2018-01-09,2018-01-10,2018-01-12,58.14,58.26,0.20,2,rotate_atr20
230,BRZL,S2,BASE,4.31,2.01,2018-01-09,2018-01-10,2018-01-17,891.42,890.90,-0.06,5,ts_extend
231,KAZTP,S2,BASE,3.04,3.39,2018-01-09,2018-01-12,2018-01-22,85.14,84.36,-0.91,5,max_hold
232,GAZP,S1,BASE,2.65,1.70,2018-01-17,2018-01-18,2018-01-25,150.59,149.29,-0.87,5,ts_extend
233,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-30,85.14,85.64,0.60,5,ts_extend
234,UPRO,S2,BASE,2.72,1.56,2018-01-19,2018-01-22,2018-01-25,2.71,2.69,-0.65,3,rotate_atr20
235,UNAC,S2,BASE,3.52,3.91,2018-01-24,2018-01-25,2018-02-01,0.80,0.80,-0.36,5,ts_extend
236,RNFT,S2,STRONG,5.81,3.09,2018-01-29,2018-01-30,2018-02-07,602.96,616.47,2.24,6,ts_extend
237,TASB,S2,BASE,2.51,2.65,2018-01-30,2018-02-01,2018-02-12,0.14,0.14,1.56,5,ts_extend
238,MVID,S1,STRONG,5.19,1.93,2018-02-02,2018-02-05,2018-02-13,420.67,438.65,4.27,6,ts_extend
239,AKRN,S2,BASE,3.00,2.50,2018-02-09,2018-02-12,2018-02-19,4311.89,4288.14,-0.55,5,ts_extend
240,MRKP,S2,BASE,2.59,2.22,2018-02-20,2018-02-21,2018-03-01,0.34,0.35,1.05,5,ts_extend
241,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
242,BISVP,S2,STRONG,5.89,2.21,2018-03-02,2018-03-05,2018-03-19,4.03,3.99,-0.82,7,max_hold
243,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.22,-28.12,1,cat_stop
244,SBERP,S1,BASE,3.18,2.85,2018-03-21,2018-03-22,2018-03-29,219.82,219.42,-0.18,5,ts_extend
245,TTLK,S2,BASE,2.65,3.53,2018-03-22,2018-03-23,2018-03-30,0.20,0.20,0.03,5,ts_extend
246,PMSB,S2,BASE,4.21,2.16,2018-04-02,2018-04-03,2018-04-10,83.73,82.43,-1.56,5,ts_extend
247,VTBR,S1,BASE,2.57,2.43,2018-04-06,2018-04-09,2018-04-16,252.40,254.92,1.00,5,ts_extend
248,DVEC,S2,BASE,3.77,4.73,2018-04-09,2018-04-10,2018-04-17,1.11,1.14,2.27,5,ts_extend
249,JNOSP,S2,BASE,3.60,2.66,2018-04-17,2018-04-18,2018-04-25,14.52,14.77,1.67,5,ts_extend
250,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
251,MRKP,S2,BASE,2.68,2.81,2018-04-25,2018-04-26,2018-05-03,0.36,0.37,3.12,5,ts_extend
252,LSNG,S2,STRONG,5.33,3.62,2018-05-07,2018-05-08,2018-05-17,6.46,6.45,-0.01,6,ts_extend
253,MRKY,S2,ULTRA,9.53,4.55,2018-05-07,2018-05-08,2018-05-17,0.07,0.07,2.91,6,ts_extend
254,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
255,SARE,S2,BASE,2.80,1.95,2018-05-16,2018-05-17,2018-05-25,0.11,0.11,-0.34,5,ts_extend
256,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-06,3.31,3.38,2.34,6,ts_extend
257,PMSBP,S2,BASE,2.54,1.79,2018-05-25,2018-05-28,2018-06-04,86.44,85.09,-1.56,5,ts_extend
258,MRKP,S2,BASE,4.49,1.85,2018-06-04,2018-06-05,2018-06-11,0.35,0.35,1.71,5,ts_extend
259,TNSE,S2,ULTRA,8.81,1.46,2018-06-05,2018-06-06,2018-06-07,1277.04,1262.98,-1.10,1,rotate_atr20
260,IRKT,S2,BASE,4.23,2.60,2018-06-06,2018-06-07,2018-06-14,18.33,18.70,2.04,5,ts_extend
261,ARSA,S2,BASE,2.82,4.08,2018-06-11,2018-06-13,2018-06-20,4.01,4.01,0.00,5,ts_extend
262,RTSBP,S2,BASE,2.51,2.86,2018-06-13,2018-06-14,2018-06-21,0.23,0.23,-1.56,5,ts_extend
263,CHMF,S1,BASE,3.04,1.68,2018-06-15,2018-06-18,2018-06-25,966.14,959.71,-0.67,5,ts_extend
264,SELG,S2,STRONG,7.06,1.34,2018-06-19,2018-06-20,2018-06-25,10.71,12.24,14.32,3,rotate_atr20
265,YRSB,S2,STRONG,5.98,9.55,2018-06-21,2018-06-22,2018-08-15,123.70,88.92,-28.12,6,cat_stop
266,ROLO,S2,BASE,4.93,3.07,2018-06-22,2018-06-25,2018-06-26,0.23,0.24,4.49,1,rotate_atr20
267,NNSB,S2,BASE,3.14,10.79,2018-06-22,2018-06-26,2018-07-13,1297.07,1402.80,8.15,5,ts_extend
268,YKEN,S2,BASE,3.50,3.52,2018-07-12,2018-07-13,2018-07-19,0.22,0.25,12.76,4,rotate_atr20
269,SLEN,S2,ULTRA,8.34,5.33,2018-07-18,2018-07-19,2018-07-27,4.82,5.36,11.32,6,ts_extend
270,BISVP,S2,BASE,2.63,2.12,2018-07-26,2018-07-30,2018-08-06,4.01,3.96,-1.22,5,ts_extend
271,ZVEZ,S2,BASE,4.49,4.11,2018-08-08,2018-08-09,2018-08-13,5.28,5.09,-3.53,2,rotate_atr20
272,VRSBP,S2,BASE,3.81,13.94,2018-08-10,2018-08-13,2018-10-03,20.03,22.16,10.65,5,max_hold
273,TORS,S2,BASE,4.71,3.11,2018-08-24,2018-08-27,2018-09-21,0.35,0.34,-1.56,5,ts_extend
274,NKSH,S2,ULTRA,8.80,3.98,2018-09-20,2018-09-21,2018-10-01,14.07,18.58,32.02,6,ts_extend
275,RASP,S1,BASE,2.70,2.04,2018-09-24,2018-09-25,2018-10-02,116.30,117.13,0.71,5,ts_extend
276,STSB,S2,BASE,2.83,4.96,2018-09-28,2018-10-01,2018-10-08,0.30,0.31,0.22,5,ts_extend
277,KRKOP,S2,STRONG,5.84,2.18,2018-10-02,2018-10-03,2018-10-05,3.98,3.86,-2.83,2,rotate_atr20
278,GAZP,S1,BASE,2.60,1.79,2018-10-03,2018-10-04,2018-10-11,168.77,174.19,3.21,5,ts_extend
279,KROTP,S2,BASE,4.33,5.45,2018-10-04,2018-10-05,2018-10-12,303.48,326.83,7.69,5,ts_extend
280,ABRD,S2,BASE,2.66,1.83,2018-09-28,2018-10-08,2018-10-16,145.23,139.78,-3.76,3,rotate_atr20
281,MAGE,S2,ULTRA,7.53,7.45,2018-10-12,2018-10-15,2018-10-23,2.29,2.34,2.16,6,ts_extend
282,STSB,S2,STRONG,5.52,6.82,2018-10-15,2018-10-16,2018-10-24,0.25,0.27,6.20,6,ts_extend
283,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
284,LVHK,S2,BASE,4.18,8.51,2018-10-31,2018-11-01,2018-11-09,9.54,13.78,44.54,5,ts_extend
285,SAREP,S2,STRONG,6.38,4.52,2018-11-09,2018-11-12,2018-11-20,0.08,0.09,6.98,6,ts_extend
286,RASP,S1,BASE,3.50,2.07,2018-11-15,2018-11-16,2018-11-23,139.92,139.29,-0.46,5,ts_extend
287,NKHP,S2,BASE,3.42,1.98,2018-11-27,2018-11-28,2018-12-05,243.89,244.61,0.29,5,max_hold
288,ROLO,S2,STRONG,6.55,2.95,2018-12-05,2018-12-06,2018-12-14,0.24,0.26,7.19,6,ts_extend
289,LNZLP,S2,STRONG,5.32,1.68,2018-12-10,2018-12-11,2018-12-12,2634.21,2625.79,-0.32,1,rotate_atr20
290,MAGE,S2,BASE,2.51,4.31,2018-12-11,2018-12-12,2018-12-19,2.40,2.85,18.56,5,ts_extend
291,ABRD,S2,BASE,3.08,3.90,2018-12-14,2018-12-17,2018-12-24,140.22,142.74,1.80,5,ts_extend
292,AKRN,S2,STRONG,6.77,1.79,2018-12-26,2018-12-27,2019-01-09,4623.39,4640.98,0.38,6,ts_extend
293,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-18,374.60,381.96,1.96,5,ts_extend
294,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
295,RTGZ,S2,ULTRA,7.14,1.40,2019-01-17,2019-01-18,2019-01-21,14923.84,14876.16,-0.32,1,rotate_atr20
296,SARE,S2,STRONG,5.18,3.14,2019-01-17,2019-01-18,2019-01-28,0.13,0.14,8.16,6,ts_extend
297,SLEN,S2,STRONG,6.58,2.65,2019-01-18,2019-01-21,2019-01-29,4.73,3.40,-28.12,6,cat_stop
298,BSPB,S2,BASE,2.79,2.66,2019-01-25,2019-01-28,2019-01-31,48.16,48.88,1.50,3,rotate_atr20
299,LSRG,S2,BASE,3.35,1.92,2019-01-28,2019-01-29,2019-01-30,650.84,649.76,-0.17,1,rotate_atr20
300,MRKS,S2,BASE,3.84,5.71,2019-01-29,2019-01-30,2019-02-06,0.17,0.17,2.22,5,ts_extend
301,OMZZP,S2,BASE,3.02,22.63,2019-01-30,2019-01-31,2019-02-07,6009.60,6467.66,7.62,5,ts_extend
302,CNTLP,S2,BASE,4.96,2.79,2019-02-05,2019-02-06,2019-02-13,12.56,12.36,-1.56,5,ts_extend
303,ABIO,S2,BASE,3.71,2.83,2019-02-06,2019-02-07,2019-02-14,8.66,9.13,5.33,5,ts_extend
304,RASP,S1,STRONG,5.75,1.90,2019-02-11,2019-02-12,2019-02-20,152.86,155.64,1.81,6,ts_extend
305,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
306,GCHE,S2,ULTRA,8.71,1.74,2019-02-14,2019-02-15,2019-02-19,1432.29,1455.67,1.63,2,rotate_atr20
307,FESH,S2,STRONG,6.58,3.67,2019-02-18,2019-02-19,2019-02-25,5.20,4.99,-4.06,4,rotate_atr20
308,AQUA,S2,BASE,3.12,4.81,2019-02-20,2019-02-21,2019-02-28,149.74,147.41,-1.56,5,ts_extend
309,MAGEP,S2,BASE,4.62,5.55,2019-02-22,2019-02-25,2019-03-04,2.57,3.31,28.94,5,ts_extend
310,SAGO,S2,BASE,3.86,5.69,2019-03-04,2019-03-05,2019-03-18,0.36,0.38,5.89,5,ts_extend
311,KZOS,S2,BASE,3.34,1.59,2019-03-15,2019-03-18,2019-03-25,99.36,99.23,-0.13,5,ts_extend
312,RTSBP,S2,ULTRA,7.69,4.34,2019-03-27,2019-03-28,2019-04-05,0.25,0.24,-1.71,6,ts_extend
313,MGTSP,S2,BASE,2.86,1.81,2019-04-08,2019-04-09,2019-04-16,1885.01,1888.12,0.17,5,ts_extend
314,CHMK,S2,BASE,4.74,1.90,2019-04-08,2019-04-09,2019-04-16,2849.55,2844.98,-0.16,5,ts_extend
315,IRKT,S2,ULTRA,8.94,2.43,2019-04-18,2019-04-19,2019-04-29,43.07,43.00,-0.16,6,ts_extend
316,PMSB,S2,BASE,3.23,3.10,2019-05-10,2019-05-13,2019-05-20,94.35,107.99,14.46,5,ts_extend
317,MTLRP,S2,STRONG,6.27,1.56,2019-05-17,2019-05-20,2019-05-28,113.28,120.64,6.50,6,ts_extend
318,SIBN,S1,BASE,3.57,2.08,2019-05-21,2019-05-22,2019-05-29,380.61,376.00,-1.21,5,ts_extend
319,PMSBP,S2,BASE,3.96,2.45,2019-05-27,2019-05-28,2019-06-04,98.16,99.43,1.29,5,ts_extend
320,GAZP,S1,STRONG,5.24,2.69,2019-06-03,2019-06-04,2019-06-13,230.53,233.45,1.27,6,ts_extend
321,LNZLP,S2,STRONG,6.54,2.05,2019-06-03,2019-06-04,2019-06-13,2744.38,2696.15,-1.76,6,ts_extend
322,VGSBP,S2,BASE,3.19,4.64,2019-06-11,2019-06-13,2019-06-20,1.47,1.77,20.19,5,ts_extend
323,AFLT,S1,BASE,2.69,1.77,2019-06-17,2019-06-18,2019-06-25,99.46,101.14,1.69,5,max_hold
324,MRKC,S2,BASE,3.60,2.42,2019-06-19,2019-06-20,2019-06-27,0.30,0.30,-1.56,5,ts_extend
325,LSNGP,S2,STRONG,5.21,1.63,2019-06-27,2019-06-28,2019-07-02,101.71,102.19,0.47,2,rotate_atr20
326,ROLO,S2,BASE,3.29,4.20,2019-06-27,2019-06-28,2019-07-05,0.23,0.23,-0.17,5,ts_extend
327,AFKS,S1,BASE,2.80,1.90,2019-06-28,2019-07-01,2019-07-08,10.19,11.91,16.85,5,ts_extend
328,TASB,S2,STRONG,5.20,2.93,2019-07-01,2019-07-02,2019-07-10,0.25,0.27,6.79,6,ts_extend
329,MFGSP,S2,STRONG,5.49,1.32,2019-07-04,2019-07-05,2019-07-08,406.15,424.32,4.47,1,rotate_atr20
330,TGKB,S2,STRONG,6.80,2.75,2019-07-05,2019-07-08,2019-07-15,0.00,0.00,-9.46,5,rotate_atr20
331,MGTS,S2,STRONG,5.42,1.89,2019-07-09,2019-07-10,2019-07-12,2048.27,1896.96,-7.39,2,rotate_atr20
332,VTBR,S1,BASE,2.61,1.98,2019-07-10,2019-07-11,2019-07-18,220.35,220.46,0.05,5,ts_extend
333,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
334,AVAN,S2,BASE,4.03,5.69,2019-07-12,2019-07-15,2019-07-22,691.10,689.10,-0.29,5,ts_extend
335,MRSB,S2,BASE,3.57,2.83,2019-07-24,2019-07-25,2019-08-01,0.40,0.41,1.21,5,ts_extend
336,KAZT,S2,STRONG,5.26,1.96,2019-07-31,2019-08-01,2019-08-09,171.67,180.57,5.18,6,ts_extend
337,BELU,S2,BASE,4.30,2.88,2019-08-08,2019-08-09,2019-08-16,507.81,502.06,-1.13,5,ts_extend
338,HIMCP,S2,BASE,3.15,2.32,2019-08-16,2019-08-19,2019-08-26,6.61,6.62,0.07,5,ts_extend
339,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
340,VTBR,S1,STRONG,6.93,1.87,2019-09-04,2019-09-05,2019-09-13,210.36,212.70,1.11,6,ts_extend
341,MGTS,S2,BASE,3.86,2.43,2019-09-05,2019-09-06,2019-09-13,2028.24,2013.14,-0.74,5,ts_extend
342,KGKC,S2,BASE,3.35,12.79,2019-09-12,2019-09-13,2019-09-17,74.12,53.28,-28.12,2,cat_stop
343,YKEN,S2,BASE,3.62,3.96,2019-09-12,2019-09-13,2019-09-20,0.30,0.34,16.61,5,ts_extend
344,TATN,S1,BASE,2.95,1.49,2019-09-16,2019-09-17,2019-09-24,757.31,747.08,-1.35,5,ts_extend
345,SIBN,S1,BASE,3.77,1.47,2019-09-16,2019-09-17,2019-09-24,423.68,419.51,-0.98,5,ts_extend
346,PMSB,S2,BASE,2.64,1.48,2019-09-20,2019-09-23,2019-09-30,89.04,87.71,-1.49,5,ts_extend
347,GAZA,S2,BASE,2.77,2.17,2019-09-27,2019-09-30,2019-10-04,436.20,418.33,-4.10,4,rotate_atr20
348,DVEC,S2,ULTRA,8.70,2.37,2019-09-27,2019-09-30,2019-10-08,1.10,1.10,-0.51,6,ts_extend
349,VJGZ,S2,BASE,2.95,5.49,2019-10-03,2019-10-04,2019-10-11,652.04,655.63,0.55,5,ts_extend
350,PIKK,S2,BASE,4.12,2.13,2019-10-08,2019-10-09,2019-10-16,385.62,379.61,-1.56,5,ts_extend
351,MTSS,S1,STRONG,5.51,1.39,2019-10-09,2019-10-10,2019-10-18,273.19,268.39,-1.76,6,ts_extend
352,ROLO,S2,BASE,3.77,4.10,2019-10-14,2019-10-15,2019-10-22,0.23,0.26,12.36,5,ts_extend
353,SNGS,S1,BASE,4.31,2.11,2019-10-23,2019-10-24,2019-10-31,43.62,48.15,10.38,5,ts_extend
354,UNKL,S2,BASE,3.32,3.69,2019-10-23,2019-10-24,2019-10-31,3014.82,3100.93,2.86,5,ts_extend
355,BANEP,S2,BASE,2.51,1.32,2019-10-30,2019-10-31,2019-11-07,1732.77,1727.73,-0.29,4,rotate_atr20
356,MSRS,S2,BASE,4.28,2.39,2019-11-01,2019-11-05,2019-11-12,1.01,1.06,4.84,5,ts_extend
357,ROSN,S1,BASE,2.64,1.32,2019-11-05,2019-11-06,2019-11-13,455.23,461.01,1.27,5,ts_extend
358,TRMK,S2,BASE,3.77,2.67,2019-11-06,2019-11-07,2019-11-14,55.13,54.56,-1.04,5,ts_extend
359,OGKB,S2,BASE,3.76,2.31,2019-11-11,2019-11-12,2019-11-19,0.64,0.65,2.05,5,ts_extend
360,WTCM,S2,BASE,2.55,1.85,2019-11-13,2019-11-14,2019-11-21,7.57,7.48,-1.19,5,ts_extend
361,TGKA,S2,BASE,2.68,2.36,2019-11-19,2019-11-20,2019-11-26,0.01,0.01,-2.52,4,rotate_atr20
362,ROLO,S2,BASE,4.92,6.78,2019-11-21,2019-11-22,2019-11-29,0.45,0.47,4.22,5,ts_extend
363,ROST,S2,BASE,3.04,3.82,2019-11-25,2019-11-26,2019-12-03,66.11,65.96,-0.23,5,ts_extend
364,CHGZ,S2,STRONG,5.20,5.77,2019-12-02,2019-12-03,2019-12-18,31.05,38.31,23.40,6,ts_extend
365,MVID,S1,BASE,3.26,2.01,2019-12-04,2019-12-05,2019-12-12,581.03,608.77,4.77,5,ts_extend
366,VLHZ,S2,BASE,3.09,2.42,2019-12-17,2019-12-18,2019-12-25,55.64,55.92,0.50,5,ts_extend
367,TNSE,S2,BASE,4.47,2.09,2019-12-17,2019-12-18,2019-12-25,961.54,946.56,-1.56,5,ts_extend
368,NSVZ,S2,STRONG,5.96,2.44,2019-12-25,2019-12-26,2020-01-03,236.88,235.62,-0.53,3,rotate_atr20
369,NAUK,S2,BASE,2.59,2.61,2019-12-25,2019-12-26,2020-01-08,190.70,193.34,1.38,5,ts_extend
370,NFAZ,S2,BASE,4.26,4.77,2019-12-30,2020-01-03,2020-01-13,134.41,132.90,-1.13,5,ts_extend
371,KMAZ,S2,ULTRA,8.14,2.43,2020-01-06,2020-01-08,2020-01-10,73.12,71.59,-2.09,2,rotate_atr20
372,NKSH,S2,BASE,2.61,4.66,2020-01-09,2020-01-10,2020-01-17,23.54,33.96,44.29,5,ts_extend
373,VSMO,S2,ULTRA,7.38,2.62,2020-01-10,2020-01-13,2020-01-15,24439.04,24760.32,1.31,2,rotate_atr20
374,HYDR,S1,BASE,3.59,2.04,2020-01-13,2020-01-14,2020-01-16,0.69,0.64,-7.14,2,rotate_atr20
375,T,S1,BASE,3.21,2.52,2020-01-13,2020-01-14,2020-01-21,1428.68,1466.99,2.68,5,ts_extend
376,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
377,MTLR,S1,BASE,2.75,4.49,2020-01-15,2020-01-16,2020-01-23,96.36,112.10,16.33,5,ts_extend
378,RTSBP,S2,BASE,4.98,2.02,2020-01-16,2020-01-17,2020-01-20,0.24,0.24,0.10,1,rotate_atr20
379,WTCM,S2,STRONG,6.06,5.03,2020-01-17,2020-01-20,2020-01-28,13.04,17.29,32.59,6,ts_extend
380,RUAL,S1,STRONG,5.50,2.29,2020-01-20,2020-01-21,2020-01-29,37.91,37.24,-1.76,6,ts_extend
381,AFKS,S1,BASE,3.02,1.87,2020-01-22,2020-01-23,2020-01-30,17.80,17.98,1.01,5,ts_extend
382,MGTSP,S2,BASE,2.51,1.91,2020-01-23,2020-01-24,2020-01-27,2167.46,2084.66,-3.82,1,rotate_atr20
383,SAGO,S2,BASE,2.91,3.60,2020-01-24,2020-01-27,2020-01-30,0.45,0.45,-0.32,3,rotate_atr20
384,LNZLP,S2,BASE,4.74,3.74,2020-01-27,2020-01-28,2020-01-31,3460.53,3499.39,1.12,3,rotate_atr20
385,TASBP,S2,STRONG,5.65,6.33,2020-01-29,2020-01-30,2020-02-07,0.20,0.21,4.00,6,ts_extend
386,LIFE,S2,BASE,4.43,7.68,2020-01-30,2020-01-31,2020-02-07,8.71,10.68,22.57,5,ts_extend
387,MFGS,S2,BASE,2.89,2.29,2020-02-06,2020-02-07,2020-02-14,438.20,438.56,0.08,5,ts_extend
388,MAGE,S2,BASE,3.45,3.88,2020-02-14,2020-02-17,2020-02-25,4.76,5.12,7.60,5,ts_extend
389,MAGEP,S2,BASE,4.96,3.58,2020-02-14,2020-02-17,2020-02-25,3.51,4.08,16.26,5,ts_extend
390,PLZL,S2,BASE,2.57,2.38,2020-02-21,2020-02-25,2020-03-03,879.40,894.69,1.74,5,ts_extend
391,YKENP,S2,BASE,2.65,4.87,2020-02-21,2020-02-25,2020-03-03,0.36,0.37,0.85,5,ts_extend
392,GMKN,S2,BASE,3.23,2.65,2020-03-06,2020-03-10,2020-03-17,212.64,221.24,4.04,5,ts_extend
393,LNZL,S2,BASE,2.90,7.55,2020-03-26,2020-03-27,2020-04-03,7672.26,8751.52,14.07,5,ts_extend
394,CNTLP,S2,STRONG,6.80,3.54,2020-04-10,2020-04-13,2020-04-21,17.93,18.47,3.02,6,ts_extend
395,WTCMP,S2,BASE,3.06,8.88,2020-04-24,2020-04-27,2020-05-05,9.70,10.73,10.67,5,ts_extend
396,MGTSP,S2,STRONG,6.21,3.95,2020-04-24,2020-04-27,2020-05-06,2331.72,2395.15,2.72,6,ts_extend
397,MGNT,S1,BASE,2.55,3.12,2020-04-30,2020-05-04,2020-05-12,3766.02,3764.92,-0.03,5,ts_extend
398,WTCM,S2,BASE,3.83,6.30,2020-05-04,2020-05-05,2020-05-13,9.76,9.61,-1.51,5,ts_extend
