=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:26:29
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,2.5
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,2.5
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,1016
Средняя доходность %,4.00
Медианная доходность %,1.29
Win rate %,65.5
Profit factor,5.30
Sharpe,2.46
Макс просадка %,50.12
Общая доходность %,1995110065.19
CAGR %,0.00
Макс выигрыш %,122.29
Макс проигрыш %,-28.12
Ср. выигрыш %,7.54
Ср. проигрыш %,2.69
Макс серия побед,18
Макс серия потерь,5
Ср. удержание дней,4.8
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
16,BRZL,S2,BASE,3.03,9.44,2015-04-02,2015-04-03,2015-04-10,986.58,971.21,-1.56,5,ts_extend
17,AFLT,S1,BASE,4.49,3.73,2015-04-10,2015-04-13,2015-04-20,37.19,38.84,4.43,5,ts_extend
18,GCHE,S2,BASE,2.56,4.59,2015-04-15,2015-04-16,2015-04-23,724.16,755.05,4.27,5,ts_extend
19,DZRDP,S2,STRONG,5.49,6.39,2015-04-15,2015-04-16,2015-04-27,1252.00,1567.95,25.24,6,ts_extend
20,TGKB,S2,STRONG,6.30,7.91,2015-04-27,2015-04-28,2015-05-08,0.00,0.00,1.36,6,ts_extend
21,PLZL,S2,BASE,4.74,3.72,2015-04-28,2015-04-29,2015-05-08,151.74,166.86,9.96,5,ts_extend
22,LNZLP,S2,BASE,3.20,3.53,2015-05-08,2015-05-12,2015-05-19,1802.88,1826.10,1.29,5,ts_extend
23,ARSA,S2,STRONG,5.72,6.24,2015-05-08,2015-05-12,2015-05-21,0.83,0.84,0.45,6,ts_extend
24,MSTT,S2,STRONG,5.41,2.29,2015-05-19,2015-05-20,2015-05-28,94.45,92.94,-1.60,6,ts_extend
25,PMSB,S2,STRONG,5.11,4.26,2015-05-25,2015-05-26,2015-06-09,45.97,48.14,4.71,7,ts_extend
26,MRKC,S2,BASE,4.42,4.51,2015-05-27,2015-05-28,2015-06-04,0.26,0.28,5.04,5,ts_extend
27,RTKM,S1,BASE,4.63,1.86,2015-06-09,2015-06-10,2015-06-18,97.26,95.83,-1.46,5,ts_extend
28,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
29,CNTL,S2,BASE,2.82,4.13,2015-06-24,2015-06-25,2015-07-02,17.53,17.25,-1.56,5,ts_extend
30,RGSS,S1,BASE,2.87,1.50,2015-06-26,2015-06-29,2015-07-31,5.27,5.24,-0.51,5,max_hold
31,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
32,RASP,S2,BASE,2.55,2.62,2015-07-15,2015-07-16,2015-07-17,37.77,36.47,-3.44,1,rotate_atr20
33,BLNG,S2,BASE,2.99,3.49,2015-07-15,2015-07-16,2015-07-20,4.00,3.84,-4.06,2,rotate_atr20
34,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-23,4.28,4.39,2.72,4,rotate_atr20
35,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.96,-1.76,6,ts_extend
36,RTGZ,S2,BASE,2.62,8.29,2015-07-14,2015-07-23,2015-08-11,11768.80,10982.40,-6.68,5,max_hold
37,NKNCP,S2,BASE,2.84,2.48,2015-07-30,2015-07-31,2015-08-07,26.54,27.12,2.18,5,ts_extend
38,RZSB,S2,BASE,2.84,12.73,2015-08-11,2015-08-12,2015-08-18,2.15,1.55,-28.12,3,cat_stop
39,YKENP,S2,STRONG,5.22,6.27,2015-08-11,2015-08-12,2015-08-26,0.18,0.18,0.81,6,ts_extend
40,AMEZ,S2,ULTRA,9.16,2.70,2015-08-18,2015-08-19,2015-08-27,5.26,5.34,1.62,6,ts_extend
41,MSRS,S2,BASE,3.59,2.51,2015-08-26,2015-08-27,2015-09-03,0.89,0.88,-1.16,5,ts_extend
42,MTLR,S1,BASE,3.44,3.74,2015-08-28,2015-08-31,2015-09-07,68.50,72.27,5.50,5,ts_extend
43,RASP,S2,BASE,3.55,3.69,2015-09-03,2015-09-04,2015-09-09,41.04,41.72,1.68,3,rotate_atr20
44,BLNG,S2,BASE,4.90,3.77,2015-09-03,2015-09-04,2015-09-11,4.03,4.04,0.24,5,ts_extend
45,ROLO,S2,BASE,3.36,7.50,2015-09-08,2015-09-09,2015-09-24,0.11,0.11,-3.61,5,max_hold
46,YKENP,S2,BASE,3.88,5.37,2015-09-09,2015-09-14,2015-09-21,0.18,0.21,14.76,5,ts_extend
47,RTKM,S1,BASE,3.15,2.18,2015-09-14,2015-09-15,2015-09-22,88.28,89.58,1.47,5,ts_extend
48,KZOSP,S2,BASE,2.83,6.23,2015-09-18,2015-09-21,2015-09-28,4.21,4.17,-0.78,5,ts_extend
49,DZRD,S2,BASE,3.27,4.81,2015-10-02,2015-10-05,2015-10-19,1317.10,1333.89,1.27,5,ts_extend
50,VTBR,S1,BASE,2.73,2.03,2015-10-07,2015-10-08,2015-10-15,370.59,388.11,4.73,5,ts_extend
51,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
52,TRMK,S2,BASE,2.76,2.78,2015-10-16,2015-10-19,2015-10-26,52.58,52.96,0.72,5,ts_extend
53,NMTP,S2,STRONG,5.76,2.45,2015-10-27,2015-10-28,2015-11-06,3.08,3.15,2.39,6,ts_extend
54,RGSS,S1,ULTRA,9.43,1.46,2015-11-05,2015-11-06,2015-12-01,5.42,5.41,-0.12,7,ts_extend
55,SARE,S2,BASE,3.15,9.94,2015-11-05,2015-11-06,2015-11-13,0.15,0.16,5.49,5,ts_extend
56,ARSA,S2,STRONG,5.27,4.68,2015-11-12,2015-11-13,2015-11-23,1.01,1.09,8.33,6,ts_extend
57,TORSP,S2,STRONG,5.81,3.88,2015-11-12,2015-11-13,2015-11-23,0.23,0.27,16.69,6,ts_extend
58,MRKS,S2,BASE,3.96,4.02,2015-11-20,2015-11-23,2015-11-26,0.05,0.05,-2.94,3,rotate_atr20
59,JNOS,S2,BASE,4.01,6.93,2015-11-20,2015-11-23,2015-11-30,25.04,24.16,-3.51,5,max_hold
60,VSYD,S2,BASE,3.31,8.98,2015-11-25,2015-11-26,2015-12-04,3104.96,3056.59,-1.56,5,ts_extend
61,CBOM,S2,BASE,3.61,2.26,2015-11-27,2015-11-30,2015-12-01,3.84,3.84,0.20,1,rotate_atr20
62,SELG,S2,STRONG,5.15,3.56,2015-11-30,2015-12-01,2015-12-09,6.41,8.65,34.87,6,ts_extend
63,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
64,TGKBP,S2,STRONG,6.98,5.37,2015-12-08,2015-12-09,2015-12-18,0.00,0.00,6.71,6,ts_extend
65,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2015-12-29,1051.68,975.44,-7.25,1,rotate_atr20
66,ALRS,S1,BASE,3.07,3.03,2015-12-15,2015-12-16,2015-12-23,55.82,56.97,2.06,5,ts_extend
67,TRMK,S2,ULTRA,9.46,2.39,2015-12-17,2015-12-18,2015-12-25,64.10,63.45,-1.02,5,rotate_atr20
68,PMSB,S2,BASE,2.58,4.84,2015-12-24,2015-12-25,2016-01-11,48.18,47.74,-0.90,5,ts_extend
69,WTCM,S2,ULTRA,9.46,5.32,2015-12-28,2015-12-29,2016-01-15,9.06,9.56,5.46,6,ts_extend
70,KROT,S2,BASE,4.99,3.67,2016-01-12,2016-01-13,2016-01-21,122.20,123.05,0.70,5,ts_extend
71,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
72,BISVP,S2,STRONG,5.26,2.50,2016-01-12,2016-01-15,2016-01-28,4.12,4.10,-0.48,6,ts_extend
73,PHOR,S2,BASE,4.28,2.78,2016-01-22,2016-01-25,2016-01-29,2779.44,2717.64,-2.22,4,rotate_atr20
74,APTK,S2,BASE,3.11,5.50,2016-01-27,2016-01-28,2016-02-04,19.13,19.50,1.94,5,ts_extend
75,ABRD,S2,BASE,3.05,4.65,2016-01-28,2016-01-29,2016-02-08,113.18,118.13,4.37,5,ts_extend
76,MSNG,S2,BASE,4.64,2.08,2016-02-03,2016-02-04,2016-02-05,0.95,0.96,1.58,1,rotate_atr20
77,SARE,S2,BASE,2.56,6.66,2016-02-04,2016-02-05,2016-02-12,0.18,0.19,3.37,5,ts_extend
78,NKNCP,S2,ULTRA,8.19,2.98,2016-02-08,2016-02-09,2016-02-17,24.64,24.51,-0.52,6,ts_extend
79,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
80,MRKS,S2,ULTRA,7.15,4.71,2016-02-16,2016-02-17,2016-02-25,0.05,0.05,4.19,6,ts_extend
81,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
82,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
83,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
84,HYDR,S1,BASE,2.88,2.53,2016-03-17,2016-03-18,2016-03-25,0.70,0.69,-1.11,5,ts_extend
85,ABRD,S2,BASE,4.22,7.28,2016-03-18,2016-03-21,2016-03-28,91.65,98.44,7.42,5,ts_extend
86,LIFE,S2,BASE,2.97,10.10,2016-03-25,2016-03-28,2016-04-04,19.13,19.64,2.66,5,ts_extend
87,KRKOP,S2,BASE,3.60,7.03,2016-03-25,2016-03-28,2016-04-04,2.44,2.78,13.59,5,ts_extend
88,DVEC,S2,BASE,5.07,2.51,2016-04-04,2016-04-05,2016-04-12,0.66,0.70,5.41,5,ts_extend
89,MTSS,S1,BASE,2.55,1.64,2016-04-11,2016-04-12,2016-04-19,250.40,251.03,0.25,5,ts_extend
90,KMEZ,S2,BASE,4.67,4.78,2016-04-11,2016-04-12,2016-04-19,428.68,429.21,0.12,5,ts_extend
91,SARE,S2,BASE,3.70,5.11,2016-04-18,2016-04-19,2016-04-26,0.25,0.45,76.22,5,ts_extend
92,GAZP,S1,BASE,3.17,2.00,2016-04-19,2016-04-20,2016-04-27,162.21,162.19,-0.01,5,ts_extend
93,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
94,BSPB,S2,BASE,3.14,3.63,2016-05-16,2016-05-17,2016-05-24,52.98,52.42,-1.06,5,ts_extend
95,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
96,LSRG,S2,BASE,2.82,1.91,2016-05-26,2016-05-27,2016-06-03,718.65,732.41,1.92,5,ts_extend
97,VLHZ,S2,ULTRA,9.51,1.53,2016-06-06,2016-06-07,2016-06-17,138.22,135.52,-1.96,6,ts_extend
98,PMSBP,S2,ULTRA,9.49,1.64,2016-06-27,2016-06-28,2016-07-05,54.09,47.72,-11.76,5,rotate_atr20
99,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
100,LSNG,S2,BASE,3.25,3.36,2016-07-04,2016-07-05,2016-07-12,3.00,3.15,4.84,5,ts_extend
101,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-15,0.49,0.50,3.54,6,ts_extend
102,BANEP,S2,BASE,4.58,2.36,2016-07-13,2016-07-14,2016-07-19,1856.97,1825.57,-1.69,3,rotate_atr20
103,SNGSP,S1,BASE,2.50,1.77,2016-07-14,2016-07-15,2016-07-22,36.06,36.12,0.17,5,ts_extend
104,MGTS,S2,STRONG,5.72,3.40,2016-07-14,2016-07-15,2016-07-25,929.48,927.41,-0.22,6,ts_extend
105,TGKBP,S2,BASE,2.97,4.20,2016-07-18,2016-07-19,2016-07-27,0.00,0.01,35.74,5,ts_extend
106,TGKB,S2,ULTRA,8.00,3.66,2016-07-22,2016-07-25,2016-08-02,0.00,0.00,3.41,6,ts_extend
107,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
108,ARSA,S2,STRONG,6.22,2.10,2016-07-27,2016-07-28,2016-08-05,2.62,2.58,-1.76,6,ts_extend
109,NKHP,S2,STRONG,5.28,1.78,2016-08-01,2016-08-02,2016-08-03,279.45,281.55,0.75,1,rotate_atr20
110,ZILL,S2,BASE,2.78,6.34,2016-08-02,2016-08-03,2016-08-10,1452.32,1589.84,9.47,5,ts_extend
111,KAZT,S2,BASE,3.57,1.49,2016-08-04,2016-08-05,2016-08-15,87.64,87.76,0.14,4,rotate_atr20
112,MRKP,S2,BASE,4.52,3.98,2016-08-09,2016-08-10,2016-08-17,0.10,0.10,0.25,5,ts_extend
113,LNZL,S2,BASE,3.72,2.70,2016-08-12,2016-08-15,2016-08-16,10286.43,10383.36,0.94,1,rotate_atr20
114,AQUA,S2,STRONG,5.48,5.24,2016-08-15,2016-08-16,2016-08-25,38.06,40.77,7.12,6,ts_extend
115,DZRD,S2,STRONG,5.15,4.97,2016-08-16,2016-08-17,2016-09-02,2003.20,1984.50,-0.93,6,ts_extend
116,MRSB,S2,BASE,3.06,5.65,2016-08-24,2016-08-25,2016-09-01,0.32,0.71,122.29,5,ts_extend
117,SVAV,S2,STRONG,6.48,1.95,2016-08-31,2016-09-01,2016-09-05,481.77,471.24,-2.18,2,rotate_atr20
118,RBCM,S2,STRONG,6.43,2.93,2016-09-01,2016-09-02,2016-09-07,6.72,6.95,3.39,3,rotate_atr20
119,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-13,3.14,3.31,5.61,6,ts_extend
120,UKUZ,S2,BASE,2.96,5.30,2016-09-06,2016-09-07,2016-09-14,796.27,807.23,1.38,5,ts_extend
121,NAUK,S2,BASE,3.13,7.32,2016-09-12,2016-09-13,2016-09-20,340.54,350.95,3.05,5,ts_extend
122,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
123,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
124,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
125,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
126,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
127,SIBN,S2,BASE,2.54,1.75,2016-10-19,2016-10-20,2016-10-21,180.19,180.21,0.01,1,rotate_atr20
128,OGKB,S2,BASE,3.28,3.05,2016-10-20,2016-10-21,2016-10-28,0.37,0.37,0.62,5,ts_extend
129,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
130,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
131,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
132,SBER,S1,BASE,2.59,1.50,2016-11-09,2016-11-10,2016-11-11,153.61,151.27,-1.52,1,rotate_atr20
133,TATN,S1,BASE,2.81,1.88,2016-11-09,2016-11-10,2016-11-17,375.60,398.91,6.21,5,max_hold
134,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
135,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
136,TORS,S2,BASE,3.50,1.56,2016-11-24,2016-11-25,2016-12-01,0.40,0.40,0.43,4,rotate_atr20
137,TORSP,S2,BASE,3.28,1.65,2016-11-24,2016-11-25,2016-12-02,0.39,0.39,-0.83,5,max_hold
138,BANE,S1,BASE,2.61,2.40,2016-11-25,2016-11-28,2016-12-05,3573.71,3551.31,-0.63,5,max_hold
139,STSBP,S2,BASE,4.06,5.58,2016-11-30,2016-12-01,2016-12-08,0.24,0.24,2.65,5,ts_extend
140,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-07,1297.07,1248.00,-3.78,2,rotate_atr20
141,LSNG,S2,BASE,2.69,3.86,2016-12-06,2016-12-07,2016-12-14,5.41,6.15,13.65,5,ts_extend
142,BSPB,S2,BASE,2.58,1.70,2016-12-07,2016-12-08,2016-12-09,59.19,61.70,4.23,1,rotate_atr20
143,OGKB,S2,BASE,2.87,3.67,2016-12-08,2016-12-09,2016-12-12,0.50,0.50,1.02,1,rotate_atr20
144,VTBR,S1,BASE,5.00,1.52,2016-12-09,2016-12-12,2016-12-19,367.59,368.91,0.36,5,ts_extend
145,PRFN,S2,STRONG,5.14,15.70,2016-12-09,2016-12-12,2016-12-20,5.63,5.76,2.36,6,ts_extend
146,GAZAP,S2,ULTRA,10.00,2.13,2016-12-13,2016-12-14,2016-12-15,500.80,494.21,-1.32,1,rotate_atr20
147,DZRDP,S2,BASE,2.83,5.26,2016-12-14,2016-12-15,2016-12-22,1532.45,1535.70,0.21,5,ts_extend
148,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
149,KRSBP,S2,BASE,4.51,2.31,2016-12-22,2016-12-23,2016-12-27,3.97,3.99,0.69,2,rotate_atr20
150,STSBP,S2,BASE,4.92,5.28,2016-12-26,2016-12-27,2017-01-04,0.22,0.23,3.95,5,ts_extend
151,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
152,RASP,S1,BASE,2.53,3.69,2017-01-10,2017-01-11,2017-01-18,89.64,92.44,3.12,5,ts_extend
153,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
154,LVHK,S2,BASE,3.94,1.91,2017-01-17,2017-01-18,2017-01-27,8.01,8.19,2.17,5,max_hold
155,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
156,MAGN,S1,BASE,2.87,2.16,2017-01-25,2017-01-26,2017-02-02,37.43,40.57,8.38,5,ts_extend
157,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
158,MAGN,S1,BASE,2.82,2.42,2017-02-03,2017-02-06,2017-02-13,41.97,41.99,0.04,5,ts_extend
159,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
160,UNAC,S2,STRONG,5.73,3.00,2017-02-03,2017-02-06,2017-02-14,0.60,0.61,2.04,6,ts_extend
161,MSTT,S2,BASE,2.56,1.83,2017-02-10,2017-02-13,2017-02-20,110.18,110.26,0.07,5,ts_extend
162,KZOSP,S2,BASE,4.55,1.69,2017-02-14,2017-02-15,2017-02-22,4.56,4.82,5.85,5,ts_extend
163,IGSTP,S2,BASE,3.21,6.53,2017-03-03,2017-03-06,2017-03-17,643.03,633.01,-1.56,5,ts_extend
164,BISVP,S2,ULTRA,7.50,1.59,2017-03-06,2017-03-09,2017-03-10,3.81,4.17,9.65,1,rotate_atr20
165,KOGK,S2,STRONG,6.45,3.17,2017-03-09,2017-03-10,2017-03-20,743.19,878.29,18.18,6,ts_extend
166,KZOS,S2,BASE,3.26,3.37,2017-03-20,2017-03-21,2017-03-28,57.69,57.49,-0.35,5,ts_extend
167,SAGOP,S2,BASE,2.76,6.09,2017-03-27,2017-03-28,2017-04-04,0.30,0.30,0.34,5,max_hold
168,VSMO,S2,BASE,3.11,2.01,2017-04-14,2017-04-17,2017-04-24,14523.20,15662.16,7.84,5,ts_extend
169,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
170,MRKC,S2,BASE,3.12,3.68,2017-05-02,2017-05-03,2017-05-12,0.44,0.43,-1.38,5,ts_extend
171,KUZB,S2,BASE,3.55,5.35,2017-05-02,2017-05-03,2017-05-12,0.01,0.01,-1.56,5,ts_extend
172,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
173,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,621.59,4.13,6,ts_extend
174,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
175,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
176,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-08,69.11,61.40,-11.15,2,rotate_atr20
177,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,49.10,-28.12,3,cat_stop
178,KRSBP,S2,BASE,3.78,2.84,2017-06-07,2017-06-08,2017-06-16,4.00,3.93,-1.56,5,ts_extend
179,RNFT,S2,STRONG,6.09,1.53,2017-06-14,2017-06-15,2017-06-23,598.96,604.19,0.87,6,ts_extend
180,MRKC,S2,BASE,3.53,4.39,2017-06-15,2017-06-16,2017-06-23,0.48,0.49,2.84,5,ts_extend
181,ABRD,S2,BASE,2.96,9.79,2017-06-29,2017-06-30,2017-07-12,188.30,187.04,-0.67,5,ts_extend
182,KRKNP,S2,BASE,2.58,1.71,2017-07-11,2017-07-12,2017-07-19,9064.48,11074.75,22.18,5,ts_extend
183,KZOS,S2,BASE,2.62,2.85,2017-07-18,2017-07-19,2017-07-26,68.81,71.49,3.89,5,max_hold
184,MRKZ,S2,BASE,2.55,3.61,2017-07-25,2017-07-26,2017-08-02,0.05,0.06,0.44,5,ts_extend
185,RTGZ,S2,ULTRA,8.94,1.73,2017-08-07,2017-08-08,2017-08-11,14973.92,14626.56,-2.32,3,rotate_atr20
186,NKHP,S2,ULTRA,7.35,2.97,2017-08-07,2017-08-08,2017-08-15,188.80,197.68,4.70,5,rotate_atr20
187,ABRD,S2,BASE,2.98,10.32,2017-08-10,2017-08-11,2017-08-22,172.28,169.59,-1.56,5,ts_extend
188,HYDR,S1,BASE,2.79,2.02,2017-08-11,2017-08-14,2017-08-21,0.84,0.83,-0.11,5,ts_extend
189,MRKZ,S2,BASE,4.23,4.67,2017-08-14,2017-08-15,2017-08-22,0.06,0.06,2.29,5,ts_extend
190,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
191,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
192,TGKA,S2,BASE,3.34,2.64,2017-08-28,2017-08-29,2017-08-30,0.01,0.01,-1.42,1,rotate_atr20
193,YAKG,S2,BASE,3.11,5.00,2017-08-28,2017-08-29,2017-09-05,13.42,13.21,-1.56,5,ts_extend
