=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:29:38
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,784
Средняя доходность %,5.15
Медианная доходность %,1.80
Win rate %,70.3
Profit factor,8.29
Sharpe,3.07
Макс просадка %,39.88
Общая доходность %,95661746882.00
CAGR %,0.00
Макс выигрыш %,98.33
Макс проигрыш %,-28.12
Ср. выигрыш %,8.33
Ср. проигрыш %,2.38
Макс серия побед,16
Макс серия потерь,5
Ср. удержание дней,4.9
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
185,IRKT,S2,BASE,6.18,3.12,2018-02-01,2018-02-02,2018-02-09,15.22,15.16,-0.42,5,ts_extend
186,MVID,S1,BASE,5.19,1.93,2018-02-02,2018-02-05,2018-02-12,420.67,439.25,4.42,5,ts_extend
187,MVID,S1,BASE,3.62,2.51,2018-02-12,2018-02-13,2018-02-20,442.01,436.99,-1.14,5,ts_extend
188,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-03-02,81.13,88.24,8.76,10,ts_extend
189,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
190,BISVP,S2,BASE,5.89,2.21,2018-03-02,2018-03-05,2018-03-15,4.03,4.02,-0.07,5,max_hold
191,UWGN,S2,BASE,6.65,2.85,2018-03-15,2018-03-16,2018-03-23,762.72,787.54,3.25,5,ts_extend
192,WTCM,S2,ULTRA,8.79,9.52,2018-03-27,2018-03-28,2018-04-05,8.51,8.73,2.49,6,ts_extend
193,RKKE,S2,BASE,5.40,4.63,2018-04-04,2018-04-05,2018-04-12,5829.31,6388.90,9.60,5,ts_extend
194,NVTK,S1,BASE,3.70,2.96,2018-04-10,2018-04-11,2018-04-18,744.59,746.00,0.19,5,ts_extend
195,SNGS,S1,BASE,4.37,1.90,2018-04-10,2018-04-11,2018-04-18,29.30,29.39,0.30,5,ts_extend
196,NNSBP,S2,BASE,3.74,2.70,2018-04-10,2018-04-12,2018-04-19,590.94,590.65,-0.05,5,ts_extend
197,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
198,AQUA,S2,BASE,4.08,7.55,2018-04-27,2018-04-28,2018-05-07,202.32,254.97,26.02,5,ts_extend
199,LSNG,S2,BASE,5.33,3.62,2018-05-07,2018-05-08,2018-05-16,6.46,6.47,0.19,5,ts_extend
200,MRKY,S2,ULTRA,9.53,4.55,2018-05-07,2018-05-08,2018-05-17,0.07,0.07,2.91,6,ts_extend
201,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
202,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-06,3.31,3.38,2.34,6,ts_extend
203,TNSE,S2,ULTRA,8.81,1.46,2018-06-05,2018-06-06,2018-06-14,1277.04,1252.05,-1.96,6,ts_extend
204,SELG,S2,BASE,7.06,1.34,2018-06-19,2018-06-20,2018-06-22,10.71,11.56,7.98,2,rotate_atr20
205,MFGSP,S2,BASE,4.72,2.40,2018-06-19,2018-06-20,2018-06-28,332.53,329.78,-0.83,5,ts_extend
206,ALRS,S1,BASE,4.42,2.00,2018-06-21,2018-06-22,2018-06-29,98.66,99.32,0.67,5,ts_extend
207,YRSB,S2,BASE,5.98,9.55,2018-06-21,2018-06-22,2018-08-06,123.70,97.84,-20.90,5,max_hold
208,DIOD,S2,ULTRA,7.74,4.00,2018-07-02,2018-07-03,2018-07-11,4.77,4.69,-1.70,6,ts_extend
209,MGTSP,S2,BASE,4.19,2.86,2018-07-11,2018-07-12,2018-07-19,1903.04,1899.94,-0.16,5,ts_extend
210,SLEN,S2,ULTRA,8.34,5.33,2018-07-18,2018-07-19,2018-07-27,4.82,5.36,11.32,6,ts_extend
211,ZVEZ,S2,BASE,4.49,4.11,2018-08-08,2018-08-09,2018-08-16,5.28,5.41,2.57,5,ts_extend
212,TORS,S2,BASE,4.71,3.11,2018-08-24,2018-08-27,2018-09-21,0.35,0.34,-1.56,5,ts_extend
213,NKSH,S2,ULTRA,8.80,3.98,2018-09-20,2018-09-21,2018-10-01,14.07,18.58,32.02,6,ts_extend
214,ASSB,S2,BASE,7.08,2.82,2018-10-01,2018-10-02,2018-10-09,0.53,1.02,92.10,5,ts_extend
215,FESH,S2,BASE,4.29,6.29,2018-10-12,2018-10-15,2018-10-22,5.12,5.32,3.86,5,ts_extend
216,MAGE,S2,ULTRA,7.53,7.45,2018-10-12,2018-10-15,2018-10-23,2.29,2.34,2.16,6,ts_extend
217,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
218,LVHK,S2,BASE,4.18,8.51,2018-10-31,2018-11-01,2018-11-09,9.54,13.78,44.54,5,ts_extend
219,SAREP,S2,BASE,6.38,4.52,2018-11-09,2018-11-12,2018-11-19,0.08,0.09,7.20,5,ts_extend
220,NKHP,S2,BASE,4.71,1.99,2018-11-28,2018-11-29,2018-12-06,243.39,245.11,0.71,5,max_hold
221,ROLO,S2,BASE,6.55,2.95,2018-12-05,2018-12-06,2018-12-13,0.24,0.26,7.40,5,ts_extend
222,AKRN,S2,BASE,6.77,1.79,2018-12-26,2018-12-27,2019-01-08,4623.39,4650.41,0.58,5,ts_extend
223,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-18,374.60,381.96,1.96,5,ts_extend
224,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
225,RTGZ,S2,ULTRA,7.14,1.40,2019-01-17,2019-01-18,2019-01-21,14923.84,14876.16,-0.32,1,rotate_atr20
226,SARE,S2,BASE,5.18,3.14,2019-01-17,2019-01-18,2019-01-25,0.13,0.14,4.64,5,ts_extend
227,SLEN,S2,BASE,6.58,2.65,2019-01-18,2019-01-21,2019-01-28,4.73,4.87,3.07,5,ts_extend
228,URKZ,S2,BASE,3.68,2.56,2019-01-24,2019-01-25,2019-02-01,79.13,79.47,0.44,5,max_hold
229,MRKS,S2,BASE,3.84,5.71,2019-01-29,2019-01-30,2019-02-06,0.17,0.17,2.22,5,ts_extend
230,KRSBP,S2,BASE,5.14,3.35,2019-02-01,2019-02-04,2019-02-12,4.46,4.70,5.35,5,ts_extend
231,CNTLP,S2,BASE,4.96,2.79,2019-02-05,2019-02-06,2019-02-13,12.56,12.36,-1.56,5,ts_extend
232,RASP,S1,BASE,5.75,1.90,2019-02-11,2019-02-12,2019-02-19,152.86,152.39,-0.31,5,ts_extend
233,ROST,S2,BASE,4.09,3.10,2019-02-11,2019-02-12,2019-02-19,72.12,70.99,-1.56,5,ts_extend
234,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
235,FESH,S2,BASE,6.58,3.67,2019-02-18,2019-02-19,2019-02-26,5.20,5.22,0.27,5,ts_extend
236,YKEN,S2,ULTRA,7.74,3.03,2019-02-22,2019-02-25,2019-03-05,0.26,0.26,2.88,6,ts_extend
237,SAGO,S2,BASE,3.86,5.69,2019-03-04,2019-03-05,2019-03-18,0.36,0.38,5.89,5,ts_extend
238,KCHEP,S2,BASE,3.98,6.45,2019-03-18,2019-03-19,2019-03-28,0.30,0.29,-4.64,5,max_hold
239,RTSBP,S2,ULTRA,7.69,4.34,2019-03-27,2019-03-28,2019-04-05,0.25,0.24,-1.71,6,ts_extend
240,CHMK,S2,BASE,4.74,1.90,2019-04-08,2019-04-09,2019-04-16,2849.55,2844.98,-0.16,5,ts_extend
241,IRKT,S2,ULTRA,8.94,2.43,2019-04-18,2019-04-19,2019-04-29,43.07,43.00,-0.16,6,ts_extend
242,AQUA,S2,BASE,4.38,6.22,2019-05-16,2019-05-17,2019-05-24,221.35,294.34,32.97,5,ts_extend
243,PMSBP,S2,BASE,3.96,2.45,2019-05-27,2019-05-28,2019-06-04,98.16,99.43,1.29,5,ts_extend
244,MRKU,S2,ULTRA,7.77,2.07,2019-05-28,2019-05-29,2019-05-30,0.18,0.18,-0.21,1,rotate_atr20
245,PMSB,S2,BASE,5.26,4.62,2019-05-29,2019-05-30,2019-06-06,104.97,103.33,-1.56,5,ts_extend
246,GAZP,S1,BASE,5.24,2.69,2019-06-03,2019-06-04,2019-06-11,230.53,232.93,1.04,5,ts_extend
247,LNZLP,S2,BASE,6.54,2.05,2019-06-03,2019-06-04,2019-06-11,2744.38,2701.63,-1.56,5,ts_extend
248,MSNG,S2,BASE,5.36,1.45,2019-06-13,2019-06-14,2019-06-17,2.45,2.41,-1.46,1,rotate_atr20
249,BELU,S2,ULTRA,8.10,4.07,2019-06-13,2019-06-14,2019-06-25,478.76,473.55,-1.09,7,ts_extend
250,MRKZ,S2,BASE,5.90,2.44,2019-06-14,2019-06-17,2019-06-24,0.07,0.07,0.05,5,ts_extend
251,APTK,S2,BASE,5.37,4.47,2019-06-21,2019-06-24,2019-07-01,10.02,11.36,13.44,5,max_hold
252,UNKL,S2,BASE,7.09,1.98,2019-06-24,2019-06-25,2019-07-02,2534.05,2555.90,0.86,5,max_hold
253,MSNG,S2,BASE,4.10,2.07,2019-06-28,2019-07-01,2019-07-08,2.34,2.31,-1.44,5,ts_extend
254,TASB,S2,BASE,5.20,2.93,2019-07-01,2019-07-02,2019-07-09,0.25,0.27,7.00,5,ts_extend
255,AFKS,S1,BASE,3.98,1.91,2019-07-02,2019-07-03,2019-07-10,10.92,11.91,9.07,5,ts_extend
256,TGKB,S2,BASE,6.80,2.75,2019-07-05,2019-07-08,2019-07-15,0.00,0.00,0.54,5,ts_extend
257,KRSB,S2,BASE,6.60,1.92,2019-07-08,2019-07-09,2019-07-12,3.99,4.01,0.68,3,rotate_atr20
258,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
259,AVAN,S2,BASE,4.03,5.69,2019-07-12,2019-07-15,2019-07-22,691.10,689.10,-0.29,5,ts_extend
260,UPRO,S2,BASE,3.76,1.58,2019-07-25,2019-07-26,2019-08-02,2.66,2.66,-0.05,5,ts_extend
261,LNZL,S2,BASE,3.79,2.75,2019-08-06,2019-08-07,2019-08-14,6690.69,9204.35,37.57,5,ts_extend
262,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
263,VTBR,S1,BASE,6.93,1.87,2019-09-04,2019-09-05,2019-09-12,210.36,214.03,1.75,5,max_hold
264,MGTS,S2,BASE,3.86,2.43,2019-09-05,2019-09-06,2019-09-13,2028.24,2013.14,-0.74,5,ts_extend
265,YKEN,S2,BASE,3.62,3.96,2019-09-12,2019-09-13,2019-09-20,0.30,0.34,16.61,5,ts_extend
266,SIBN,S1,BASE,3.77,1.47,2019-09-16,2019-09-17,2019-09-24,423.68,419.51,-0.98,5,ts_extend
267,DVEC,S2,ULTRA,8.70,2.37,2019-09-27,2019-09-30,2019-10-08,1.10,1.10,-0.51,6,ts_extend
268,PIKK,S2,BASE,4.12,2.13,2019-10-08,2019-10-09,2019-10-16,385.62,379.61,-1.56,5,ts_extend
269,MTSS,S1,BASE,5.51,1.39,2019-10-09,2019-10-10,2019-10-17,273.19,268.93,-1.56,5,ts_extend
270,SNGS,S1,BASE,4.31,2.11,2019-10-23,2019-10-24,2019-10-31,43.62,48.15,10.38,5,ts_extend
271,GAZP,S1,BASE,3.68,1.77,2019-10-30,2019-10-31,2019-11-08,260.42,268.43,3.08,5,ts_extend
272,MSRS,S2,BASE,4.28,2.39,2019-11-01,2019-11-05,2019-11-12,1.01,1.06,4.84,5,ts_extend
273,VTBR,S1,BASE,3.75,1.84,2019-11-08,2019-11-11,2019-11-18,235.13,236.26,0.48,5,ts_extend
274,OGKB,S2,BASE,3.76,2.31,2019-11-11,2019-11-12,2019-11-19,0.64,0.65,2.05,5,ts_extend
275,MSTT,S2,BASE,6.36,2.20,2019-11-11,2019-11-12,2019-11-19,123.00,123.05,0.05,5,ts_extend
276,AVAN,S2,BASE,4.06,7.84,2019-11-21,2019-11-22,2019-11-29,711.14,700.06,-1.56,5,ts_extend
277,ROLO,S2,BASE,4.92,6.78,2019-11-21,2019-11-22,2019-11-29,0.45,0.47,4.22,5,ts_extend
278,CHGZ,S2,BASE,5.20,5.77,2019-12-02,2019-12-03,2019-12-17,31.05,38.39,23.65,5,ts_extend
279,MVID,S1,ULTRA,7.35,1.88,2019-12-05,2019-12-06,2019-12-17,605.17,606.30,0.19,7,ts_extend
280,TNSE,S2,BASE,4.47,2.09,2019-12-17,2019-12-18,2019-12-25,961.54,946.56,-1.56,5,ts_extend
281,NSVZ,S2,BASE,5.96,2.44,2019-12-25,2019-12-26,2020-01-08,236.88,237.25,0.16,5,ts_extend
282,BRZL,S2,BASE,6.35,2.46,2020-01-06,2020-01-08,2020-01-15,807.29,797.38,-1.23,5,ts_extend
283,KMAZ,S2,ULTRA,8.14,2.43,2020-01-06,2020-01-08,2020-01-16,73.12,73.53,0.57,6,ts_extend
284,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
285,MGNT,S1,BASE,5.49,1.36,2020-01-15,2020-01-16,2020-01-21,3630.80,3833.86,5.59,3,rotate_atr20
286,RTKM,S1,BASE,6.34,1.37,2020-01-15,2020-01-16,2020-01-23,86.03,86.48,0.53,5,ts_extend
287,RTKMP,S2,ULTRA,8.42,1.66,2020-01-15,2020-01-16,2020-01-20,79.03,80.32,1.64,2,rotate_atr20
288,WTCM,S2,BASE,6.06,5.03,2020-01-17,2020-01-20,2020-01-27,13.04,17.33,32.86,5,ts_extend
289,RUAL,S1,BASE,5.50,2.29,2020-01-20,2020-01-21,2020-01-28,37.91,37.32,-1.56,5,ts_extend
290,AFKS,S1,BASE,5.90,2.02,2020-01-23,2020-01-24,2020-01-31,18.07,18.29,1.21,5,max_hold
291,KCHE,S2,BASE,4.33,3.40,2020-01-24,2020-01-27,2020-02-03,0.18,0.19,9.80,5,ts_extend
292,RBCM,S2,BASE,5.23,4.83,2020-02-03,2020-02-04,2020-02-11,4.49,4.49,0.22,5,ts_extend
293,RTSBP,S2,BASE,5.03,2.58,2020-02-11,2020-02-12,2020-02-20,0.26,0.28,8.23,5,ts_extend
294,RTSB,S2,BASE,3.84,3.15,2020-02-20,2020-02-21,2020-03-02,0.36,0.35,-1.56,5,ts_extend
295,AVAN,S2,BASE,5.19,5.78,2020-04-01,2020-04-02,2020-04-09,676.08,698.94,3.38,5,ts_extend
296,CNTLP,S2,BASE,6.80,3.54,2020-04-10,2020-04-13,2020-04-20,17.93,18.51,3.23,5,ts_extend
297,MGTSP,S2,BASE,6.21,3.95,2020-04-24,2020-04-27,2020-05-05,2331.72,2400.02,2.93,5,ts_extend
298,WTCM,S2,BASE,3.83,6.30,2020-05-04,2020-05-05,2020-05-13,9.76,9.61,-1.51,5,ts_extend
299,WTCMP,S2,BASE,7.05,7.17,2020-05-04,2020-05-05,2020-05-13,9.70,9.54,-1.56,5,ts_extend
300,PRMB,S2,BASE,6.20,5.29,2020-05-19,2020-05-20,2020-05-27,20432.64,27170.06,32.97,5,ts_extend
301,MRKC,S2,BASE,4.46,1.98,2020-05-26,2020-05-27,2020-06-03,0.26,0.26,0.00,5,ts_extend
302,SFIN,S2,BASE,5.00,3.67,2020-06-03,2020-06-04,2020-06-11,453.72,466.62,2.84,5,ts_extend
303,AFLT,S1,BASE,3.86,2.62,2020-06-08,2020-06-09,2020-06-17,92.55,92.52,-0.03,5,ts_extend
304,KLSB,S2,BASE,3.63,3.63,2020-06-16,2020-06-17,2020-06-25,11.92,12.21,2.41,5,ts_extend
305,MISBP,S2,BASE,4.43,3.53,2020-06-23,2020-06-25,2020-07-03,12.02,12.99,8.11,5,ts_extend
306,LNZLP,S2,ULTRA,8.05,2.09,2020-07-07,2020-07-08,2020-07-14,3926.27,3998.59,1.84,4,rotate_atr20
307,KAZTP,S2,ULTRA,7.53,3.03,2020-07-07,2020-07-08,2020-07-16,153.04,151.18,-1.22,6,ts_extend
308,KRKOP,S2,BASE,5.30,3.31,2020-07-13,2020-07-14,2020-07-20,6.25,6.15,-1.68,4,rotate_atr20
309,URKZ,S2,ULTRA,8.27,4.27,2020-07-15,2020-07-16,2020-07-24,162.06,184.52,13.86,6,ts_extend
310,YRSBP,S2,ULTRA,7.80,5.11,2020-07-17,2020-07-20,2020-07-28,86.64,90.20,4.11,6,ts_extend
311,VTBR,S1,BASE,3.90,1.46,2020-07-20,2020-07-21,2020-07-28,190.65,194.42,1.98,5,ts_extend
312,UWGN,S2,BASE,4.62,1.60,2020-07-23,2020-07-24,2020-07-27,238.28,237.62,-0.28,1,rotate_atr20
313,RUSI,S2,ULTRA,8.55,3.94,2020-07-24,2020-07-27,2020-07-30,40.66,29.23,-28.12,3,cat_stop
314,KROT,S2,ULTRA,8.13,3.83,2020-07-27,2020-07-28,2020-08-05,390.62,387.27,-0.86,6,ts_extend
315,AMEZ,S2,BASE,4.06,2.58,2020-07-29,2020-07-30,2020-08-06,4.31,5.36,24.20,5,ts_extend
316,RTKM,S1,BASE,3.80,1.96,2020-08-05,2020-08-06,2020-08-13,96.71,98.02,1.35,5,max_hold
317,RASP,S1,BASE,4.53,2.24,2020-08-05,2020-08-06,2020-08-13,111.34,114.00,2.39,5,ts_extend
318,TTLK,S2,BASE,3.71,2.26,2020-08-05,2020-08-06,2020-08-13,0.32,0.31,-1.40,5,ts_extend
319,YKENP,S2,BASE,4.06,4.32,2020-08-12,2020-08-13,2020-08-20,0.46,0.45,-1.56,5,ts_extend
320,MVID,S2,BASE,4.66,3.23,2020-08-25,2020-08-26,2020-09-02,585.44,584.75,-0.12,5,ts_extend
321,FESH,S2,BASE,4.23,2.94,2020-09-10,2020-09-11,2020-09-18,8.27,9.73,17.56,5,ts_extend
322,GEMA,S2,BASE,5.53,1.43,2020-09-24,2020-09-25,2020-09-28,61.60,60.90,-1.13,1,rotate_atr20
323,YAKG,S2,BASE,3.84,1.73,2020-09-24,2020-09-25,2020-10-02,48.78,54.09,10.90,5,ts_extend
324,ENPG,S2,BASE,3.77,2.52,2020-09-25,2020-09-28,2020-10-05,705.63,868.75,23.12,5,ts_extend
325,AQUA,S2,BASE,4.31,2.51,2020-10-02,2020-10-05,2020-10-12,256.41,258.41,0.78,5,ts_extend
326,MRKS,S2,BASE,4.34,1.87,2020-10-09,2020-10-12,2020-10-19,0.27,0.28,3.44,5,ts_extend
327,BLNG,S2,BASE,3.89,2.81,2020-10-16,2020-10-19,2020-10-26,4.29,4.28,-0.25,5,ts_extend
328,MISB,S2,BASE,6.19,1.85,2020-10-26,2020-10-27,2020-11-03,12.62,12.60,-0.15,5,ts_extend
329,TTLK,S2,BASE,3.71,3.02,2020-11-06,2020-11-09,2020-11-16,0.38,0.38,0.35,5,ts_extend
330,MRKC,S2,BASE,5.42,2.30,2020-11-06,2020-11-09,2020-11-16,0.32,0.32,0.06,5,max_hold
331,NVTK,S1,BASE,3.99,2.67,2020-11-09,2020-11-10,2020-11-17,1190.10,1240.18,4.21,5,ts_extend
332,RASP,S1,BASE,5.96,2.90,2020-11-09,2020-11-10,2020-11-17,125.20,154.34,23.27,5,ts_extend
333,MTLR,S1,BASE,4.90,2.91,2020-11-16,2020-11-17,2020-11-24,59.85,60.54,1.16,5,ts_extend
334,CHGZ,S2,BASE,3.93,3.64,2020-11-16,2020-11-17,2020-11-24,53.49,58.47,9.33,5,ts_extend
335,IGSTP,S2,ULTRA,7.36,4.72,2020-11-16,2020-11-17,2020-11-25,849.36,963.76,13.47,6,ts_extend
336,GEMA,S2,ULTRA,7.53,2.94,2020-11-23,2020-11-24,2020-12-02,63.35,64.71,2.14,6,ts_extend
337,ABRD,S2,BASE,4.66,2.22,2020-11-26,2020-11-27,2020-11-30,207.83,208.17,0.16,1,rotate_atr20
338,KZOSP,S2,BASE,6.05,3.47,2020-11-27,2020-11-30,2020-12-07,11.01,10.98,-0.28,5,ts_extend
339,AMEZ,S2,BASE,6.62,2.24,2020-12-01,2020-12-02,2020-12-09,5.75,6.29,9.23,5,ts_extend
340,LVHK,S2,ULTRA,7.59,2.30,2020-12-04,2020-12-07,2020-12-15,8.27,9.31,12.58,6,ts_extend
341,MGNT,S1,BASE,3.67,2.16,2020-12-09,2020-12-10,2020-12-17,5393.12,5462.56,1.29,5,ts_extend
342,MAGE,S2,BASE,5.05,4.38,2020-12-09,2020-12-10,2020-12-17,7.88,8.64,9.65,5,ts_extend
343,AMEZ,S2,BASE,4.95,4.21,2020-12-14,2020-12-15,2020-12-22,7.26,9.84,35.57,5,ts_extend
344,MRKU,S2,BASE,4.65,2.16,2020-12-21,2020-12-22,2020-12-29,0.15,0.18,18.91,5,ts_extend
345,MTLR,S1,BASE,3.69,3.99,2020-12-28,2020-12-29,2021-01-08,79.33,80.65,1.67,5,ts_extend
346,KRSB,S2,BASE,4.71,2.70,2020-12-28,2020-12-29,2021-01-06,8.36,7.93,-5.21,4,rotate_atr20
347,NKHP,S2,BASE,6.02,3.59,2020-12-28,2020-12-29,2021-01-08,339.54,513.38,51.20,5,ts_extend
348,MAGEP,S2,BASE,5.46,4.18,2021-01-05,2021-01-06,2021-01-14,7.12,7.36,3.40,5,ts_extend
349,TTLK,S2,BASE,5.25,3.52,2021-01-06,2021-01-08,2021-01-15,0.49,0.49,-0.91,5,ts_extend
350,CHGZ,S2,BASE,5.53,2.86,2021-01-13,2021-01-14,2021-01-21,54.09,57.49,6.29,5,ts_extend
351,LSNG,S2,ULTRA,9.69,2.66,2021-01-14,2021-01-15,2021-01-18,7.29,6.61,-9.36,1,rotate_atr20
352,VJGZP,S2,ULTRA,7.55,5.39,2021-01-15,2021-01-18,2021-01-26,885.41,1390.25,57.02,6,ts_extend
353,DZRD,S2,BASE,6.00,1.90,2021-01-20,2021-01-21,2021-01-22,2043.26,2156.54,5.54,1,rotate_atr20
354,CHMK,S2,ULTRA,9.07,3.63,2021-01-21,2021-01-22,2021-02-01,3099.95,3103.06,0.10,6,ts_extend
355,SLEN,S2,BASE,6.22,4.44,2021-01-25,2021-01-26,2021-02-02,6.09,6.08,-0.10,5,ts_extend
356,RASP,S1,BASE,5.15,2.14,2021-01-26,2021-01-27,2021-02-03,162.26,172.71,6.44,5,ts_extend
357,LIFE,S2,BASE,5.09,2.34,2021-02-03,2021-02-04,2021-02-11,7.06,7.09,0.45,5,ts_extend
358,MVID,S1,ULTRA,9.82,2.15,2021-02-08,2021-02-09,2021-02-17,795.47,821.70,3.30,6,ts_extend
359,TGKN,S2,ULTRA,7.81,2.13,2021-02-19,2021-02-20,2021-03-02,0.00,0.00,-1.14,6,ts_extend
360,GCHE,S2,BASE,4.99,2.31,2021-03-04,2021-03-05,2021-03-15,2373.79,2431.52,2.43,5,ts_extend
361,URKZ,S2,BASE,4.90,2.37,2021-03-12,2021-03-15,2021-03-22,177.68,178.97,0.72,5,ts_extend
362,NFAZ,S2,BASE,5.36,6.02,2021-03-22,2021-03-23,2021-03-30,386.62,391.80,1.34,5,ts_extend
363,TNSE,S2,ULTRA,9.61,1.91,2021-03-29,2021-03-30,2021-04-07,1021.63,1019.65,-0.19,6,ts_extend
364,VTBR,S1,ULTRA,8.04,1.73,2021-03-31,2021-04-01,2021-04-09,213.24,220.50,3.40,6,ts_extend
365,BRZL,S2,BASE,4.21,2.16,2021-04-06,2021-04-07,2021-04-09,1133.81,1115.21,-1.64,2,rotate_atr20
366,MRSB,S2,BASE,3.61,2.82,2021-04-06,2021-04-07,2021-04-14,0.40,0.40,-1.47,5,ts_extend
367,KUZB,S2,BASE,4.38,4.33,2021-04-08,2021-04-09,2021-04-16,0.02,0.02,7.52,5,ts_extend
368,RZSB,S2,ULTRA,8.62,3.30,2021-04-14,2021-04-15,2021-04-26,15.62,17.12,9.56,7,ts_extend
369,EELT,S2,BASE,3.77,1.36,2021-04-19,2021-04-20,2021-04-22,7.61,7.77,2.04,2,rotate_atr20
370,KZOSP,S2,BASE,4.96,4.56,2021-04-21,2021-04-22,2021-04-29,24.30,46.42,91.02,5,ts_extend
371,RASP,S1,BASE,4.92,3.09,2021-04-22,2021-04-23,2021-04-30,239.64,242.82,1.32,5,ts_extend
372,MRSB,S2,BASE,5.88,3.30,2021-04-29,2021-04-30,2021-05-10,0.41,0.43,4.04,5,ts_extend
373,KUZB,S2,BASE,4.41,4.77,2021-05-07,2021-05-10,2021-05-17,0.03,0.05,98.33,5,ts_extend
374,PMSBP,S2,BASE,3.65,1.38,2021-05-14,2021-05-17,2021-05-19,176.08,165.93,-5.76,2,rotate_atr20
375,MTLRP,S2,BASE,4.10,2.85,2021-05-14,2021-05-17,2021-05-24,88.84,115.18,29.64,5,ts_extend
376,AFLT,S1,BASE,4.04,1.69,2021-05-17,2021-05-18,2021-05-25,71.03,71.27,0.34,5,ts_extend
377,MISB,S2,ULTRA,8.42,2.84,2021-05-18,2021-05-19,2021-05-20,14.82,13.88,-6.38,1,rotate_atr20
378,AMEZ,S2,BASE,4.31,6.69,2021-05-19,2021-05-20,2021-05-27,11.89,12.50,5.16,5,ts_extend
379,MRSB,S2,BASE,3.88,3.65,2021-05-21,2021-05-24,2021-05-31,0.46,0.50,8.26,5,ts_extend
380,MSNG,S2,BASE,5.51,2.03,2021-05-26,2021-05-27,2021-06-03,2.43,2.40,-0.90,5,max_hold
381,MRKC,S2,BASE,5.40,2.24,2021-05-31,2021-06-01,2021-06-08,0.43,0.43,0.51,5,ts_extend
382,RNFT,S2,ULTRA,7.70,2.93,2021-06-04,2021-06-07,2021-06-14,179.09,172.32,-3.78,5,rotate_atr20
383,ZILL,S2,BASE,3.92,2.55,2021-06-07,2021-06-08,2021-06-10,4161.65,4143.36,-0.44,2,rotate_atr20
384,NKSH,S2,BASE,4.00,4.05,2021-06-09,2021-06-10,2021-06-17,23.04,27.56,19.65,5,ts_extend
385,NNSB,S2,BASE,4.08,5.05,2021-06-11,2021-06-14,2021-06-21,2684.29,3081.24,14.79,5,ts_extend
386,SAGO,S2,BASE,5.68,4.35,2021-06-22,2021-06-23,2021-06-30,0.69,0.73,5.71,5,ts_extend
387,MRKK,S2,BASE,6.13,3.24,2021-06-30,2021-07-01,2021-07-08,28.75,28.84,0.34,5,ts_extend
388,AMEZ,S2,BASE,4.90,4.02,2021-07-13,2021-07-14,2021-07-21,12.45,12.74,2.28,5,ts_extend
389,AMEZ,S2,BASE,6.32,4.72,2021-07-26,2021-07-27,2021-08-03,17.95,18.54,3.25,5,ts_extend
390,DIOD,S2,BASE,6.37,5.50,2021-08-05,2021-08-06,2021-08-13,9.31,9.21,-1.08,5,ts_extend
