=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:16:29
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,738
Средняя доходность %,4.55
Медианная доходность %,1.58
Win rate %,68.3
Profit factor,5.32
Sharpe,2.62
Макс просадка %,37.73
Общая доходность %,784462842.86
CAGR %,0.00
Макс выигрыш %,91.71
Макс проигрыш %,-22.12
Ср. выигрыш %,8.20
Ср. проигрыш %,3.32
Макс серия побед,17
Макс серия потерь,4
Ср. удержание дней,5.1
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
194,SAREP,S2,STRONG,6.38,4.52,2018-11-09,2018-11-12,2018-11-20,0.08,0.09,6.98,6,ts_extend
195,NKHP,S2,BASE,4.71,1.99,2018-11-28,2018-11-29,2018-12-06,243.39,245.11,0.71,5,max_hold
196,ROLO,S2,STRONG,6.55,2.95,2018-12-05,2018-12-06,2018-12-14,0.24,0.26,7.19,6,ts_extend
197,AKRN,S2,STRONG,6.77,1.79,2018-12-26,2018-12-27,2019-01-09,4623.39,4640.98,0.38,6,ts_extend
198,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-18,374.60,381.96,1.96,5,ts_extend
199,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
200,RTGZ,S2,ULTRA,7.14,1.40,2019-01-17,2019-01-18,2019-01-21,14923.84,14876.16,-0.32,1,rotate_atr20
201,SARE,S2,STRONG,5.18,3.14,2019-01-17,2019-01-18,2019-01-28,0.13,0.14,8.16,6,ts_extend
202,SLEN,S2,STRONG,6.58,2.65,2019-01-18,2019-01-21,2019-01-29,4.73,3.68,-22.12,6,cat_stop
203,MRKS,S2,BASE,3.84,5.71,2019-01-29,2019-01-30,2019-02-06,0.17,0.17,2.22,5,ts_extend
204,CNTLP,S2,BASE,4.96,2.79,2019-02-05,2019-02-06,2019-02-13,12.56,12.36,-1.56,5,ts_extend
205,RASP,S1,STRONG,5.75,1.90,2019-02-11,2019-02-12,2019-02-20,152.86,155.64,1.81,6,ts_extend
206,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
207,MAGEP,S2,BASE,4.62,5.55,2019-02-22,2019-02-25,2019-03-04,2.57,3.31,28.94,5,ts_extend
208,YKEN,S2,ULTRA,7.74,3.03,2019-02-22,2019-02-25,2019-03-05,0.26,0.26,2.88,6,ts_extend
209,SAGO,S2,BASE,3.86,5.69,2019-03-04,2019-03-05,2019-03-18,0.36,0.38,5.89,5,ts_extend
210,KCHEP,S2,BASE,3.98,6.45,2019-03-18,2019-03-19,2019-03-28,0.30,0.29,-4.64,5,max_hold
211,RTSBP,S2,ULTRA,7.69,4.34,2019-03-27,2019-03-28,2019-04-05,0.25,0.24,-1.71,6,ts_extend
212,CHMK,S2,BASE,4.74,1.90,2019-04-08,2019-04-09,2019-04-16,2849.55,2844.98,-0.16,5,ts_extend
213,IRKT,S2,ULTRA,8.94,2.43,2019-04-18,2019-04-19,2019-04-29,43.07,43.00,-0.16,6,ts_extend
214,AQUA,S2,BASE,4.38,6.22,2019-05-16,2019-05-17,2019-05-24,221.35,294.34,32.97,5,ts_extend
215,PMSBP,S2,BASE,3.96,2.45,2019-05-27,2019-05-28,2019-06-04,98.16,99.43,1.29,5,ts_extend
216,GAZP,S1,STRONG,5.24,2.69,2019-06-03,2019-06-04,2019-06-13,230.53,233.45,1.27,6,ts_extend
217,LNZLP,S2,STRONG,6.54,2.05,2019-06-03,2019-06-04,2019-06-13,2744.38,2696.15,-1.76,6,ts_extend
218,MRKV,S2,STRONG,6.73,1.42,2019-06-06,2019-06-07,2019-06-17,0.10,0.10,-0.53,5,rotate_atr20
219,BELU,S2,ULTRA,8.10,4.07,2019-06-13,2019-06-14,2019-06-25,478.76,473.55,-1.09,7,ts_extend
220,MRKZ,S2,STRONG,5.90,2.44,2019-06-14,2019-06-17,2019-06-24,0.07,0.07,-4.25,5,rotate_atr20
221,APTK,S2,STRONG,5.37,4.47,2019-06-21,2019-06-24,2019-07-02,10.02,13.70,36.82,6,ts_extend
222,UNKL,S2,STRONG,7.09,1.98,2019-06-24,2019-06-25,2019-07-03,2534.05,2515.01,-0.75,6,ts_extend
223,TASB,S2,STRONG,5.20,2.93,2019-07-01,2019-07-02,2019-07-10,0.25,0.27,6.79,6,ts_extend
224,AFKS,S1,BASE,3.98,1.91,2019-07-02,2019-07-03,2019-07-10,10.92,11.91,9.07,5,ts_extend
225,MFGSP,S2,STRONG,5.49,1.32,2019-07-04,2019-07-05,2019-07-08,406.15,424.32,4.47,1,rotate_atr20
226,TGKB,S2,STRONG,6.80,2.75,2019-07-05,2019-07-08,2019-07-15,0.00,0.00,-9.46,5,rotate_atr20
227,MGTS,S2,STRONG,5.42,1.89,2019-07-09,2019-07-10,2019-07-12,2048.27,1896.96,-7.39,2,rotate_atr20
228,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
229,AVAN,S2,BASE,4.03,5.69,2019-07-12,2019-07-15,2019-07-22,691.10,689.10,-0.29,5,ts_extend
230,UPRO,S2,BASE,3.76,1.58,2019-07-25,2019-07-26,2019-08-02,2.66,2.66,-0.05,5,ts_extend
231,LNZL,S2,BASE,3.79,2.75,2019-08-06,2019-08-07,2019-08-14,6690.69,9204.35,37.57,5,ts_extend
232,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
233,VTBR,S1,STRONG,6.93,1.87,2019-09-04,2019-09-05,2019-09-13,210.36,212.70,1.11,6,ts_extend
234,MGTS,S2,BASE,3.86,2.43,2019-09-05,2019-09-06,2019-09-13,2028.24,2013.14,-0.74,5,ts_extend
235,YKEN,S2,BASE,3.62,3.96,2019-09-12,2019-09-13,2019-09-20,0.30,0.34,16.61,5,ts_extend
236,SIBN,S1,BASE,3.77,1.47,2019-09-16,2019-09-17,2019-09-24,423.68,419.51,-0.98,5,ts_extend
237,DVEC,S2,ULTRA,8.70,2.37,2019-09-27,2019-09-30,2019-10-08,1.10,1.10,-0.51,6,ts_extend
238,PIKK,S2,BASE,4.12,2.13,2019-10-08,2019-10-09,2019-10-16,385.62,379.61,-1.56,5,ts_extend
239,MTSS,S1,STRONG,5.51,1.39,2019-10-09,2019-10-10,2019-10-18,273.19,268.39,-1.76,6,ts_extend
240,SNGS,S1,BASE,4.31,2.11,2019-10-23,2019-10-24,2019-10-31,43.62,48.15,10.38,5,ts_extend
241,GAZP,S1,BASE,3.68,1.77,2019-10-30,2019-10-31,2019-11-08,260.42,268.43,3.08,5,ts_extend
242,MSRS,S2,BASE,4.28,2.39,2019-11-01,2019-11-05,2019-11-12,1.01,1.06,4.84,5,ts_extend
243,VTBR,S1,BASE,3.75,1.84,2019-11-08,2019-11-11,2019-11-18,235.13,236.26,0.48,5,ts_extend
244,OGKB,S2,BASE,3.76,2.31,2019-11-11,2019-11-12,2019-11-19,0.64,0.65,2.05,5,ts_extend
245,MSTT,S2,STRONG,6.36,2.20,2019-11-11,2019-11-12,2019-11-20,123.00,124.38,1.12,6,ts_extend
246,AVAN,S2,BASE,4.06,7.84,2019-11-21,2019-11-22,2019-11-29,711.14,700.06,-1.56,5,ts_extend
247,ROLO,S2,BASE,4.92,6.78,2019-11-21,2019-11-22,2019-11-29,0.45,0.47,4.22,5,ts_extend
248,CHGZ,S2,STRONG,5.20,5.77,2019-12-02,2019-12-03,2019-12-18,31.05,38.31,23.40,6,ts_extend
249,MVID,S1,ULTRA,7.35,1.88,2019-12-05,2019-12-06,2019-12-17,605.17,606.30,0.19,7,ts_extend
250,TNSE,S2,BASE,4.47,2.09,2019-12-17,2019-12-18,2019-12-25,961.54,946.56,-1.56,5,ts_extend
251,NSVZ,S2,STRONG,5.96,2.44,2019-12-25,2019-12-26,2020-01-09,236.88,236.76,-0.05,6,ts_extend
252,CHMK,S2,ULTRA,9.13,1.65,2020-01-08,2020-01-09,2020-01-13,2759.41,2710.66,-1.77,2,rotate_atr20
253,KOGK,S2,ULTRA,9.53,1.67,2020-01-08,2020-01-09,2020-01-14,498.80,465.25,-6.72,3,rotate_atr20
254,VSMO,S2,ULTRA,7.38,2.62,2020-01-10,2020-01-13,2020-01-15,24439.04,24760.32,1.31,2,rotate_atr20
255,VJGZP,S2,STRONG,5.61,3.43,2020-01-13,2020-01-14,2020-01-16,390.62,383.39,-1.85,2,rotate_atr20
256,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
257,MGNT,S1,STRONG,5.49,1.36,2020-01-15,2020-01-16,2020-01-21,3630.80,3833.86,5.59,3,rotate_atr20
258,RTKM,S1,STRONG,6.34,1.37,2020-01-15,2020-01-16,2020-01-24,86.03,86.31,0.32,6,ts_extend
259,TTLK,S2,STRONG,5.28,6.37,2020-01-15,2020-01-16,2020-01-24,0.36,0.38,6.70,6,ts_extend
260,RUAL,S1,STRONG,5.50,2.29,2020-01-20,2020-01-21,2020-01-29,37.91,37.24,-1.76,6,ts_extend
261,AFKS,S1,STRONG,5.90,2.02,2020-01-23,2020-01-24,2020-02-03,18.07,18.33,1.46,6,ts_extend
262,KCHE,S2,BASE,4.33,3.40,2020-01-24,2020-01-27,2020-02-03,0.18,0.19,9.80,5,ts_extend
263,RBCM,S2,STRONG,5.23,4.83,2020-02-03,2020-02-04,2020-02-12,4.49,4.49,0.01,6,ts_extend
264,RTSBP,S2,BASE,5.03,2.58,2020-02-11,2020-02-12,2020-02-20,0.26,0.28,8.23,5,ts_extend
265,RTSB,S2,BASE,3.84,3.15,2020-02-20,2020-02-21,2020-03-02,0.36,0.35,-1.56,5,ts_extend
266,AVAN,S2,STRONG,5.19,5.78,2020-04-01,2020-04-02,2020-04-10,676.08,707.35,4.62,6,ts_extend
267,CNTLP,S2,STRONG,6.80,3.54,2020-04-10,2020-04-13,2020-04-21,17.93,18.47,3.02,6,ts_extend
268,MGTSP,S2,STRONG,6.21,3.95,2020-04-24,2020-04-27,2020-05-06,2331.72,2395.15,2.72,6,ts_extend
269,RZSB,S2,STRONG,6.43,3.75,2020-05-07,2020-05-08,2020-05-19,7.97,8.10,1.54,6,ts_extend
270,PRMB,S2,STRONG,6.20,5.29,2020-05-19,2020-05-20,2020-05-28,20432.64,29472.77,44.24,6,ts_extend
271,KLSB,S2,ULTRA,8.71,3.92,2020-05-27,2020-05-28,2020-05-29,11.63,11.43,-1.69,1,rotate_atr20
272,KCHEP,S2,ULTRA,9.66,4.18,2020-05-27,2020-05-28,2020-06-05,0.39,0.38,-0.59,6,ts_extend
273,KCHE,S2,BASE,4.23,6.57,2020-05-28,2020-05-29,2020-06-05,0.20,0.23,10.54,5,ts_extend
274,MRKU,S2,BASE,3.94,3.12,2020-06-05,2020-06-08,2020-06-16,0.16,0.16,-0.74,5,ts_extend
275,AFLT,S1,BASE,3.86,2.62,2020-06-08,2020-06-09,2020-06-17,92.55,92.52,-0.03,5,ts_extend
276,KLSB,S2,BASE,3.63,3.63,2020-06-16,2020-06-17,2020-06-25,11.92,12.21,2.41,5,ts_extend
277,MISBP,S2,BASE,4.43,3.53,2020-06-23,2020-06-25,2020-07-03,12.02,12.99,8.11,5,ts_extend
278,LNZLP,S2,ULTRA,8.05,2.09,2020-07-07,2020-07-08,2020-07-14,3926.27,3998.59,1.84,4,rotate_atr20
279,KAZTP,S2,ULTRA,7.53,3.03,2020-07-07,2020-07-08,2020-07-16,153.04,151.18,-1.22,6,ts_extend
280,KRKOP,S2,STRONG,5.30,3.31,2020-07-13,2020-07-14,2020-07-20,6.25,6.15,-1.68,4,rotate_atr20
281,URKZ,S2,ULTRA,8.27,4.27,2020-07-15,2020-07-16,2020-07-24,162.06,184.52,13.86,6,ts_extend
282,YRSBP,S2,ULTRA,7.80,5.11,2020-07-17,2020-07-20,2020-07-28,86.64,90.20,4.11,6,ts_extend
283,VTBR,S1,BASE,3.90,1.46,2020-07-20,2020-07-21,2020-07-28,190.65,194.42,1.98,5,ts_extend
284,UWGN,S2,BASE,4.62,1.60,2020-07-23,2020-07-24,2020-07-27,238.28,237.62,-0.28,1,rotate_atr20
285,RUSI,S2,ULTRA,8.55,3.94,2020-07-24,2020-07-27,2020-07-30,40.66,31.67,-22.12,3,cat_stop
286,KROT,S2,ULTRA,8.13,3.83,2020-07-27,2020-07-28,2020-08-05,390.62,387.27,-0.86,6,ts_extend
287,AMEZ,S2,BASE,4.06,2.58,2020-07-29,2020-07-30,2020-08-06,4.31,5.36,24.20,5,ts_extend
288,RTKM,S1,BASE,3.80,1.96,2020-08-05,2020-08-06,2020-08-13,96.71,98.02,1.35,5,max_hold
289,RASP,S1,BASE,4.53,2.24,2020-08-05,2020-08-06,2020-08-13,111.34,114.00,2.39,5,ts_extend
290,TTLK,S2,BASE,3.71,2.26,2020-08-05,2020-08-06,2020-08-13,0.32,0.31,-1.40,5,ts_extend
291,YKENP,S2,BASE,4.06,4.32,2020-08-12,2020-08-13,2020-08-20,0.46,0.45,-1.56,5,ts_extend
292,MVID,S2,BASE,4.66,3.23,2020-08-25,2020-08-26,2020-09-02,585.44,584.75,-0.12,5,ts_extend
293,FESH,S2,BASE,4.23,2.94,2020-09-10,2020-09-11,2020-09-18,8.27,9.73,17.56,5,ts_extend
294,GEMA,S2,STRONG,5.53,1.43,2020-09-24,2020-09-25,2020-09-28,61.60,60.90,-1.13,1,rotate_atr20
295,YAKG,S2,BASE,3.84,1.73,2020-09-24,2020-09-25,2020-10-02,48.78,54.09,10.90,5,ts_extend
296,ENPG,S2,BASE,3.77,2.52,2020-09-25,2020-09-28,2020-10-05,705.63,868.75,23.12,5,ts_extend
297,AQUA,S2,BASE,4.31,2.51,2020-10-02,2020-10-05,2020-10-12,256.41,258.41,0.78,5,ts_extend
298,MRKS,S2,BASE,4.34,1.87,2020-10-09,2020-10-12,2020-10-19,0.27,0.28,3.44,5,ts_extend
299,BLNG,S2,BASE,3.89,2.81,2020-10-16,2020-10-19,2020-10-26,4.29,4.28,-0.25,5,ts_extend
300,MISB,S2,STRONG,6.19,1.85,2020-10-26,2020-10-27,2020-11-05,12.62,12.58,-0.36,6,ts_extend
301,TTLK,S2,BASE,3.71,3.02,2020-11-06,2020-11-09,2020-11-16,0.38,0.38,0.35,5,ts_extend
302,MRKC,S2,STRONG,5.42,2.30,2020-11-06,2020-11-09,2020-11-17,0.32,0.32,-0.00,6,ts_extend
303,NVTK,S1,BASE,3.99,2.67,2020-11-09,2020-11-10,2020-11-17,1190.10,1240.18,4.21,5,ts_extend
304,RASP,S1,STRONG,5.96,2.90,2020-11-09,2020-11-10,2020-11-18,125.20,154.02,23.02,6,ts_extend
305,MTLR,S1,BASE,4.90,2.91,2020-11-16,2020-11-17,2020-11-24,59.85,60.54,1.16,5,ts_extend
306,CHGZ,S2,BASE,3.93,3.64,2020-11-16,2020-11-17,2020-11-24,53.49,58.47,9.33,5,ts_extend
307,IGSTP,S2,ULTRA,7.36,4.72,2020-11-16,2020-11-17,2020-11-25,849.36,963.76,13.47,6,ts_extend
308,GEMA,S2,ULTRA,7.53,2.94,2020-11-23,2020-11-24,2020-12-02,63.35,64.71,2.14,6,ts_extend
309,ABRD,S2,BASE,4.66,2.22,2020-11-26,2020-11-27,2020-11-30,207.83,208.17,0.16,1,rotate_atr20
310,KZOSP,S2,STRONG,6.05,3.47,2020-11-27,2020-11-30,2020-12-08,11.01,11.07,0.58,6,ts_extend
311,AMEZ,S2,STRONG,6.62,2.24,2020-12-01,2020-12-02,2020-12-10,5.75,6.27,9.01,6,ts_extend
312,MGNT,S1,BASE,3.67,2.16,2020-12-09,2020-12-10,2020-12-17,5393.12,5462.56,1.29,5,ts_extend
313,MAGEP,S2,BASE,4.16,5.00,2020-12-09,2020-12-10,2020-12-17,6.99,7.12,1.81,5,ts_extend
314,MAGE,S2,BASE,5.05,4.38,2020-12-09,2020-12-10,2020-12-17,7.88,8.64,9.65,5,ts_extend
315,MRKU,S2,BASE,4.65,2.16,2020-12-21,2020-12-22,2020-12-29,0.15,0.18,18.91,5,ts_extend
316,MTLR,S1,BASE,3.69,3.99,2020-12-28,2020-12-29,2021-01-08,79.33,80.65,1.67,5,ts_extend
317,KRSB,S2,BASE,4.71,2.70,2020-12-28,2020-12-29,2021-01-06,8.36,7.93,-5.21,4,rotate_atr20
318,NKHP,S2,STRONG,6.02,3.59,2020-12-28,2020-12-29,2021-01-11,339.54,514.79,51.61,6,ts_extend
319,MAGEP,S2,STRONG,5.46,4.18,2021-01-05,2021-01-06,2021-01-15,7.12,7.35,3.19,6,ts_extend
320,GAZAP,S2,ULTRA,8.39,2.51,2021-01-08,2021-01-11,2021-01-18,426.68,361.42,-15.29,5,rotate_atr20
321,LSNG,S2,ULTRA,9.69,2.66,2021-01-14,2021-01-15,2021-01-25,7.29,7.55,3.53,6,ts_extend
322,VJGZP,S2,ULTRA,7.55,5.39,2021-01-15,2021-01-18,2021-01-26,885.41,1390.25,57.02,6,ts_extend
323,SLEN,S2,STRONG,6.22,4.44,2021-01-25,2021-01-26,2021-02-03,6.09,6.07,-0.30,6,ts_extend
324,RASP,S1,STRONG,5.15,2.14,2021-01-26,2021-01-27,2021-02-04,162.26,176.84,8.98,6,ts_extend
325,LIFE,S2,BASE,5.09,2.34,2021-02-03,2021-02-04,2021-02-11,7.06,7.09,0.45,5,ts_extend
326,MVID,S1,ULTRA,9.82,2.15,2021-02-08,2021-02-09,2021-02-17,795.47,821.70,3.30,6,ts_extend
327,TGKN,S2,ULTRA,7.81,2.13,2021-02-19,2021-02-20,2021-03-02,0.00,0.00,-1.14,6,ts_extend
328,GCHE,S2,BASE,4.99,2.31,2021-03-04,2021-03-05,2021-03-15,2373.79,2431.52,2.43,5,ts_extend
329,URKZ,S2,BASE,4.90,2.37,2021-03-12,2021-03-15,2021-03-22,177.68,178.97,0.72,5,ts_extend
330,AQUA,S2,ULTRA,9.16,1.67,2021-03-16,2021-03-17,2021-03-25,271.43,274.52,1.14,6,ts_extend
331,NFAZ,S2,STRONG,5.36,6.02,2021-03-22,2021-03-23,2021-03-31,386.62,391.01,1.13,6,ts_extend
332,AVAN,S2,BASE,4.82,1.53,2021-03-24,2021-03-25,2021-04-01,1121.79,1260.06,12.33,5,ts_extend
333,TTLK,S2,BASE,4.17,2.59,2021-03-30,2021-03-31,2021-04-07,0.66,0.68,3.23,5,ts_extend
334,VTBR,S1,ULTRA,8.04,1.73,2021-03-31,2021-04-01,2021-04-09,213.24,220.50,3.40,6,ts_extend
335,AQUA,S2,ULTRA,7.43,3.09,2021-03-31,2021-04-01,2021-04-09,305.49,319.62,4.63,6,ts_extend
336,BRZL,S2,BASE,4.21,2.16,2021-04-06,2021-04-07,2021-04-14,1133.81,1117.32,-1.45,5,ts_extend
337,SMLT,S2,STRONG,6.81,2.66,2021-04-08,2021-04-09,2021-04-19,1504.40,1523.74,1.29,6,ts_extend
338,RZSB,S2,ULTRA,8.62,3.30,2021-04-14,2021-04-15,2021-04-26,15.62,17.12,9.56,7,ts_extend
339,EELT,S2,BASE,3.77,1.36,2021-04-19,2021-04-20,2021-04-22,7.61,7.77,2.04,2,rotate_atr20
340,KZOSP,S2,BASE,4.96,4.56,2021-04-21,2021-04-22,2021-04-29,24.30,46.42,91.02,5,ts_extend
341,RASP,S1,BASE,4.92,3.09,2021-04-22,2021-04-23,2021-04-30,239.64,242.82,1.32,5,ts_extend
342,MRSB,S2,STRONG,5.88,3.30,2021-04-29,2021-04-30,2021-05-11,0.41,0.43,4.07,6,ts_extend
343,ROST,S2,BASE,3.69,2.78,2021-05-12,2021-05-13,2021-05-20,69.71,69.11,-0.87,5,ts_extend
344,AFLT,S1,BASE,4.04,1.69,2021-05-17,2021-05-18,2021-05-25,71.03,71.27,0.34,5,ts_extend
345,AMEZ,S2,BASE,4.31,6.69,2021-05-19,2021-05-20,2021-05-27,11.89,12.50,5.16,5,ts_extend
346,MSNG,S2,STRONG,5.51,2.03,2021-05-26,2021-05-27,2021-06-07,2.43,2.45,0.83,7,max_hold
347,RNFT,S2,ULTRA,7.70,2.93,2021-06-04,2021-06-07,2021-06-14,179.09,172.32,-3.78,5,rotate_atr20
348,DZRDP,S2,STRONG,5.94,3.86,2021-06-04,2021-06-07,2021-06-15,1862.98,1830.24,-1.76,6,ts_extend
349,NNSB,S2,BASE,4.08,5.05,2021-06-11,2021-06-14,2021-06-21,2684.29,3081.24,14.79,5,ts_extend
350,KAZTP,S2,ULTRA,8.84,2.63,2021-06-15,2021-06-16,2021-06-24,261.42,316.68,21.14,6,ts_extend
351,SAGO,S2,STRONG,5.68,4.35,2021-06-22,2021-06-23,2021-07-01,0.69,0.73,5.50,6,ts_extend
352,UNKL,S2,STRONG,6.96,2.63,2021-06-23,2021-06-24,2021-07-02,9645.41,9824.26,1.85,6,ts_extend
353,MRKK,S2,STRONG,6.13,3.24,2021-06-30,2021-07-01,2021-07-09,28.75,28.79,0.14,6,ts_extend
354,MDMG,S2,STRONG,5.80,4.04,2021-07-02,2021-07-05,2021-07-13,888.42,917.19,3.24,6,ts_extend
355,AMEZ,S2,BASE,4.90,4.02,2021-07-13,2021-07-14,2021-07-21,12.45,12.74,2.28,5,ts_extend
356,AMEZ,S2,STRONG,6.32,4.72,2021-07-26,2021-07-27,2021-08-04,17.95,18.50,3.04,6,ts_extend
357,DIOD,S2,STRONG,6.37,5.50,2021-08-05,2021-08-06,2021-08-16,9.31,9.20,-1.28,6,ts_extend
358,BELU,S1,BASE,4.34,3.57,2021-08-12,2021-08-13,2021-08-20,3563.69,3665.99,2.87,5,ts_extend
359,NAUK,S2,BASE,3.66,1.62,2021-08-13,2021-08-16,2021-08-17,210.34,208.07,-1.08,1,rotate_atr20
360,LIFE,S2,BASE,3.91,3.50,2021-08-13,2021-08-16,2021-08-23,6.58,6.58,0.08,5,ts_extend
361,MAGE,S2,STRONG,6.20,3.64,2021-08-16,2021-08-17,2021-08-25,7.97,7.84,-1.67,6,ts_extend
362,MTLRP,S2,BASE,3.69,3.00,2021-08-20,2021-08-23,2021-08-30,157.95,252.05,59.57,5,max_hold
363,SGZH,S1,BASE,4.68,2.14,2021-08-25,2021-08-26,2021-09-02,8.04,8.86,10.17,5,ts_extend
364,KMAZ,S2,ULTRA,9.91,1.97,2021-08-27,2021-08-30,2021-09-07,94.55,135.01,42.79,6,ts_extend
365,RUAL,S1,BASE,4.57,2.44,2021-09-02,2021-09-03,2021-09-10,62.50,69.30,10.88,5,ts_extend
366,MRKZ,S2,BASE,4.60,1.91,2021-09-06,2021-09-07,2021-09-09,0.06,0.06,1.58,2,rotate_atr20
367,KOGK,S2,BASE,4.25,1.98,2021-09-06,2021-09-07,2021-09-14,534.85,555.21,3.81,5,ts_extend
368,HIMCP,S2,ULTRA,9.79,3.00,2021-09-08,2021-09-09,2021-09-17,9.47,13.32,40.77,6,ts_extend
369,SAGOP,S2,STRONG,6.42,2.70,2021-09-13,2021-09-14,2021-09-15,0.68,0.66,-1.50,1,rotate_atr20
370,NFAZ,S2,BASE,4.65,4.61,2021-09-14,2021-09-15,2021-09-22,428.68,423.30,-1.26,5,ts_extend
371,WTCMP,S2,STRONG,5.54,1.64,2021-09-16,2021-09-17,2021-09-27,9.01,9.04,0.27,6,ts_extend
372,SMLT,S1,BASE,4.19,5.32,2021-09-17,2021-09-20,2021-09-27,5489.77,5660.43,3.11,5,ts_extend
373,RTSB,S2,ULTRA,8.98,4.45,2021-09-21,2021-09-22,2021-09-30,0.62,0.64,2.64,6,ts_extend
374,ROLO,S2,BASE,5.09,2.92,2021-09-27,2021-09-28,2021-10-05,1.04,1.03,-1.00,5,ts_extend
375,PIKK,S1,BASE,4.19,2.42,2021-09-29,2021-09-30,2021-10-05,1432.29,1115.40,-22.12,3,cat_stop
376,VSMO,S2,STRONG,5.28,2.50,2021-09-30,2021-10-01,2021-10-11,36297.98,38609.33,6.37,6,ts_extend
377,MISBP,S2,STRONG,6.78,2.57,2021-10-07,2021-10-08,2021-10-18,11.32,13.16,16.31,6,ts_extend
378,MRKV,S2,ULTRA,9.87,2.07,2021-10-08,2021-10-11,2021-10-14,0.06,0.07,10.59,3,rotate_atr20
379,SGZH,S1,STRONG,6.01,1.97,2021-10-11,2021-10-12,2021-10-20,9.80,11.28,15.14,6,ts_extend
380,PMSB,S2,BASE,4.84,5.56,2021-10-13,2021-10-14,2021-10-21,179.59,178.28,-0.73,5,ts_extend
381,MRSB,S2,STRONG,6.51,4.71,2021-10-15,2021-10-18,2021-10-26,0.50,0.49,-1.52,6,ts_extend
382,OMZZP,S2,ULTRA,7.26,2.85,2021-10-20,2021-10-21,2021-10-29,4567.30,6225.72,36.31,6,ts_extend
383,BELU,S1,ULTRA,7.26,3.41,2021-10-21,2021-10-22,2021-11-01,3826.11,4078.58,6.60,6,ts_extend
384,LIFE,S2,STRONG,6.34,3.74,2021-10-26,2021-10-27,2021-11-05,6.45,6.47,0.29,6,ts_extend
385,VRSB,S2,BASE,4.28,12.02,2021-11-03,2021-11-05,2021-11-11,338.54,263.64,-22.12,4,cat_stop
386,SVAV,S2,STRONG,5.11,3.57,2021-11-10,2021-11-11,2021-11-19,237.38,236.27,-0.47,6,ts_extend
387,SNGSP,S1,BASE,3.76,1.52,2021-11-11,2021-11-12,2021-11-19,40.59,41.22,1.53,5,ts_extend
388,OKEY,S2,STRONG,5.23,2.74,2021-11-26,2021-11-29,2021-12-07,49.33,49.49,0.34,6,ts_extend
389,SMLT,S1,BASE,3.64,2.67,2021-12-02,2021-12-03,2021-12-10,5118.18,5188.30,1.37,5,ts_extend
390,TRNFP,S2,BASE,4.62,1.68,2021-12-10,2021-12-13,2021-12-20,1521.43,1607.92,5.68,5,max_hold
391,IRKT,S2,BASE,3.89,4.01,2021-12-24,2021-12-27,2022-01-04,23.28,22.91,-1.56,5,ts_extend
392,LSRG,S1,ULTRA,7.52,3.91,2022-01-11,2022-01-12,2022-01-20,714.94,712.97,-0.28,6,ts_extend
393,ZILL,S2,STRONG,6.10,3.98,2022-01-11,2022-01-12,2022-01-20,4607.36,4695.99,1.92,6,ts_extend
394,ENPG,S1,BASE,3.82,4.56,2022-01-19,2022-01-20,2022-01-27,906.45,911.08,0.51,5,ts_extend
395,MFGS,S2,ULTRA,8.12,2.48,2022-01-25,2022-01-26,2022-02-03,355.57,392.17,10.29,6,ts_extend
396,CHKZ,S2,ULTRA,8.96,5.80,2022-02-03,2022-02-04,2022-02-14,6870.98,7333.61,6.73,6,ts_extend
397,IGST,S2,ULTRA,7.49,8.23,2022-02-11,2022-02-14,2022-02-22,2814.50,4857.04,72.57,6,ts_extend
