=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T22:55:04
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,2.5
Макс VR,10
Дней сигнала,1
ATR мин %,1.2
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.45
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7
ULTRA maxHold,15
ULTRA TS after,6
ULTRA TS dist %,2.6
STRONG minVR,6.5
STRONG maxHold,13
STRONG TS after,6
STRONG TS dist %,1.8
BASE minVR,2.5
BASE maxHold,10
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,1292
Средняя доходность %,3.41
Медианная доходность %,1.10
Win rate %,63.1
Profit factor,4.25
Sharpe,2.32
Макс просадка %,42.37
Общая доходность %,1140373965.52
CAGR %,0.00
Макс выигрыш %,125.04
Макс проигрыш %,-22.12
Ср. выигрыш %,7.08
Ср. проигрыш %,2.85
Макс серия побед,12
Макс серия потерь,8
Ср. удержание дней,4.6
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
146,MRKP,S2,BASE,4.52,3.98,2016-08-09,2016-08-10,2016-08-17,0.10,0.10,0.25,5,ts_extend
147,AMEZ,S2,BASE,5.83,4.72,2016-08-15,2016-08-16,2016-08-23,4.36,4.35,-0.13,5,ts_extend
148,DZRD,S2,BASE,5.15,4.97,2016-08-16,2016-08-17,2016-08-25,2003.20,1988.53,-0.73,5,ts_extend
149,STSB,S2,STRONG,6.81,3.06,2016-08-23,2016-08-24,2016-09-01,0.33,0.45,35.22,6,ts_extend
150,MRKC,S2,BASE,3.33,4.35,2016-08-24,2016-08-25,2016-09-01,0.33,0.33,-0.36,5,ts_extend
151,HYDR,S1,BASE,4.04,2.57,2016-08-25,2016-08-26,2016-09-02,0.77,0.81,5.24,5,ts_extend
152,SVAV,S2,BASE,6.48,1.95,2016-08-31,2016-09-01,2016-09-05,481.77,471.24,-2.18,2,rotate_atr20
153,RBCM,S2,ULTRA,8.24,2.76,2016-08-31,2016-09-01,2016-09-07,6.56,6.95,5.92,4,rotate_atr20
154,VTBR,S1,STRONG,6.62,1.45,2016-09-02,2016-09-05,2016-09-13,370.09,376.44,1.71,6,ts_extend
155,MAGEP,S2,STRONG,6.75,4.89,2016-09-02,2016-09-05,2016-09-12,3.14,2.67,-14.97,5,rotate_atr20
156,UKUZ,S2,BASE,2.96,5.30,2016-09-06,2016-09-07,2016-09-14,796.27,807.23,1.38,5,ts_extend
157,YKENP,S2,BASE,4.43,11.38,2016-09-09,2016-09-12,2016-09-19,0.39,0.39,1.32,5,ts_extend
158,TRMK,S2,BASE,2.55,3.44,2016-09-16,2016-09-19,2016-09-26,61.95,62.41,0.75,5,ts_extend
159,GAZA,S2,BASE,2.63,2.95,2016-09-23,2016-09-26,2016-10-03,450.72,451.85,0.25,5,ts_extend
160,MRKZ,S2,BASE,3.16,3.64,2016-09-30,2016-10-03,2016-10-10,0.05,0.05,-1.16,5,ts_extend
161,KZOS,S2,BASE,3.52,2.17,2016-10-07,2016-10-10,2016-10-12,42.87,43.33,1.08,2,rotate_atr20
162,AQUA,S2,BASE,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.76,2.75,7,ts_extend
163,NKNC,S2,BASE,4.62,3.34,2016-10-11,2016-10-12,2016-10-18,80.03,78.87,-1.44,4,rotate_atr20
164,KOGK,S2,BASE,5.11,6.31,2016-10-17,2016-10-18,2016-10-25,490.78,570.96,16.34,5,ts_extend
165,SIBN,S2,BASE,2.54,1.75,2016-10-19,2016-10-20,2016-10-21,180.19,180.21,0.01,1,rotate_atr20
166,OGKB,S2,BASE,3.28,3.05,2016-10-20,2016-10-21,2016-10-24,0.37,0.37,-0.78,1,rotate_atr20
167,IGST,S2,BASE,3.60,8.12,2016-10-21,2016-10-24,2016-11-02,1302.08,1378.19,5.85,5,ts_extend
168,UNKL,S2,BASE,2.92,3.41,2016-10-24,2016-10-25,2016-10-28,2203.52,2276.35,3.31,3,rotate_atr20
169,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
170,CNTL,S2,ULTRA,7.48,5.60,2016-10-27,2016-10-28,2016-11-09,23.04,23.29,1.10,6,ts_extend
171,MGNZ,S2,BASE,4.88,1.84,2016-11-01,2016-11-02,2016-11-03,3846.14,3833.86,-0.32,0,rotate_atr20
172,LSNGP,S2,BASE,2.67,4.82,2016-11-02,2016-11-03,2016-11-11,46.07,46.17,0.21,5,ts_extend
173,TGKA,S2,ULTRA,7.46,2.58,2016-11-08,2016-11-09,2016-11-10,0.01,0.01,3.94,1,rotate_atr20
174,GAZP,S1,BASE,3.60,1.30,2016-11-09,2016-11-10,2016-11-11,147.64,147.64,0.01,1,rotate_atr20
175,TATN,S1,BASE,2.81,1.88,2016-11-09,2016-11-10,2016-11-18,375.60,394.06,4.92,6,ts_extend
176,ROST,S2,BASE,5.93,4.17,2016-11-09,2016-11-10,2016-11-17,68.61,82.59,20.38,5,ts_extend
177,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
178,GMKN,S2,BASE,4.63,1.68,2016-11-10,2016-11-11,2016-11-14,101.66,103.63,1.94,1,rotate_atr20
179,CNTLP,S2,ULTRA,8.07,2.78,2016-11-11,2016-11-14,2016-11-22,6.55,6.81,3.92,6,ts_extend
180,UNAC,S2,BASE,4.00,3.00,2016-11-16,2016-11-17,2016-11-24,0.65,0.65,0.35,5,ts_extend
181,PRFN,S2,ULTRA,9.13,17.03,2016-11-21,2016-11-22,2016-11-23,7.43,5.78,-22.12,1,cat_stop
182,URKZ,S2,BASE,2.74,3.03,2016-11-22,2016-11-23,2016-12-01,51.28,54.71,6.69,5,rotate_atr20
183,TORSP,S2,BASE,3.28,1.65,2016-11-24,2016-11-25,2016-11-28,0.39,0.38,-1.09,1,rotate_atr20
184,HYDR,S1,BASE,4.21,2.26,2016-11-25,2016-11-28,2016-12-05,0.88,0.95,7.63,5,ts_extend
185,BANE,S1,BASE,2.61,2.40,2016-11-25,2016-11-28,2016-12-12,3573.71,3544.32,-0.82,10,max_hold
186,SAGOP,S2,BASE,4.32,3.41,2016-11-25,2016-11-28,2016-12-05,0.23,0.48,107.68,5,ts_extend
187,STSBP,S2,BASE,4.06,5.58,2016-11-30,2016-12-01,2016-12-08,0.24,0.24,2.65,5,ts_extend
188,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-07,1297.07,1248.00,-3.78,2,rotate_atr20
189,LSNG,S2,BASE,2.69,3.86,2016-12-06,2016-12-07,2016-12-12,5.41,5.77,6.50,3,rotate_atr20
190,MRKP,S2,BASE,3.14,4.89,2016-12-07,2016-12-08,2016-12-15,0.15,0.16,1.08,5,ts_extend
191,ROSN,S1,STRONG,6.82,1.97,2016-12-08,2016-12-09,2016-12-19,371.39,406.63,9.49,6,ts_extend
192,PRFN,S2,BASE,5.14,15.70,2016-12-09,2016-12-12,2016-12-19,5.63,5.77,2.57,5,ts_extend
193,USBN,S2,BASE,5.07,4.09,2016-12-14,2016-12-15,2016-12-22,0.14,0.14,-1.56,5,ts_extend
194,TGKB,S2,BASE,2.85,4.18,2016-12-16,2016-12-19,2016-12-26,0.00,0.00,-0.49,5,ts_extend
195,ABRD,S2,BASE,4.81,2.91,2016-12-21,2016-12-22,2016-12-29,101.16,100.41,-0.74,5,ts_extend
196,STSBP,S2,BASE,4.92,5.28,2016-12-26,2016-12-27,2017-01-04,0.22,0.23,3.95,5,ts_extend
197,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,2.79,6,ts_extend
198,KRSB,S2,BASE,4.75,2.94,2017-01-03,2017-01-04,2017-01-12,4.14,4.07,-1.56,5,ts_extend
199,RASP,S1,BASE,2.53,3.69,2017-01-10,2017-01-11,2017-01-18,89.64,92.44,3.12,5,ts_extend
200,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-17,0.16,0.16,-0.32,4,rotate_atr20
201,MGTSP,S2,BASE,4.01,1.33,2017-01-11,2017-01-12,2017-01-16,901.44,888.58,-1.43,2,rotate_atr20
202,MRKV,S2,BASE,2.51,4.89,2017-01-13,2017-01-16,2017-01-23,0.06,0.07,8.49,5,ts_extend
203,RKKE,S2,STRONG,6.79,3.65,2017-01-16,2017-01-17,2017-01-25,6089.73,6078.66,-0.18,6,ts_extend
204,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
205,MRKU,S2,STRONG,6.83,2.49,2017-01-20,2017-01-23,2017-01-24,0.17,0.17,-0.91,1,rotate_atr20
206,SELG,S2,BASE,5.15,3.90,2017-01-23,2017-01-24,2017-01-31,10.32,10.41,0.86,5,ts_extend
207,MAGN,S1,BASE,2.87,2.16,2017-01-25,2017-01-26,2017-02-02,37.43,40.57,8.38,5,ts_extend
208,IRKT,S2,BASE,3.49,1.98,2017-01-25,2017-01-26,2017-02-02,10.29,11.42,11.01,5,ts_extend
209,IGSTP,S2,BASE,4.25,5.86,2017-01-31,2017-02-01,2017-02-13,593.95,608.37,2.43,6,ts_extend
210,MAGN,S1,BASE,2.83,2.41,2017-02-02,2017-02-03,2017-02-10,42.67,42.92,0.58,5,ts_extend
211,CNTLP,S2,BASE,4.06,2.25,2017-02-02,2017-02-03,2017-02-06,6.41,6.42,0.15,1,rotate_atr20
212,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
213,KZOSP,S2,BASE,4.47,1.72,2017-02-10,2017-02-13,2017-02-20,4.38,4.73,7.96,5,ts_extend
214,GCHE,S2,BASE,2.70,1.23,2017-02-20,2017-02-21,2017-03-01,854.36,876.14,2.55,5,ts_extend
215,ZVEZ,S2,BASE,3.90,4.12,2017-02-20,2017-02-21,2017-03-01,5.06,6.05,19.69,5,ts_extend
216,LSNG,S2,BASE,3.47,4.29,2017-03-02,2017-03-03,2017-03-13,5.32,5.31,-0.33,5,ts_extend
217,TASBP,S2,BASE,3.86,3.85,2017-03-17,2017-03-20,2017-03-27,0.11,0.16,43.65,5,ts_extend
218,RGSS,S2,BASE,3.42,1.80,2017-03-24,2017-03-27,2017-04-06,0.41,0.42,3.14,8,ts_extend
219,VSMO,S2,BASE,3.11,2.01,2017-04-14,2017-04-17,2017-04-24,14523.20,15662.16,7.84,5,ts_extend
220,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.41,6,ts_extend
221,MRKC,S2,BASE,3.12,3.68,2017-05-02,2017-05-03,2017-05-12,0.44,0.43,-1.38,5,ts_extend
222,KUZB,S2,BASE,3.55,5.35,2017-05-02,2017-05-03,2017-05-12,0.01,0.01,-1.56,5,ts_extend
223,NKHP,S2,BASE,6.19,4.48,2017-05-11,2017-05-12,2017-05-19,192.81,205.74,6.71,5,ts_extend
224,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,616.53,3.28,6,ts_extend
225,NLMK,S1,BASE,4.93,2.56,2017-05-16,2017-05-17,2017-05-24,110.80,109.86,-0.84,5,ts_extend
226,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
227,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-05-30,68.11,67.99,-0.17,2,rotate_atr20
228,WTCM,S2,BASE,3.39,2.48,2017-05-25,2017-05-26,2017-06-05,8.16,8.71,6.73,5,ts_extend
229,MRKV,S2,BASE,5.05,4.89,2017-05-29,2017-05-30,2017-06-06,0.07,0.07,1.93,5,ts_extend
230,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-07,69.11,60.90,-11.88,1,rotate_atr20
231,PMSB,S2,BASE,5.05,1.92,2017-06-05,2017-06-06,2017-06-09,68.31,53.20,-22.12,3,cat_stop
232,VLHZ,S2,BASE,4.49,3.95,2017-06-06,2017-06-07,2017-06-15,94.65,93.18,-1.56,5,ts_extend
233,RNFT,S2,BASE,6.09,1.53,2017-06-14,2017-06-15,2017-06-16,598.96,575.48,-3.92,1,rotate_atr20
234,LSNGP,S2,BASE,3.70,3.82,2017-06-14,2017-06-15,2017-06-22,62.35,62.12,-0.37,5,ts_extend
235,TATN,S1,BASE,2.63,2.84,2017-06-15,2017-06-16,2017-06-23,350.66,370.93,5.78,5,ts_extend
236,MRKC,S2,BASE,3.53,4.39,2017-06-15,2017-06-16,2017-06-23,0.48,0.49,2.84,5,ts_extend
237,SVAV,S2,BASE,2.81,3.35,2017-06-27,2017-06-28,2017-07-05,592.95,587.70,-0.88,5,ts_extend
238,RTKMP,S2,BASE,3.64,1.22,2017-07-05,2017-07-06,2017-07-10,53.89,53.26,-1.15,2,rotate_atr20
239,BISVP,S2,STRONG,6.63,2.05,2017-07-04,2017-07-06,2017-07-11,3.90,3.69,-5.19,3,rotate_atr20
240,AFLT,S1,BASE,3.39,2.79,2017-07-06,2017-07-07,2017-07-17,213.34,221.50,3.82,6,ts_extend
241,MGTS,S2,BASE,3.92,2.90,2017-07-07,2017-07-10,2017-07-12,1538.46,1198.08,-22.12,2,cat_stop
242,MGTSP,S2,BASE,5.05,3.62,2017-07-10,2017-07-11,2017-07-12,1402.24,1092.00,-22.12,1,cat_stop
243,KRKNP,S2,BASE,2.58,1.71,2017-07-11,2017-07-12,2017-07-19,9064.48,11074.75,22.18,5,ts_extend
244,KZOS,S2,BASE,2.62,2.85,2017-07-18,2017-07-19,2017-07-27,68.81,70.68,2.72,6,ts_extend
245,MRKC,S2,BASE,3.01,2.82,2017-07-26,2017-07-27,2017-08-03,0.49,0.49,0.39,5,ts_extend
246,MRKY,S2,BASE,6.39,4.51,2017-07-26,2017-07-27,2017-08-03,0.05,0.05,0.34,5,ts_extend
247,RUAL,S2,BASE,4.58,3.07,2017-08-03,2017-08-04,2017-08-11,35.48,41.35,16.54,5,ts_extend
248,PLZL,S2,BASE,3.60,1.28,2017-08-10,2017-08-11,2017-08-14,430.69,430.31,-0.09,1,rotate_atr20
249,ABRD,S2,BASE,2.98,10.32,2017-08-10,2017-08-11,2017-08-22,172.28,169.59,-1.56,5,ts_extend
250,HYDR,S1,BASE,2.79,2.02,2017-08-11,2017-08-14,2017-08-21,0.84,0.83,-0.11,5,ts_extend
251,STSBP,S2,BASE,3.15,5.15,2017-08-11,2017-08-14,2017-08-21,0.27,0.33,21.64,5,ts_extend
252,GAZAP,S2,BASE,2.92,2.48,2017-08-18,2017-08-21,2017-08-23,335.54,341.45,1.76,2,rotate_atr20
253,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
254,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
255,MRKS,S2,BASE,2.88,6.61,2017-08-22,2017-08-23,2017-08-30,0.14,0.16,9.98,5,ts_extend
256,YAKG,S2,BASE,3.11,5.00,2017-08-28,2017-08-29,2017-09-05,13.42,13.21,-1.56,5,ts_extend
257,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.03,6,ts_extend
258,VTBR,S1,BASE,4.04,1.74,2017-08-30,2017-08-31,2017-09-07,323.32,328.94,1.74,5,ts_extend
259,UNAC,S2,ULTRA,7.92,2.00,2017-09-04,2017-09-05,2017-09-06,0.74,0.74,-0.59,1,rotate_atr20
260,NKSH,S2,BASE,5.02,4.98,2017-09-05,2017-09-06,2017-09-13,14.77,19.64,32.93,5,ts_extend
261,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-15,74.02,86.08,16.30,6,ts_extend
262,SNGS,S1,BASE,2.68,1.80,2017-09-08,2017-09-11,2017-09-18,28.06,27.90,-0.59,5,ts_extend
263,ROSN,S1,BASE,3.37,1.40,2017-09-08,2017-09-11,2017-09-18,314.70,316.59,0.60,5,ts_extend
264,TGKN,S2,STRONG,6.66,3.76,2017-09-12,2017-09-13,2017-09-22,0.00,0.00,6.99,7,ts_extend
265,UPRO,S2,BASE,2.67,1.79,2017-09-14,2017-09-15,2017-09-18,2.50,2.44,-2.55,1,rotate_atr20
266,FESH,S2,BASE,2.95,6.31,2017-09-15,2017-09-18,2017-09-25,5.72,5.85,2.33,5,ts_extend
267,RTKM,S1,BASE,5.19,1.60,2017-09-19,2017-09-20,2017-09-27,69.21,68.79,-0.61,5,ts_extend
268,AKRN,S2,BASE,3.76,1.53,2017-09-22,2017-09-25,2017-09-26,3455.52,3429.50,-0.75,1,rotate_atr20
269,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-28,0.01,0.01,-2.66,3,rotate_atr20
270,FESH,S2,ULTRA,7.70,5.56,2017-09-25,2017-09-26,2017-09-29,6.48,6.98,7.69,3,rotate_atr20
271,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-06,849.36,661.44,-22.12,4,cat_stop
272,HYDR,S1,BASE,3.25,1.70,2017-09-28,2017-09-29,2017-10-10,0.85,0.87,2.45,7,ts_extend
273,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
274,BANEP,S2,BASE,2.61,1.90,2017-10-05,2017-10-06,2017-10-11,1391.22,1427.71,2.62,3,rotate_atr20
275,VRSBP,S2,BASE,3.15,5.56,2017-10-05,2017-10-06,2017-10-16,21.43,22.64,5.63,6,ts_extend
276,CNTLP,S2,BASE,2.97,3.68,2017-10-10,2017-10-11,2017-10-18,8.37,11.22,34.02,5,ts_extend
277,MISBP,S2,BASE,6.40,5.84,2017-10-16,2017-10-17,2017-10-24,8.43,11.42,35.40,5,ts_extend
278,KAZT,S2,BASE,2.66,2.69,2017-10-20,2017-10-23,2017-11-09,88.14,89.88,1.97,8,ts_extend
279,UKUZ,S2,BASE,6.10,2.81,2017-10-23,2017-10-24,2017-10-31,861.38,890.90,3.43,5,ts_extend
280,RZSB,S2,BASE,4.72,3.84,2017-10-30,2017-10-31,2017-11-09,3.31,3.45,4.24,5,ts_extend
281,SBER,S1,BASE,3.63,1.29,2017-11-07,2017-11-08,2017-11-09,209.42,219.70,4.91,1,rotate_atr20
282,SBERP,S1,BASE,3.10,1.50,2017-11-07,2017-11-08,2017-11-15,178.74,199.84,11.81,5,ts_extend
283,MAGN,S1,BASE,2.55,2.34,2017-11-08,2017-11-09,2017-11-16,45.17,46.59,3.14,5,ts_extend
284,ASSB,S2,ULTRA,8.41,1.27,2017-11-08,2017-11-09,2017-11-10,0.46,0.46,-0.10,1,rotate_atr20
285,PMSBP,S2,ULTRA,7.00,1.72,2017-11-08,2017-11-09,2017-11-13,76.92,81.87,6.43,2,rotate_atr20
286,RZSB,S2,ULTRA,9.25,4.67,2017-11-09,2017-11-10,2017-11-21,3.53,3.49,-0.98,7,ts_extend
287,VRSBP,S2,BASE,4.44,4.19,2017-11-10,2017-11-13,2017-11-27,21.94,21.59,-1.56,5,ts_extend
288,NFAZ,S2,ULTRA,7.43,6.05,2017-11-21,2017-11-22,2017-11-30,103.67,107.45,3.66,6,ts_extend
289,KZOSP,S2,BASE,5.49,2.01,2017-11-24,2017-11-27,2017-11-28,4.57,4.81,5.36,1,rotate_atr20
290,NKNC,S2,BASE,5.10,3.20,2017-11-27,2017-11-28,2017-12-05,51.48,50.70,-1.52,5,ts_extend
291,BSPB,S2,BASE,5.68,1.89,2017-11-29,2017-11-30,2017-12-04,55.44,56.21,1.39,2,rotate_atr20
292,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,10.75,-1.56,5,ts_extend
293,TATNP,S2,BASE,3.23,2.69,2017-12-04,2017-12-05,2017-12-07,372.19,380.39,2.20,2,rotate_atr20
294,TUZA,S2,BASE,3.04,6.58,2017-12-06,2017-12-07,2017-12-18,105.17,105.33,0.16,5,ts_extend
295,BANEP,S2,BASE,5.01,1.45,2017-12-08,2017-12-11,2017-12-13,1401.74,1342.85,-4.20,2,rotate_atr20
296,GAZA,S2,BASE,2.76,4.59,2017-12-12,2017-12-13,2017-12-20,748.20,885.98,18.42,5,ts_extend
297,MSTT,S2,BASE,2.65,2.15,2017-12-15,2017-12-18,2017-12-22,157.25,152.36,-3.11,4,rotate_atr20
298,RTGZ,S2,BASE,2.86,3.39,2017-12-19,2017-12-20,2017-12-27,19030.40,19688.45,3.46,5,ts_extend
299,DIOD,S2,BASE,2.87,4.77,2017-12-21,2017-12-22,2017-12-29,4.57,5.49,20.27,5,ts_extend
300,JNOS,S2,BASE,4.94,5.53,2017-12-26,2017-12-27,2018-01-09,26.74,26.33,-1.56,5,ts_extend
301,HIMCP,S2,BASE,5.95,3.87,2017-12-28,2017-12-29,2018-01-11,5.61,5.55,-1.01,5,ts_extend
302,BSPB,S2,BASE,5.41,1.80,2018-01-09,2018-01-10,2018-01-12,58.14,58.26,0.20,2,rotate_atr20
303,TGKB,S2,BASE,4.23,6.60,2018-01-10,2018-01-11,2018-01-18,0.00,0.00,2.16,5,ts_extend
304,KAZTP,S2,BASE,3.04,3.39,2018-01-09,2018-01-12,2018-01-26,85.14,83.81,-1.56,7,ts_extend
305,LKOH,S1,BASE,5.31,1.55,2018-01-12,2018-01-15,2018-01-22,3882.70,3836.29,-1.20,5,ts_extend
306,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-23,85.14,84.86,-0.32,2,rotate_atr20
307,DVEC,S2,BASE,3.28,5.05,2018-01-22,2018-01-23,2018-01-30,0.82,0.82,-0.27,5,ts_extend
308,RNFT,S2,BASE,5.81,3.09,2018-01-29,2018-01-30,2018-02-06,602.96,617.73,2.45,5,ts_extend
309,MVID,S1,BASE,5.19,1.93,2018-02-02,2018-02-05,2018-02-12,420.67,439.25,4.42,5,ts_extend
310,RUAL,S2,BASE,2.55,2.02,2018-02-05,2018-02-06,2018-02-13,41.97,41.43,-1.27,5,ts_extend
311,AKRN,S2,BASE,3.00,2.50,2018-02-09,2018-02-12,2018-02-19,4311.89,4288.14,-0.55,5,ts_extend
312,MVID,S1,BASE,3.62,2.51,2018-02-12,2018-02-13,2018-02-20,442.01,436.99,-1.14,5,ts_extend
313,MRKS,S2,BASE,2.80,4.64,2018-02-13,2018-02-14,2018-02-21,0.13,0.14,3.11,5,ts_extend
314,MRKP,S2,BASE,2.59,2.22,2018-02-20,2018-02-21,2018-03-01,0.34,0.35,1.05,5,ts_extend
315,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
316,KMAZ,S2,BASE,2.63,2.01,2018-02-28,2018-03-01,2018-03-09,53.39,53.01,-0.70,5,ts_extend
317,KRSBP,S2,BASE,2.74,1.95,2018-03-09,2018-03-12,2018-03-19,3.86,3.94,2.11,5,ts_extend
318,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.24,-22.12,1,cat_stop
319,NFAZ,S2,BASE,4.91,5.43,2018-03-20,2018-03-21,2018-03-29,114.18,112.40,-1.56,5,ts_extend
320,SBERP,S1,BASE,3.18,2.85,2018-03-21,2018-03-22,2018-03-29,219.82,219.42,-0.18,5,ts_extend
321,TTLK,S2,BASE,2.65,3.53,2018-03-22,2018-03-23,2018-03-28,0.20,0.19,-3.10,3,rotate_atr20
322,WTCM,S2,ULTRA,8.79,9.52,2018-03-27,2018-03-28,2018-04-05,8.51,8.65,1.66,6,ts_extend
323,SAGOP,S2,BASE,6.24,2.78,2018-03-28,2018-03-29,2018-04-05,0.40,0.46,15.77,5,ts_extend
324,RKKE,S2,BASE,5.40,4.63,2018-04-04,2018-04-05,2018-04-12,5829.31,6388.90,9.60,5,ts_extend
325,VTBR,S1,BASE,2.57,2.43,2018-04-06,2018-04-09,2018-04-16,252.40,254.92,1.00,5,ts_extend
326,NNSBP,S2,BASE,3.74,2.70,2018-04-10,2018-04-12,2018-04-18,590.94,579.07,-2.01,4,rotate_atr20
327,PHOR,S2,BASE,2.84,2.73,2018-04-11,2018-04-12,2018-04-19,2408.85,2459.09,2.09,5,ts_extend
328,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
329,MRKP,S2,BASE,2.68,2.81,2018-04-25,2018-04-26,2018-05-03,0.36,0.37,3.12,5,ts_extend
330,LSNG,S2,BASE,5.33,3.62,2018-05-07,2018-05-08,2018-05-16,6.46,6.47,0.19,5,ts_extend
331,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
332,SARE,S2,BASE,2.80,1.95,2018-05-16,2018-05-17,2018-05-25,0.11,0.11,-0.34,5,ts_extend
333,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-13,3.31,3.72,12.68,10,ts_extend
334,PMSBP,S2,BASE,2.54,1.79,2018-05-25,2018-05-28,2018-05-29,86.44,75.98,-12.10,1,rotate_atr20
335,DZRDP,S2,BASE,2.91,5.84,2018-05-28,2018-05-29,2018-06-06,2884.61,2874.51,-0.35,6,ts_extend
336,NVTK,S1,BASE,2.51,1.80,2018-05-29,2018-05-30,2018-06-07,822.51,841.19,2.27,6,ts_extend
337,TNSE,S2,ULTRA,8.81,1.46,2018-06-05,2018-06-06,2018-06-07,1277.04,1262.98,-1.10,1,rotate_atr20
338,IRKT,S2,BASE,4.23,2.60,2018-06-06,2018-06-07,2018-06-14,18.33,18.70,2.04,5,ts_extend
339,RTSBP,S2,BASE,2.51,2.86,2018-06-13,2018-06-14,2018-06-21,0.23,0.23,-1.56,5,ts_extend
340,CHMF,S1,BASE,3.04,1.68,2018-06-15,2018-06-18,2018-06-25,966.14,959.71,-0.67,5,ts_extend
341,YRSB,S2,BASE,5.98,9.55,2018-06-21,2018-06-22,2018-08-15,123.70,96.33,-22.12,6,cat_stop
342,ALRS,S1,BASE,3.67,2.10,2018-08-07,2018-08-08,2018-08-15,98.86,97.46,-1.42,5,ts_extend
343,AMEZ,S2,ULTRA,8.22,3.88,2018-08-23,2018-08-24,2018-09-03,4.03,4.11,2.16,6,ts_extend
344,APTK,S2,BASE,5.32,2.99,2018-08-31,2018-09-03,2018-09-10,5.25,5.30,0.91,5,ts_extend
345,ROST,S2,BASE,3.25,3.98,2018-09-11,2018-09-12,2018-09-19,71.91,72.85,1.30,5,ts_extend
346,DZRD,S2,ULTRA,7.44,2.35,2018-09-11,2018-09-12,2018-09-21,2333.73,2296.32,-1.60,4,rotate_atr20
347,KROT,S2,ULTRA,8.98,3.26,2018-09-18,2018-09-19,2018-09-27,321.51,328.69,2.23,6,ts_extend
348,USBN,S2,BASE,4.59,5.31,2018-09-20,2018-09-21,2018-09-28,0.07,0.07,0.72,5,ts_extend
349,RASP,S1,BASE,2.70,2.04,2018-09-24,2018-09-25,2018-10-02,116.30,117.13,0.71,5,ts_extend
350,STSB,S2,BASE,2.83,4.96,2018-09-28,2018-10-01,2018-10-08,0.30,0.31,0.22,5,ts_extend
