=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T22:59:28
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,999
Дней сигнала,1
ATR мин %,1.2
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.45
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,1011
Средняя доходность %,4.27
Медианная доходность %,1.62
Win rate %,67.8
Profit factor,5.47
Sharpe,2.53
Макс просадка %,39.16
Общая доходность %,7163060077.23
CAGR %,0.00
Макс выигрыш %,126.89
Макс проигрыш %,-22.12
Ср. выигрыш %,7.71
Ср. проигрыш %,2.96
Макс серия побед,13
Макс серия потерь,6
Ср. удержание дней,4.9
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
24,RTKMP,S2,ULTRA,13.86,1.24,2015-06-09,2015-06-10,2015-06-16,65.95,64.10,-2.80,3,rotate_atr20
25,MRKZ,S2,BASE,5.05,5.45,2015-06-15,2015-06-16,2015-06-23,0.03,0.03,2.45,5,ts_extend
26,MVID,S2,BASE,4.12,2.40,2015-06-16,2015-06-17,2015-06-24,212.54,215.00,1.16,5,ts_extend
27,SELG,S2,ULTRA,7.86,2.21,2015-06-25,2015-06-26,2015-07-01,4.21,4.08,-2.93,3,rotate_atr20
28,MVID,S2,ULTRA,7.36,2.29,2015-06-25,2015-06-26,2015-07-02,191.31,188.60,-1.42,4,rotate_atr20
29,RGSS,S1,BASE,4.14,1.49,2015-06-29,2015-06-30,2015-08-06,5.28,5.30,0.44,5,max_hold
30,SAREP,S2,BASE,4.26,7.79,2015-06-30,2015-07-01,2015-07-08,0.07,0.09,37.28,5,ts_extend
31,PLZL,S2,ULTRA,7.96,5.23,2015-07-01,2015-07-02,2015-07-13,173.28,178.19,2.84,7,ts_extend
32,KZOS,S2,ULTRA,10.62,3.98,2015-07-08,2015-07-09,2015-07-17,28.80,31.37,8.95,6,ts_extend
33,NNSBP,S2,ULTRA,7.16,2.70,2015-07-16,2015-07-17,2015-07-20,703.12,700.88,-0.32,1,rotate_atr20
34,DIOD,S2,STRONG,6.75,4.05,2015-07-16,2015-07-17,2015-07-27,4.28,4.55,6.36,6,ts_extend
35,KRSBP,S2,STRONG,5.70,9.73,2015-07-16,2015-07-20,2015-07-31,1.99,1.96,-1.76,6,ts_extend
36,NKNC,S2,ULTRA,7.70,2.60,2015-07-29,2015-07-30,2015-08-07,32.75,38.24,16.75,6,ts_extend
37,NKNCP,S2,ULTRA,15.76,2.60,2015-07-31,2015-08-03,2015-08-11,27.34,27.01,-1.22,6,ts_extend
38,RZSB,S2,BASE,4.51,11.82,2015-08-10,2015-08-11,2015-08-18,2.20,1.72,-22.12,4,cat_stop
39,APTK,S2,ULTRA,12.46,2.34,2015-08-18,2015-08-19,2015-08-27,14.92,14.71,-1.46,6,ts_extend
40,MSRS,S2,ULTRA,8.67,2.42,2015-08-27,2015-08-28,2015-08-31,0.90,0.87,-2.55,1,rotate_atr20
41,MRKY,S2,STRONG,5.24,4.61,2015-08-27,2015-08-28,2015-09-07,0.03,0.03,2.48,6,ts_extend
42,GAZA,S2,ULTRA,9.86,4.38,2015-08-28,2015-08-31,2015-09-09,440.70,588.26,33.48,7,ts_extend
43,SAGO,S2,ULTRA,27.15,4.48,2015-09-08,2015-09-09,2015-09-17,0.26,0.29,11.66,6,ts_extend
44,LSNG,S2,BASE,4.13,4.61,2015-09-16,2015-09-17,2015-09-24,2.71,2.87,6.10,5,ts_extend
45,TORSP,S2,ULTRA,11.71,2.54,2015-09-29,2015-09-30,2015-10-05,0.21,0.20,-1.52,2,rotate_atr20
46,GAZA,S2,BASE,3.79,9.07,2015-09-29,2015-09-30,2015-10-09,491.79,484.12,-1.56,5,ts_extend
47,YKENP,S2,STRONG,6.90,8.22,2015-10-02,2015-10-05,2015-10-06,0.19,0.15,-22.12,1,cat_stop
48,KRSBP,S2,ULTRA,8.83,5.56,2015-10-06,2015-10-07,2015-10-08,2.94,2.62,-11.17,1,rotate_atr20
49,SBERP,S1,BASE,3.69,2.15,2015-10-07,2015-10-08,2015-10-15,64.34,67.14,4.35,5,max_hold
50,YKENP,S2,ULTRA,9.05,8.66,2015-10-07,2015-10-08,2015-10-16,0.23,0.31,36.19,6,ts_extend
51,MAGEP,S2,ULTRA,11.31,6.74,2015-10-09,2015-10-12,2015-10-20,1.60,1.74,8.59,6,ts_extend
52,MFGS,S2,STRONG,6.30,4.27,2015-10-15,2015-10-16,2015-10-19,620.99,614.02,-1.12,1,rotate_atr20
53,KUZB,S2,STRONG,6.95,8.18,2015-10-16,2015-10-19,2015-10-28,0.02,0.02,6.92,6,ts_extend
54,UTAR,S2,STRONG,6.37,3.54,2015-10-19,2015-10-20,2015-10-28,10.52,11.00,4.62,6,ts_extend
55,NMTP,S2,STRONG,5.76,2.45,2015-10-27,2015-10-28,2015-11-06,3.08,3.15,2.39,6,ts_extend
56,RGSS,S1,ULTRA,11.77,1.31,2015-11-02,2015-11-03,2015-12-01,5.41,5.41,0.06,9,ts_extend
57,LSNGP,S2,BASE,3.81,2.42,2015-11-09,2015-11-10,2015-11-18,11.77,11.98,1.80,5,max_hold
58,LNZLP,S2,BASE,4.10,3.53,2015-11-17,2015-11-18,2015-11-25,3049.87,3199.37,4.90,5,ts_extend
59,MFGSP,S2,ULTRA,9.63,3.30,2015-11-24,2015-11-25,2015-12-03,539.86,590.22,9.33,6,ts_extend
60,JNOSP,S2,ULTRA,8.52,4.00,2015-12-03,2015-12-04,2015-12-15,24.04,25.49,6.04,6,ts_extend
61,NNSB,S2,BASE,4.96,2.40,2015-12-10,2015-12-15,2016-02-09,1051.68,1047.32,-0.41,5,max_hold
62,AFKS,S1,STRONG,5.55,2.65,2016-01-14,2016-01-15,2016-01-25,17.64,17.68,0.23,6,ts_extend
63,NKNCP,S2,ULTRA,8.19,2.98,2016-02-08,2016-02-09,2016-02-16,24.64,24.76,0.49,5,rotate_atr20
64,MAGE,S2,BASE,4.23,4.94,2016-02-05,2016-02-09,2016-02-18,3.02,3.19,5.62,5,max_hold
65,ROST,S2,BASE,4.58,9.07,2016-02-15,2016-02-16,2016-02-22,60.40,66.25,9.69,5,ts_extend
66,MRKZ,S2,BASE,4.23,3.80,2016-02-17,2016-02-18,2016-02-25,0.03,0.03,-0.70,5,ts_extend
67,RKKE,S2,STRONG,5.54,3.06,2016-02-24,2016-02-25,2016-03-04,3405.44,3418.84,0.39,6,ts_extend
68,AFLT,S1,BASE,3.90,2.92,2016-03-01,2016-03-02,2016-03-10,61.20,67.39,10.12,5,ts_extend
69,LSRG,S2,ULTRA,9.47,1.86,2016-03-03,2016-03-04,2016-03-18,654.04,674.54,3.13,9,ts_extend
70,KRSB,S2,ULTRA,28.19,4.03,2016-03-18,2016-03-21,2016-03-22,3.04,2.99,-1.96,1,rotate_atr20
71,KRKOP,S2,STRONG,5.94,5.66,2016-03-18,2016-03-21,2016-03-29,2.27,2.49,9.32,6,ts_extend
72,RTGZ,S2,BASE,4.53,6.29,2016-03-21,2016-03-22,2016-04-05,13421.44,14126.46,5.25,5,ts_extend
73,IRKT,S2,STRONG,5.66,3.62,2016-03-28,2016-03-29,2016-03-30,10.26,10.00,-2.46,1,rotate_atr20
74,KRKOP,S2,ULTRA,8.96,6.62,2016-03-29,2016-03-30,2016-04-07,2.82,2.77,-1.96,6,ts_extend
75,DVEC,S2,BASE,5.07,2.51,2016-04-04,2016-04-05,2016-04-12,0.66,0.70,5.41,5,ts_extend
76,MSRS,S2,ULTRA,14.85,2.09,2016-04-06,2016-04-07,2016-04-11,0.86,0.86,-0.32,2,rotate_atr20
77,YKEN,S2,BASE,3.67,10.48,2016-04-08,2016-04-11,2016-04-18,0.38,0.38,-0.43,5,ts_extend
78,SVAV,S2,ULTRA,7.65,1.87,2016-04-11,2016-04-12,2016-04-13,443.71,452.28,1.93,1,rotate_atr20
79,AFKS,S1,BASE,3.76,1.92,2016-04-12,2016-04-13,2016-04-20,18.78,19.35,3.06,5,ts_extend
80,ZVEZ,S2,BASE,3.86,6.76,2016-04-12,2016-04-13,2016-04-29,1.51,1.56,2.84,5,ts_extend
81,PLZL,S2,STRONG,5.75,2.35,2016-04-15,2016-04-18,2016-04-19,415.66,428.31,3.04,1,rotate_atr20
82,MRKU,S2,ULTRA,12.68,8.26,2016-04-18,2016-04-19,2016-04-27,0.12,0.12,1.22,6,ts_extend
83,TNSE,S2,STRONG,5.18,2.63,2016-04-26,2016-04-27,2016-05-10,1677.68,1699.60,1.31,6,ts_extend
84,MISB,S2,ULTRA,12.93,1.40,2016-04-28,2016-04-29,2016-05-05,4.51,5.83,29.36,1,rotate_atr20
85,KROTP,S2,ULTRA,9.88,3.76,2016-05-04,2016-05-05,2016-05-16,92.65,91.18,-1.58,6,ts_extend
86,KZOS,S2,BASE,4.70,2.60,2016-05-10,2016-05-11,2016-05-18,36.56,38.00,3.94,5,ts_extend
87,MRKU,S2,ULTRA,7.11,4.85,2016-05-16,2016-05-17,2016-05-25,0.12,0.13,8.01,6,ts_extend
88,BANE,S2,BASE,4.42,2.72,2016-05-18,2016-05-19,2016-05-26,2964.74,2974.92,0.34,5,ts_extend
89,KROT,S2,ULTRA,18.51,3.14,2016-05-25,2016-05-26,2016-06-03,189.80,251.48,32.50,6,ts_extend
90,MTSS,S1,STRONG,6.89,2.21,2016-06-06,2016-06-07,2016-06-16,265.37,263.73,-0.62,6,ts_extend
91,VLHZ,S2,ULTRA,9.51,1.53,2016-06-06,2016-06-07,2016-06-17,138.22,135.52,-1.96,6,ts_extend
92,PMSB,S2,ULTRA,9.34,1.87,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
93,PMSBP,S2,ULTRA,9.49,1.64,2016-06-27,2016-06-28,2016-07-06,54.09,53.03,-1.96,6,ts_extend
94,NNSBP,S2,ULTRA,7.62,2.17,2016-07-06,2016-07-07,2016-07-12,995.59,973.44,-2.22,2,rotate_atr20
95,TORSP,S2,ULTRA,8.51,2.44,2016-07-06,2016-07-07,2016-07-15,0.49,0.50,3.54,6,ts_extend
96,TORS,S2,BASE,3.84,3.27,2016-07-11,2016-07-12,2016-07-19,0.50,0.39,-22.12,5,cat_stop
97,MGTS,S2,STRONG,5.72,3.40,2016-07-14,2016-07-15,2016-07-25,929.48,927.41,-0.22,6,ts_extend
98,TGKN,S2,ULTRA,8.97,3.12,2016-07-18,2016-07-19,2016-07-27,0.00,0.00,126.89,6,ts_extend
99,TGKB,S2,ULTRA,8.00,3.66,2016-07-22,2016-07-25,2016-08-02,0.00,0.00,3.41,6,ts_extend
100,MGNT,S1,BASE,4.01,2.62,2016-07-25,2016-07-26,2016-08-02,10491.76,10431.92,-0.57,5,ts_extend
101,BLNG,S2,ULTRA,13.16,2.98,2016-07-27,2016-07-28,2016-08-05,4.55,4.63,1.77,6,ts_extend
102,NKHP,S2,STRONG,5.28,1.78,2016-08-01,2016-08-02,2016-08-11,279.45,279.01,-0.16,6,ts_extend
103,LSNG,S2,STRONG,5.31,4.72,2016-08-09,2016-08-10,2016-08-18,5.75,4.48,-22.12,6,cat_stop
104,KMAZ,S2,BASE,4.46,1.65,2016-08-10,2016-08-11,2016-08-15,36.31,36.24,-0.18,2,rotate_atr20
105,LNZL,S2,BASE,3.72,2.70,2016-08-12,2016-08-15,2016-08-16,10286.43,10383.36,0.94,1,rotate_atr20
106,AQUA,S2,STRONG,5.48,5.24,2016-08-15,2016-08-16,2016-08-25,38.06,40.77,7.12,6,ts_extend
107,MTLRP,S2,BASE,4.24,2.67,2016-08-17,2016-08-18,2016-08-22,41.55,43.05,3.62,2,rotate_atr20
108,IGST,S2,BASE,3.62,6.92,2016-08-19,2016-08-22,2016-08-29,781.25,898.56,15.02,5,max_hold
109,HYDR,S1,BASE,4.04,2.57,2016-08-25,2016-08-26,2016-09-02,0.77,0.81,5.24,5,ts_extend
110,ABRD,S2,STRONG,5.44,1.36,2016-08-25,2016-08-26,2016-08-30,90.64,89.86,-0.87,2,rotate_atr20
111,MRSB,S2,ULTRA,15.48,5.65,2016-08-26,2016-08-29,2016-09-06,0.41,0.92,124.42,6,ts_extend
112,MTLR,S2,BASE,4.96,2.50,2016-08-29,2016-08-30,2016-09-05,64.65,71.14,10.03,4,rotate_atr20
113,VTBR,S1,STRONG,6.62,1.45,2016-09-02,2016-09-05,2016-09-13,370.09,377.20,1.92,6,ts_extend
114,DVEC,S2,ULTRA,10.49,3.99,2016-09-02,2016-09-05,2016-09-12,0.63,0.63,0.63,5,rotate_atr20
115,GAZA,S2,BASE,4.74,2.12,2016-09-05,2016-09-06,2016-09-07,464.74,449.28,-3.33,1,rotate_atr20
116,RTGZ,S2,ULTRA,14.64,4.68,2016-09-06,2016-09-07,2016-09-20,14322.88,14265.24,-0.40,6,ts_extend
117,YKENP,S2,BASE,4.43,11.38,2016-09-09,2016-09-12,2016-09-19,0.39,0.39,1.32,5,ts_extend
118,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-30,0.70,0.69,-0.85,6,ts_extend
119,LIFE,S2,STRONG,5.74,3.13,2016-10-05,2016-10-06,2016-10-10,15.83,14.93,-5.68,2,rotate_atr20
120,USBN,S2,BASE,3.73,8.57,2016-10-05,2016-10-06,2016-10-13,0.15,0.17,8.72,5,ts_extend
121,AQUA,S2,STRONG,5.49,5.78,2016-10-07,2016-10-10,2016-10-20,39.66,40.67,2.54,7,ts_extend
122,KOGK,S2,STRONG,5.11,6.31,2016-10-17,2016-10-18,2016-10-26,490.78,569.81,16.10,6,ts_extend
123,IGSTP,S2,BASE,4.19,3.46,2016-10-21,2016-10-24,2016-10-31,485.78,538.48,10.85,5,ts_extend
124,UNKL,S2,ULTRA,10.25,3.43,2016-10-25,2016-10-26,2016-10-28,2438.90,2276.35,-6.66,2,rotate_atr20
125,NLMK,S1,BASE,3.68,2.48,2016-10-26,2016-10-27,2016-11-03,96.49,103.52,7.28,5,ts_extend
126,CNTL,S2,ULTRA,7.48,5.60,2016-10-27,2016-10-28,2016-11-09,23.04,23.48,1.93,6,ts_extend
127,UTAR,S2,BASE,4.34,2.47,2016-10-28,2016-10-31,2016-11-08,9.76,11.52,18.06,5,ts_extend
128,OGKB,S2,BASE,4.76,2.87,2016-11-07,2016-11-08,2016-11-15,0.40,0.42,4.99,5,ts_extend
129,TGKA,S2,ULTRA,7.46,2.58,2016-11-08,2016-11-09,2016-11-10,0.01,0.01,3.94,1,rotate_atr20
130,ROST,S2,STRONG,5.93,4.17,2016-11-09,2016-11-10,2016-11-18,68.61,82.52,20.28,6,ts_extend
131,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
132,KMAZ,S2,BASE,4.02,2.00,2016-11-15,2016-11-16,2016-11-23,46.87,46.86,-0.03,5,ts_extend
133,PRFN,S2,ULTRA,9.13,17.03,2016-11-21,2016-11-22,2016-11-23,7.43,5.78,-22.12,1,cat_stop
134,HYDR,S1,BASE,4.21,2.26,2016-11-25,2016-11-28,2016-12-05,0.88,0.95,7.63,5,ts_extend
135,SAGOP,S2,BASE,4.32,3.41,2016-11-25,2016-11-28,2016-12-05,0.23,0.48,107.68,5,ts_extend
136,BRZL,S2,ULTRA,8.91,2.54,2016-12-02,2016-12-05,2016-12-08,1297.07,1267.97,-2.24,3,rotate_atr20
137,DVEC,S2,ULTRA,12.39,2.97,2016-12-02,2016-12-05,2016-12-12,0.71,0.72,1.66,5,rotate_atr20
138,YAKG,S2,ULTRA,12.10,5.21,2016-12-07,2016-12-08,2016-12-16,15.83,16.18,2.22,6,ts_extend
139,ROSN,S1,STRONG,6.82,1.97,2016-12-08,2016-12-09,2016-12-19,371.39,407.46,9.71,6,ts_extend
140,PRFN,S2,STRONG,5.14,15.70,2016-12-09,2016-12-12,2016-12-20,5.63,5.76,2.36,6,ts_extend
141,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
142,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
143,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-16,0.16,0.15,-2.53,3,rotate_atr20
144,TGKBP,S2,ULTRA,13.64,3.97,2017-01-10,2017-01-11,2017-01-19,0.00,0.00,3.25,6,ts_extend
145,KRSBP,S2,ULTRA,14.72,4.52,2017-01-13,2017-01-16,2017-01-24,4.33,4.41,1.96,6,ts_extend
146,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
147,OGKB,S2,BASE,4.32,3.73,2017-01-18,2017-01-19,2017-01-26,0.57,0.58,1.03,5,ts_extend
148,SELG,S2,STRONG,5.15,3.90,2017-01-23,2017-01-24,2017-02-01,10.32,11.79,14.27,6,ts_extend
149,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
150,MAGN,S1,BASE,4.92,2.23,2017-01-31,2017-02-01,2017-02-08,40.77,42.92,5.29,5,ts_extend
151,IGSTP,S2,BASE,4.25,5.86,2017-01-31,2017-02-01,2017-02-10,593.95,617.01,3.88,5,max_hold
152,CNTLP,S2,BASE,4.06,2.25,2017-02-02,2017-02-03,2017-02-06,6.41,6.42,0.15,1,rotate_atr20
153,FESH,S2,BASE,4.87,5.40,2017-02-03,2017-02-06,2017-02-13,3.71,3.74,1.05,5,ts_extend
154,MSTT,S2,BASE,4.79,1.74,2017-02-09,2017-02-10,2017-02-17,104.17,110.26,5.85,5,ts_extend
155,KZOSP,S2,BASE,4.47,1.72,2017-02-10,2017-02-13,2017-02-14,4.38,4.55,4.01,1,rotate_atr20
156,KROT,S2,STRONG,6.19,7.24,2017-02-13,2017-02-14,2017-02-15,804.28,626.34,-22.12,1,cat_stop
157,RTSBP,S2,ULTRA,7.46,2.14,2017-02-15,2017-02-16,2017-02-21,0.30,0.30,-0.32,2,rotate_atr20
158,WTCM,S2,ULTRA,15.40,2.78,2017-02-17,2017-02-20,2017-03-01,8.91,8.77,-1.56,6,ts_extend
159,ZVEZ,S2,BASE,3.90,4.12,2017-02-20,2017-02-21,2017-03-01,5.06,6.05,19.69,5,ts_extend
160,BISVP,S2,ULTRA,7.50,1.59,2017-03-06,2017-03-09,2017-03-21,3.81,4.15,8.96,6,ts_extend
161,KLSB,S2,BASE,4.63,6.35,2017-03-20,2017-03-21,2017-03-28,26.04,26.28,0.93,5,ts_extend
162,UNAC,S2,BASE,4.09,3.58,2017-03-29,2017-03-30,2017-04-06,0.79,0.79,-0.09,5,ts_extend
163,GCHE,S2,BASE,3.79,1.77,2017-04-18,2017-04-19,2017-04-24,1111.78,1257.98,13.15,3,rotate_atr20
164,VSMO,S2,BASE,3.86,2.17,2017-04-18,2017-04-19,2017-04-26,15624.96,15731.07,0.68,5,ts_extend
165,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
166,DZRDP,S2,ULTRA,17.41,2.12,2017-05-04,2017-05-05,2017-05-17,1682.69,1705.95,1.38,6,ts_extend
167,NLMK,S1,BASE,4.93,2.56,2017-05-16,2017-05-17,2017-05-24,110.80,109.86,-0.84,5,ts_extend
168,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
169,PMSB,S2,BASE,4.73,2.03,2017-05-25,2017-05-26,2017-06-02,68.11,68.12,0.02,5,ts_extend
170,PMSBP,S2,ULTRA,8.69,1.53,2017-06-05,2017-06-06,2017-06-08,69.11,61.40,-11.15,2,rotate_atr20
171,VLHZ,S2,ULTRA,11.62,3.78,2017-06-05,2017-06-06,2017-06-15,102.66,79.95,-22.12,6,cat_stop
172,KRSBP,S2,BASE,3.78,2.84,2017-06-07,2017-06-08,2017-06-16,4.00,3.93,-1.56,5,ts_extend
173,RNFT,S2,STRONG,6.09,1.53,2017-06-14,2017-06-15,2017-06-23,598.96,604.19,0.87,6,ts_extend
174,ASSB,S2,ULTRA,17.71,6.44,2017-06-16,2017-06-19,2017-06-27,0.47,0.49,4.37,6,ts_extend
175,RTKMP,S2,BASE,3.64,1.22,2017-07-05,2017-07-06,2017-07-10,53.89,53.26,-1.15,2,rotate_atr20
176,BISVP,S2,STRONG,6.63,2.05,2017-07-04,2017-07-06,2017-07-11,3.90,3.69,-5.19,3,rotate_atr20
177,MGTS,S2,BASE,3.92,2.90,2017-07-07,2017-07-10,2017-07-12,1538.46,1198.08,-22.12,2,cat_stop
178,MGTSP,S2,BASE,5.05,3.62,2017-07-10,2017-07-11,2017-07-12,1402.24,1092.00,-22.12,1,cat_stop
179,MSTT,S2,BASE,3.91,1.62,2017-07-13,2017-07-14,2017-07-21,115.18,113.39,-1.56,5,ts_extend
180,IRKT,S2,ULTRA,7.88,2.85,2017-07-13,2017-07-14,2017-07-24,10.97,11.06,0.84,6,ts_extend
181,NKNC,S2,STRONG,5.59,2.57,2017-07-20,2017-07-21,2017-07-27,49.08,50.42,2.73,4,rotate_atr20
182,MRKU,S2,ULTRA,13.58,2.24,2017-07-24,2017-07-25,2017-07-26,0.16,0.16,2.48,1,rotate_atr20
183,TGKBP,S2,BASE,4.08,6.55,2017-07-25,2017-07-26,2017-08-02,0.00,0.00,16.13,5,ts_extend
184,MRKY,S2,STRONG,6.39,4.51,2017-07-26,2017-07-27,2017-08-04,0.05,0.05,0.13,6,ts_extend
185,RUAL,S2,BASE,4.58,3.07,2017-08-03,2017-08-04,2017-08-11,35.48,41.35,16.54,5,ts_extend
186,PMSBP,S2,ULTRA,12.29,1.22,2017-08-10,2017-08-11,2017-08-15,60.10,63.50,5.66,2,rotate_atr20
187,PLZL,S2,BASE,3.60,1.28,2017-08-10,2017-08-11,2017-08-16,430.69,430.31,-0.09,3,rotate_atr20
188,MRKZ,S2,BASE,4.23,4.67,2017-08-14,2017-08-15,2017-08-22,0.06,0.06,2.29,5,ts_extend
189,FESH,S2,BASE,4.95,5.28,2017-08-15,2017-08-16,2017-08-23,4.21,4.82,14.67,5,ts_extend
190,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
191,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
