=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:24:43
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,2
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,2
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,1184
Средняя доходность %,4.08
Медианная доходность %,1.36
Win rate %,65.4
Profit factor,5.84
Sharpe,2.52
Макс просадка %,44.75
Общая доходность %,31716217576.87
CAGR %,0.00
Макс выигрыш %,182.78
Макс проигрыш %,-28.12
Ср. выигрыш %,7.53
Ср. проигрыш %,2.44
Макс серия побед,17
Макс серия потерь,5
Ср. удержание дней,4.6
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
138,MRKY,S2,BASE,2.41,4.99,2016-09-16,2016-09-19,2016-09-26,0.05,0.05,2.02,5,ts_extend
139,DVEC,S2,ULTRA,7.16,4.17,2016-09-21,2016-09-22,2016-09-23,0.70,0.69,-0.89,1,rotate_atr20
140,ROST,S2,BASE,3.21,8.36,2016-09-22,2016-09-23,2016-09-30,65.30,69.99,7.18,5,ts_extend
141,RASP,S2,BASE,2.21,4.65,2016-09-26,2016-09-27,2016-10-04,55.63,57.67,3.66,5,ts_extend
142,RUAL,S2,BASE,2.01,3.07,2016-10-04,2016-10-05,2016-10-12,24.04,24.04,0.00,5,ts_extend
143,MRKC,S2,BASE,2.39,2.19,2016-10-11,2016-10-12,2016-10-19,0.31,0.31,-0.76,5,ts_extend
144,PMSB,S2,BASE,3.05,2.75,2016-10-18,2016-10-19,2016-10-26,56.19,68.42,21.76,5,ts_extend
145,RASP,S1,BASE,2.28,4.32,2016-10-24,2016-10-25,2016-11-01,67.26,72.87,8.35,5,max_hold
146,CNTL,S2,BASE,2.13,5.49,2016-10-25,2016-10-26,2016-11-03,22.94,23.08,0.65,5,ts_extend
147,TATN,S1,BASE,2.14,1.43,2016-10-31,2016-11-01,2016-11-09,363.13,357.47,-1.56,5,ts_extend
148,LSNGP,S2,BASE,2.67,4.82,2016-11-02,2016-11-03,2016-11-11,46.07,46.17,0.21,5,ts_extend
149,SBER,S1,BASE,2.59,1.50,2016-11-09,2016-11-10,2016-11-11,153.61,151.27,-1.52,1,rotate_atr20
150,TATN,S1,BASE,2.81,1.88,2016-11-09,2016-11-10,2016-11-17,375.60,398.91,6.21,5,max_hold
151,NLMK,S1,BASE,4.23,3.02,2016-11-10,2016-11-11,2016-11-18,117.54,116.81,-0.62,5,ts_extend
152,IRKT,S2,BASE,2.24,2.09,2016-11-11,2016-11-14,2016-11-15,9.05,9.19,1.44,1,rotate_atr20
153,CNTLP,S2,ULTRA,8.07,2.78,2016-11-11,2016-11-14,2016-11-22,6.55,6.86,4.77,6,ts_extend
154,MRKC,S2,BASE,2.01,3.67,2016-11-14,2016-11-15,2016-11-22,0.33,0.33,1.27,5,ts_extend
155,PRFN,S2,ULTRA,9.13,17.03,2016-11-21,2016-11-22,2016-11-23,7.43,5.34,-28.12,1,cat_stop
156,SAGO,S2,BASE,2.41,3.80,2016-11-21,2016-11-22,2016-11-30,0.23,0.26,14.74,5,ts_extend
157,LIFE,S2,BASE,2.28,5.82,2016-11-22,2016-11-23,2016-12-01,16.98,17.82,4.95,5,ts_extend
158,BANE,S1,BASE,2.61,2.40,2016-11-25,2016-11-28,2016-12-05,3573.71,3551.31,-0.63,5,max_hold
159,MSTT,S2,BASE,3.94,2.02,2016-11-30,2016-12-01,2016-12-02,85.64,85.46,-0.20,1,rotate_atr20
160,STSBP,S2,BASE,4.06,5.58,2016-11-30,2016-12-01,2016-12-08,0.24,0.24,2.65,5,ts_extend
161,TRNFP,S2,BASE,2.39,3.42,2016-12-01,2016-12-02,2016-12-09,1875.00,2020.53,7.76,5,ts_extend
162,ROSN,S1,BASE,2.25,2.02,2016-12-05,2016-12-06,2016-12-13,353.21,397.16,12.44,5,max_hold
163,BSPB,S2,BASE,2.58,1.70,2016-12-07,2016-12-08,2016-12-12,59.19,64.20,8.45,2,rotate_atr20
164,ABRD,S2,STRONG,6.82,2.71,2016-12-08,2016-12-09,2016-12-14,96.65,94.85,-1.87,3,rotate_atr20
165,PRFN,S2,STRONG,5.14,15.70,2016-12-09,2016-12-12,2016-12-20,5.63,5.76,2.36,6,ts_extend
166,RBCM,S2,BASE,4.75,4.60,2016-12-13,2016-12-14,2016-12-21,8.57,8.45,-1.43,5,ts_extend
167,ARSA,S2,STRONG,5.53,2.60,2016-12-20,2016-12-21,2016-12-29,3.46,3.93,13.72,6,ts_extend
168,NKNC,S2,BASE,2.61,3.45,2016-12-29,2016-12-30,2017-01-09,76.22,75.03,-1.56,5,ts_extend
169,TGKN,S2,STRONG,6.64,4.02,2016-12-29,2016-12-30,2017-01-10,0.00,0.00,3.00,6,ts_extend
170,RASP,S1,BASE,2.53,3.69,2017-01-10,2017-01-11,2017-01-18,89.64,92.44,3.12,5,ts_extend
171,TTLK,S2,BASE,3.82,1.86,2017-01-10,2017-01-11,2017-01-18,0.16,0.16,-0.47,5,ts_extend
172,LVHK,S2,BASE,3.94,1.91,2017-01-17,2017-01-18,2017-01-27,8.01,8.19,2.17,5,max_hold
173,HYDR,S1,BASE,3.79,2.32,2017-01-18,2017-01-19,2017-01-26,1.10,1.09,-0.77,5,ts_extend
174,MAGN,S1,BASE,2.87,2.16,2017-01-25,2017-01-26,2017-02-02,37.43,40.57,8.38,5,ts_extend
175,RUAL,S2,BASE,4.42,2.71,2017-01-26,2017-01-27,2017-02-03,34.44,37.02,7.52,5,ts_extend
176,UNAC,S2,BASE,2.13,3.14,2017-02-02,2017-02-03,2017-02-10,0.64,0.64,0.30,5,ts_extend
177,MAGN,S1,BASE,2.82,2.42,2017-02-03,2017-02-06,2017-02-13,41.97,41.99,0.04,5,ts_extend
178,MFGSP,S2,BASE,3.19,4.11,2017-02-09,2017-02-10,2017-02-17,490.78,523.71,6.71,5,ts_extend
179,GAZAP,S2,BASE,2.19,6.66,2017-02-20,2017-02-21,2017-03-07,450.72,445.94,-1.06,5,ts_extend
180,BISVP,S2,ULTRA,7.50,1.59,2017-03-06,2017-03-09,2017-03-10,3.81,4.17,9.65,1,rotate_atr20
181,MSRS,S2,BASE,2.45,3.08,2017-03-07,2017-03-09,2017-03-16,0.94,1.04,10.82,5,ts_extend
182,KOGK,S2,STRONG,6.45,3.17,2017-03-09,2017-03-10,2017-03-20,743.19,878.29,18.18,6,ts_extend
183,KZOS,S2,BASE,3.26,3.37,2017-03-20,2017-03-21,2017-03-28,57.69,57.49,-0.35,5,ts_extend
184,STSBP,S2,BASE,3.39,7.70,2017-03-28,2017-03-29,2017-04-05,0.25,0.27,4.49,5,ts_extend
185,VSMO,S2,BASE,3.11,2.01,2017-04-14,2017-04-17,2017-04-24,14523.20,15662.16,7.84,5,ts_extend
186,KRSBP,S2,STRONG,6.87,3.36,2017-04-21,2017-04-24,2017-05-03,4.12,4.22,2.62,6,ts_extend
187,MRKC,S2,BASE,3.12,3.68,2017-05-02,2017-05-03,2017-05-12,0.44,0.43,-1.38,5,ts_extend
188,KUZB,S2,BASE,3.55,5.35,2017-05-02,2017-05-03,2017-05-12,0.01,0.01,-1.56,5,ts_extend
189,NKHP,S2,STRONG,6.19,4.48,2017-05-11,2017-05-12,2017-05-22,192.81,205.33,6.49,6,ts_extend
190,IGSTP,S2,ULTRA,7.54,5.09,2017-05-11,2017-05-12,2017-05-23,596.95,621.59,4.13,6,ts_extend
191,NMTP,S2,BASE,2.16,1.73,2017-05-24,2017-05-25,2017-06-01,7.73,7.61,-1.56,5,ts_extend
192,SNGS,S1,BASE,4.17,2.60,2017-05-25,2017-05-26,2017-06-02,29.75,30.86,3.73,5,ts_extend
193,UPRO,S2,BASE,2.57,2.01,2017-05-31,2017-06-01,2017-06-06,2.60,2.64,1.64,3,rotate_atr20
194,CHGZ,S2,BASE,2.36,11.16,2017-05-30,2017-06-01,2017-06-30,37.06,36.48,-1.56,5,ts_extend
195,NKHP,S2,BASE,2.74,5.43,2017-06-05,2017-06-06,2017-06-14,184.80,183.10,-0.92,5,ts_extend
196,RNFT,S2,BASE,2.45,1.49,2017-06-13,2017-06-14,2017-06-16,601.66,575.48,-4.35,2,rotate_atr20
197,MRKC,S2,BASE,3.53,4.39,2017-06-15,2017-06-16,2017-06-23,0.48,0.49,2.84,5,ts_extend
198,MRKY,S2,BASE,2.09,5.07,2017-06-29,2017-06-30,2017-07-07,0.04,0.04,2.16,5,ts_extend
199,ABRD,S2,BASE,2.96,9.79,2017-06-29,2017-06-30,2017-07-12,188.30,187.04,-0.67,5,ts_extend
200,KAZT,S2,ULTRA,7.80,1.58,2017-07-06,2017-07-07,2017-07-10,86.14,87.66,1.77,1,rotate_atr20
201,MGTS,S2,BASE,3.92,2.90,2017-07-07,2017-07-10,2017-07-17,1538.46,1514.49,-1.56,5,ts_extend
202,KRKNP,S2,BASE,2.58,1.71,2017-07-11,2017-07-12,2017-07-13,9064.48,8985.60,-0.87,1,rotate_atr20
203,BLNG,S2,BASE,2.47,3.52,2017-07-12,2017-07-13,2017-07-20,3.03,3.18,4.77,5,ts_extend
204,ABIO,S2,BASE,2.71,5.48,2017-07-17,2017-07-18,2017-07-25,13.97,15.36,9.91,5,ts_extend
205,MRKS,S2,BASE,2.72,2.86,2017-07-20,2017-07-21,2017-07-28,0.08,0.09,19.62,5,ts_extend
206,MRKV,S2,BASE,2.25,2.63,2017-07-24,2017-07-25,2017-07-27,0.09,0.10,8.26,2,rotate_atr20
207,MRKY,S2,STRONG,6.39,4.51,2017-07-26,2017-07-27,2017-08-04,0.05,0.05,0.13,6,ts_extend
208,LNZL,S2,BASE,2.23,2.78,2017-08-02,2017-08-03,2017-08-10,7522.02,7452.08,-0.93,5,ts_extend
209,LNZLP,S2,BASE,2.11,2.90,2017-08-04,2017-08-07,2017-08-14,3715.94,3943.68,6.13,5,max_hold
210,MSNG,S2,BASE,2.46,2.82,2017-08-09,2017-08-10,2017-08-11,2.73,2.69,-1.31,1,rotate_atr20
211,ABRD,S2,BASE,2.98,10.32,2017-08-10,2017-08-11,2017-08-22,172.28,169.59,-1.56,5,ts_extend
212,HYDR,S1,BASE,2.79,2.02,2017-08-11,2017-08-14,2017-08-21,0.84,0.83,-0.11,5,ts_extend
213,VGSB,S2,ULTRA,9.73,4.50,2017-08-14,2017-08-15,2017-08-25,1.02,1.05,3.19,6,ts_extend
214,HIMCP,S2,BASE,4.74,5.54,2017-08-21,2017-08-22,2017-08-29,5.11,5.22,2.14,5,ts_extend
215,MTLR,S1,BASE,3.71,3.09,2017-08-22,2017-08-23,2017-08-30,166.27,164.40,-1.12,5,ts_extend
216,LNZL,S2,ULTRA,8.08,3.48,2017-08-24,2017-08-25,2017-08-28,6800.86,6789.12,-0.17,1,rotate_atr20
217,CNTL,S2,BASE,2.22,8.62,2017-08-25,2017-08-28,2017-09-08,19.93,22.44,12.61,5,ts_extend
218,TGKA,S2,BASE,3.34,2.64,2017-08-28,2017-08-29,2017-08-30,0.01,0.01,-1.42,1,rotate_atr20
219,MGNT,S1,BASE,2.40,1.77,2017-08-29,2017-08-30,2017-09-06,10667.04,10712.48,0.43,5,ts_extend
220,SAREP,S2,ULTRA,8.14,7.04,2017-08-29,2017-08-30,2017-09-07,0.08,0.08,10.94,6,ts_extend
221,MAGN,S1,STRONG,6.87,2.47,2017-09-06,2017-09-07,2017-09-15,42.37,42.98,1.45,6,ts_extend
222,ROST,S2,STRONG,6.89,5.46,2017-09-06,2017-09-07,2017-09-13,74.02,71.29,-3.69,4,rotate_atr20
223,MRKK,S2,BASE,2.68,6.68,2017-09-07,2017-09-08,2017-09-15,18.63,19.93,7.00,5,ts_extend
224,AVAN,S2,BASE,4.92,11.60,2017-09-12,2017-09-13,2017-09-28,538.86,530.47,-1.56,5,ts_extend
225,UPRO,S2,BASE,2.67,1.79,2017-09-14,2017-09-15,2017-09-18,2.50,2.44,-2.55,1,rotate_atr20
226,LKOH,S1,BASE,2.18,1.56,2017-09-15,2017-09-18,2017-09-25,3037.35,3012.33,-0.82,5,ts_extend
227,FESH,S2,BASE,2.95,6.31,2017-09-15,2017-09-18,2017-09-25,5.72,5.85,2.33,5,ts_extend
228,TGKA,S2,BASE,3.89,4.50,2017-09-22,2017-09-25,2017-09-29,0.01,0.01,-2.04,4,rotate_atr20
229,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-09,849.36,867.28,2.11,5,ts_extend
230,HYDR,S1,BASE,3.25,1.70,2017-09-28,2017-09-29,2017-10-06,0.85,0.85,0.10,5,max_hold
231,MISB,S2,BASE,3.67,14.34,2017-09-28,2017-09-29,2017-10-06,6.51,8.59,32.00,5,ts_extend
232,STSBP,S2,BASE,4.81,1.69,2017-10-10,2017-10-11,2017-10-12,0.36,0.37,1.20,1,rotate_atr20
233,CNTLP,S2,BASE,2.97,3.68,2017-10-10,2017-10-11,2017-10-18,8.37,11.22,34.02,5,ts_extend
234,MAGE,S2,BASE,3.71,3.48,2017-10-11,2017-10-12,2017-10-17,2.65,2.66,0.06,1,rotate_atr20
235,MISBP,S2,STRONG,6.40,5.84,2017-10-16,2017-10-17,2017-10-25,8.43,11.40,35.13,6,ts_extend
236,KAZT,S2,BASE,2.66,2.69,2017-10-20,2017-10-23,2017-10-31,88.14,89.86,1.95,5,max_hold
237,RASP,S1,BASE,2.48,2.57,2017-10-26,2017-10-27,2017-11-03,92.85,92.34,-0.55,5,ts_extend
238,KZOSP,S2,STRONG,6.21,2.04,2017-10-27,2017-10-30,2017-11-09,4.51,4.47,-0.76,7,max_hold
239,RZSB,S2,BASE,4.72,3.84,2017-10-30,2017-10-31,2017-11-09,3.31,3.45,4.24,5,ts_extend
240,SNGSP,S1,BASE,3.09,1.43,2017-11-07,2017-11-08,2017-11-15,31.51,31.26,-0.79,5,ts_extend
241,SBERP,S1,BASE,3.10,1.50,2017-11-07,2017-11-08,2017-11-15,178.74,199.84,11.81,5,ts_extend
242,PMSBP,S2,STRONG,7.00,1.72,2017-11-08,2017-11-09,2017-11-17,76.92,83.01,7.92,6,ts_extend
243,PIKK,S2,BASE,2.29,1.57,2017-11-16,2017-11-17,2017-11-24,310.40,308.12,-0.73,5,ts_extend
244,NKNC,S2,BASE,3.70,2.81,2017-11-23,2017-11-24,2017-12-01,51.58,51.98,0.77,5,ts_extend
245,USBN,S2,BASE,3.33,2.25,2017-12-01,2017-12-04,2017-12-11,0.10,0.10,1.61,5,ts_extend
246,YAKG,S2,BASE,4.32,3.70,2017-12-01,2017-12-04,2017-12-11,10.92,10.75,-1.56,5,ts_extend
247,GAZA,S2,BASE,2.76,4.59,2017-12-12,2017-12-13,2017-12-20,748.20,885.98,18.42,5,ts_extend
248,RTGZ,S2,BASE,2.86,3.39,2017-12-19,2017-12-20,2017-12-27,19030.40,19688.45,3.46,5,ts_extend
249,SIBN,S2,BASE,2.29,2.16,2017-12-26,2017-12-27,2017-12-29,250.35,243.71,-2.65,2,rotate_atr20
250,MSRS,S2,BASE,3.21,2.20,2017-12-26,2017-12-27,2018-01-05,0.91,0.91,-0.63,5,ts_extend
251,HIMCP,S2,STRONG,5.95,3.87,2017-12-28,2017-12-29,2018-01-12,5.61,5.54,-1.21,6,ts_extend
252,MTLR,S1,BASE,2.01,3.80,2017-12-29,2018-01-03,2018-01-11,156.00,156.42,0.27,5,ts_extend
253,BSPB,S2,STRONG,5.41,1.80,2018-01-09,2018-01-10,2018-01-18,58.14,61.89,6.45,6,ts_extend
254,KAZTP,S2,BASE,3.04,3.39,2018-01-09,2018-01-12,2018-01-22,85.14,84.36,-0.91,5,max_hold
255,ALRS,S1,BASE,2.32,1.46,2018-01-17,2018-01-18,2018-01-25,81.38,84.51,3.85,5,ts_extend
256,GAZP,S1,BASE,2.65,1.70,2018-01-17,2018-01-18,2018-01-25,150.59,149.29,-0.87,5,ts_extend
257,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-25,85.14,85.66,0.62,3,rotate_atr20
258,UPRO,S2,BASE,2.72,1.56,2018-01-19,2018-01-22,2018-01-23,2.71,2.70,-0.47,1,rotate_atr20
259,TGKA,S2,BASE,2.26,2.83,2018-01-22,2018-01-23,2018-01-30,0.01,0.01,1.84,5,ts_extend
260,ROSN,S1,BASE,2.38,2.11,2018-01-24,2018-01-25,2018-02-01,352.06,351.29,-0.22,5,ts_extend
261,UNAC,S2,BASE,3.52,3.91,2018-01-24,2018-01-25,2018-02-01,0.80,0.80,-0.36,5,ts_extend
262,RNFT,S2,STRONG,5.81,3.09,2018-01-29,2018-01-30,2018-02-07,602.96,616.47,2.24,6,ts_extend
263,TASB,S2,BASE,2.51,2.65,2018-01-30,2018-02-01,2018-02-12,0.14,0.14,1.56,5,ts_extend
264,MRKY,S2,BASE,2.21,3.59,2018-02-07,2018-02-08,2018-02-15,0.06,0.06,-1.56,5,ts_extend
265,AKRN,S2,BASE,3.00,2.50,2018-02-09,2018-02-12,2018-02-14,4311.89,4287.13,-0.57,2,rotate_atr20
266,MVID,S1,BASE,3.62,2.51,2018-02-12,2018-02-13,2018-02-20,442.01,436.99,-1.14,5,ts_extend
267,MRKS,S2,BASE,2.80,4.64,2018-02-13,2018-02-14,2018-02-21,0.13,0.14,3.11,5,ts_extend
268,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-02-16,81.13,82.87,2.14,1,rotate_atr20
269,GCHE,S2,BASE,3.20,3.44,2018-02-15,2018-02-16,2018-02-26,1196.91,1282.94,7.19,5,max_hold
270,MRKP,S2,BASE,2.59,2.22,2018-02-20,2018-02-21,2018-03-01,0.34,0.35,1.05,5,ts_extend
271,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
272,MRKV,S2,BASE,5.00,2.35,2018-02-22,2018-02-26,2018-03-05,0.12,0.12,-1.47,5,ts_extend
273,VLHZ,S2,BASE,2.13,2.81,2018-03-02,2018-03-05,2018-03-13,96.65,97.46,0.83,5,ts_extend
274,BISVP,S2,STRONG,5.89,2.21,2018-03-02,2018-03-05,2018-03-19,4.03,3.99,-0.82,7,max_hold
275,KRSB,S2,BASE,4.09,1.77,2018-03-12,2018-03-13,2018-03-14,3.96,3.96,0.19,1,rotate_atr20
276,GCHE,S2,BASE,4.99,3.40,2018-03-13,2018-03-14,2018-03-21,1287.06,1279.75,-0.57,5,ts_extend
277,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.22,-28.12,1,cat_stop
278,SBERP,S1,BASE,3.18,2.85,2018-03-21,2018-03-22,2018-03-29,219.82,219.42,-0.18,5,ts_extend
279,TTLK,S2,BASE,2.65,3.53,2018-03-22,2018-03-23,2018-03-30,0.20,0.20,0.03,5,ts_extend
280,PMSB,S2,BASE,4.21,2.16,2018-04-02,2018-04-03,2018-04-10,83.73,82.43,-1.56,5,ts_extend
281,VTBR,S1,BASE,2.20,2.55,2018-04-05,2018-04-06,2018-04-13,277.44,273.12,-1.56,5,ts_extend
282,DVEC,S2,BASE,3.77,4.73,2018-04-09,2018-04-10,2018-04-17,1.11,1.14,2.27,5,ts_extend
283,SNGS,S1,BASE,4.37,1.90,2018-04-10,2018-04-11,2018-04-18,29.30,29.39,0.30,5,ts_extend
284,JNOSP,S2,BASE,3.60,2.66,2018-04-17,2018-04-18,2018-04-25,14.52,14.77,1.67,5,ts_extend
285,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
286,MRKP,S2,BASE,2.68,2.81,2018-04-25,2018-04-26,2018-05-03,0.36,0.37,3.12,5,ts_extend
287,LSNG,S2,STRONG,5.33,3.62,2018-05-07,2018-05-08,2018-05-17,6.46,6.45,-0.01,6,ts_extend
288,MRKY,S2,ULTRA,9.53,4.55,2018-05-07,2018-05-08,2018-05-17,0.07,0.07,2.91,6,ts_extend
289,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
290,SARE,S2,BASE,2.80,1.95,2018-05-16,2018-05-17,2018-05-25,0.11,0.11,-0.34,5,ts_extend
291,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-06,3.31,3.38,2.34,6,ts_extend
292,PMSBP,S2,BASE,2.54,1.79,2018-05-25,2018-05-28,2018-06-04,86.44,85.09,-1.56,5,ts_extend
293,MRKP,S2,BASE,4.49,1.85,2018-06-04,2018-06-05,2018-06-11,0.35,0.35,1.71,5,ts_extend
294,TNSE,S2,ULTRA,8.81,1.46,2018-06-05,2018-06-06,2018-06-07,1277.04,1262.98,-1.10,1,rotate_atr20
295,IRKT,S2,BASE,4.23,2.60,2018-06-06,2018-06-07,2018-06-14,18.33,18.70,2.04,5,ts_extend
296,ARSA,S2,BASE,2.82,4.08,2018-06-11,2018-06-13,2018-06-20,4.01,4.01,0.00,5,ts_extend
297,RTSBP,S2,BASE,2.51,2.86,2018-06-13,2018-06-14,2018-06-21,0.23,0.23,-1.56,5,ts_extend
298,CHMF,S1,BASE,3.04,1.68,2018-06-15,2018-06-18,2018-06-25,966.14,959.71,-0.67,5,ts_extend
299,SELG,S2,STRONG,7.06,1.34,2018-06-19,2018-06-20,2018-06-25,10.71,12.24,14.32,3,rotate_atr20
300,YRSB,S2,STRONG,5.98,9.55,2018-06-21,2018-06-22,2018-08-15,123.70,88.92,-28.12,6,cat_stop
301,ROLO,S2,BASE,4.93,3.07,2018-06-22,2018-06-25,2018-06-26,0.23,0.24,4.49,1,rotate_atr20
302,NNSB,S2,BASE,3.14,10.79,2018-06-22,2018-06-26,2018-07-13,1297.07,1402.80,8.15,5,ts_extend
303,YKEN,S2,BASE,3.50,3.52,2018-07-12,2018-07-13,2018-07-19,0.22,0.25,12.76,4,rotate_atr20
304,SLEN,S2,ULTRA,8.34,5.33,2018-07-18,2018-07-19,2018-07-27,4.82,5.36,11.32,6,ts_extend
305,BISVP,S2,BASE,2.63,2.12,2018-07-26,2018-07-30,2018-08-06,4.01,3.96,-1.22,5,ts_extend
306,RTKM,S1,BASE,2.23,1.78,2018-07-31,2018-08-01,2018-08-08,71.66,71.64,-0.04,5,ts_extend
307,ZVEZ,S2,BASE,4.49,4.11,2018-08-08,2018-08-09,2018-08-13,5.28,5.09,-3.53,2,rotate_atr20
308,VRSBP,S2,BASE,3.81,13.94,2018-08-10,2018-08-13,2018-10-03,20.03,22.16,10.65,5,max_hold
309,TORS,S2,BASE,4.71,3.11,2018-08-24,2018-08-27,2018-09-11,0.35,0.33,-4.93,3,rotate_atr20
310,NVTK,S1,BASE,2.34,2.25,2018-09-06,2018-09-07,2018-09-14,1152.74,1149.90,-0.25,5,ts_extend
311,DVEC,S2,BASE,2.27,4.84,2018-09-10,2018-09-11,2018-09-18,1.90,2.05,7.61,5,ts_extend
312,RUAL,S2,ULTRA,8.85,4.36,2018-09-18,2018-09-19,2018-09-27,27.72,29.71,7.15,6,ts_extend
313,RASP,S1,BASE,2.70,2.04,2018-09-24,2018-09-25,2018-10-02,116.30,117.13,0.71,5,ts_extend
314,STSB,S2,BASE,2.83,4.96,2018-09-28,2018-10-01,2018-10-08,0.30,0.31,0.22,5,ts_extend
315,KRKOP,S2,STRONG,5.84,2.18,2018-10-02,2018-10-03,2018-10-05,3.98,3.86,-2.83,2,rotate_atr20
316,TATNP,S1,BASE,2.20,2.34,2018-10-03,2018-10-04,2018-10-11,580.53,588.00,1.29,5,ts_extend
317,GAZP,S1,BASE,2.60,1.79,2018-10-03,2018-10-04,2018-10-11,168.77,174.19,3.21,5,ts_extend
318,KROTP,S2,BASE,4.33,5.45,2018-10-04,2018-10-05,2018-10-12,303.48,326.83,7.69,5,ts_extend
319,ABRD,S2,BASE,2.66,1.83,2018-09-28,2018-10-08,2018-10-16,145.23,139.78,-3.76,3,rotate_atr20
320,MAGE,S2,ULTRA,7.53,7.45,2018-10-12,2018-10-15,2018-10-23,2.29,2.34,2.16,6,ts_extend
321,STSB,S2,STRONG,5.52,6.82,2018-10-15,2018-10-16,2018-10-24,0.25,0.27,6.20,6,ts_extend
322,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
323,LVHK,S2,BASE,4.18,8.51,2018-10-31,2018-11-01,2018-11-09,9.54,13.78,44.54,5,ts_extend
324,SAREP,S2,STRONG,6.38,4.52,2018-11-09,2018-11-12,2018-11-20,0.08,0.09,6.98,6,ts_extend
325,RASP,S1,BASE,2.17,1.99,2018-11-14,2018-11-15,2018-11-22,134.77,139.29,3.35,5,ts_extend
326,NKHP,S2,BASE,3.42,1.98,2018-11-27,2018-11-28,2018-12-05,243.89,244.61,0.29,5,max_hold
327,ROLO,S2,STRONG,6.55,2.95,2018-12-05,2018-12-06,2018-12-14,0.24,0.26,7.19,6,ts_extend
328,ABRD,S2,BASE,3.08,3.90,2018-12-14,2018-12-17,2018-12-24,140.22,142.74,1.80,5,ts_extend
329,AKRN,S2,STRONG,6.77,1.79,2018-12-26,2018-12-27,2019-01-09,4623.39,4640.98,0.38,6,ts_extend
330,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-17,374.60,387.38,3.41,4,rotate_atr20
331,FESH,S2,BASE,2.03,2.85,2019-01-10,2019-01-11,2019-01-18,5.21,5.83,11.88,5,ts_extend
332,AQUA,S2,ULTRA,8.77,3.97,2019-01-16,2019-01-17,2019-01-25,143.23,147.55,3.02,6,ts_extend
333,AFKS,S1,BASE,2.48,1.77,2019-01-17,2019-01-18,2019-01-25,9.11,9.69,6.32,5,ts_extend
334,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
335,RTGZ,S2,ULTRA,7.14,1.40,2019-01-17,2019-01-18,2019-01-21,14923.84,14876.16,-0.32,1,rotate_atr20
336,SLEN,S2,STRONG,6.58,2.65,2019-01-18,2019-01-21,2019-01-22,4.73,4.71,-0.32,1,rotate_atr20
337,FESH,S2,BASE,2.05,4.15,2019-01-21,2019-01-22,2019-01-29,5.50,5.68,3.30,5,ts_extend
338,URKZ,S2,BASE,3.68,2.56,2019-01-24,2019-01-25,2019-01-30,79.13,77.88,-1.58,3,rotate_atr20
339,KBSB,S2,BASE,2.16,3.26,2019-01-28,2019-01-29,2019-01-31,135.22,131.79,-2.53,1,rotate_atr20
340,MRKS,S2,BASE,3.84,5.71,2019-01-29,2019-01-30,2019-02-06,0.17,0.17,2.22,5,ts_extend
341,OMZZP,S2,BASE,3.02,22.63,2019-01-30,2019-01-31,2019-02-07,6009.60,6467.66,7.62,5,ts_extend
342,AFKS,S1,BASE,2.27,2.68,2019-02-05,2019-02-06,2019-02-13,9.92,9.89,-0.23,5,ts_extend
