=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:01:20
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,2
ATR мин %,1.2
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.45
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,374
Средняя доходность %,4.26
Медианная доходность %,1.85
Win rate %,70.9
Profit factor,5.69
Sharpe,2.79
Макс просадка %,34.90
Общая доходность %,1243103.58
CAGR %,0.00
Макс выигрыш %,72.00
Макс проигрыш %,-22.12
Ср. выигрыш %,7.30
Ср. проигрыш %,3.12
Макс серия побед,15
Макс серия потерь,4
Ср. удержание дней,5.3
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
46,KZOSP,S2,BASE,4.47,1.72,2017-02-10,2017-02-13,2017-02-20,4.38,4.73,7.96,5,ts_extend
47,ASSB,S2,BASE,4.70,7.97,2017-03-22,2017-03-23,2017-03-30,0.45,0.49,8.55,5,ts_extend
48,VSMO,S2,BASE,3.86,2.17,2017-04-18,2017-04-19,2017-04-26,15624.96,15731.07,0.68,5,ts_extend
49,NKHP,S2,STRONG,5.12,4.56,2017-05-12,2017-05-15,2017-05-23,203.83,205.33,0.74,6,ts_extend
50,SNGS,S1,BASE,4.54,2.76,2017-05-26,2017-05-29,2017-06-05,31.04,30.86,-0.57,5,ts_extend
51,PMSB,S2,STRONG,6.09,2.07,2017-05-29,2017-05-30,2017-06-07,68.21,67.69,-0.76,6,ts_extend
52,PMSBP,S2,ULTRA,9.00,1.49,2017-06-06,2017-06-07,2017-06-08,61.10,61.40,0.50,1,rotate_atr20
53,VLHZ,S2,BASE,4.49,3.95,2017-06-06,2017-06-07,2017-06-15,94.65,93.18,-1.56,5,ts_extend
54,KRSBP,S2,BASE,3.78,2.84,2017-06-07,2017-06-08,2017-06-16,4.00,3.93,-1.56,5,ts_extend
55,MSTT,S2,ULTRA,7.70,1.51,2017-07-14,2017-07-17,2017-07-28,105.67,107.26,1.50,9,ts_extend
56,MRKU,S2,BASE,4.84,4.04,2017-08-15,2017-08-16,2017-08-23,0.17,0.18,6.74,5,max_hold
57,MTLR,S1,STRONG,6.11,3.33,2017-08-23,2017-08-24,2017-09-04,160.56,168.98,5.24,7,ts_extend
58,MRKS,S2,BASE,4.01,6.60,2017-08-24,2017-08-25,2017-09-01,0.15,0.15,3.41,5,ts_extend
59,IRKT,S2,STRONG,6.00,2.84,2017-09-05,2017-09-06,2017-09-14,13.52,15.17,12.18,6,ts_extend
60,GAZAP,S2,STRONG,6.61,2.87,2017-09-13,2017-09-14,2017-09-22,451.72,471.56,4.39,6,ts_extend
61,KOGK,S2,BASE,3.80,8.23,2017-09-26,2017-09-28,2017-10-06,849.36,661.44,-22.12,4,cat_stop
62,JNOSP,S2,ULTRA,7.52,1.47,2017-10-12,2017-10-13,2017-10-23,15.12,15.69,3.72,6,ts_extend
63,DVEC,S2,BASE,4.63,3.32,2017-10-27,2017-10-30,2017-11-07,0.59,0.60,0.95,5,ts_extend
64,TRMK,S2,BASE,4.35,2.18,2017-11-07,2017-11-08,2017-11-15,85.14,84.60,-0.63,5,ts_extend
65,MFGSP,S2,ULTRA,9.47,2.85,2017-11-15,2017-11-16,2017-11-28,390.62,400.01,2.40,6,ts_extend
66,NKNC,S2,STRONG,5.10,3.20,2017-11-27,2017-11-28,2017-12-06,51.48,50.59,-1.72,6,ts_extend
67,DVEC,S2,BASE,4.30,4.19,2017-12-28,2017-12-29,2018-01-10,0.72,0.74,2.91,5,ts_extend
68,URKZ,S2,BASE,3.92,2.50,2018-01-17,2018-01-19,2018-01-30,85.14,85.64,0.60,5,ts_extend
69,MVID,S1,STRONG,6.28,2.08,2018-02-05,2018-02-06,2018-02-14,422.98,451.92,6.84,6,ts_extend
70,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-03-02,81.13,88.24,8.76,10,ts_extend
71,VTBR,S1,STRONG,5.13,2.09,2018-02-26,2018-02-27,2018-03-07,269.43,265.50,-1.46,6,ts_extend
72,RKKE,S2,ULTRA,8.52,4.94,2018-04-06,2018-04-09,2018-04-17,6169.86,6372.79,3.29,6,ts_extend
73,NVTK,S1,BASE,3.70,2.96,2018-04-10,2018-04-11,2018-04-18,744.59,746.00,0.19,5,ts_extend
74,KRSBP,S2,BASE,4.73,2.15,2018-05-22,2018-05-23,2018-05-30,4.31,4.49,4.23,5,ts_extend
75,IRKT,S2,ULTRA,7.68,2.60,2018-06-07,2018-06-08,2018-06-18,17.33,17.16,-0.98,6,ts_extend
76,SELG,S2,STRONG,7.06,1.34,2018-06-19,2018-06-20,2018-06-29,10.71,13.70,27.91,7,ts_extend
77,DIOD,S2,ULTRA,7.74,4.00,2018-07-02,2018-07-03,2018-07-11,4.77,4.69,-1.70,6,ts_extend
78,IRKT,S2,BASE,4.35,4.82,2018-07-10,2018-07-11,2018-07-18,25.74,25.40,-1.33,5,ts_extend
79,SLEN,S2,ULTRA,8.34,5.33,2018-07-18,2018-07-19,2018-07-27,4.82,5.36,11.32,6,ts_extend
80,MFGS,S2,STRONG,6.43,2.59,2018-07-18,2018-07-19,2018-07-31,387.62,399.36,3.03,7,max_hold
81,ROST,S2,ULTRA,7.93,2.78,2018-08-31,2018-09-03,2018-09-11,67.31,72.16,7.21,6,ts_extend
82,AKRN,S2,BASE,4.12,2.17,2018-09-13,2018-09-14,2018-09-21,4627.39,4752.38,2.70,5,max_hold
83,NKSH,S2,ULTRA,7.41,4.24,2018-09-25,2018-09-26,2018-10-04,14.27,14.66,2.69,6,ts_extend
84,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
85,LKOH,S1,ULTRA,8.62,2.20,2018-10-24,2018-10-25,2018-11-02,4950.91,4906.07,-0.91,6,ts_extend
86,VGSB,S2,BASE,4.37,6.08,2018-10-30,2018-10-31,2018-11-14,0.84,0.79,-5.09,5,max_hold
87,BLNG,S2,BASE,3.71,2.49,2018-11-16,2018-11-19,2018-11-26,2.71,2.70,-0.44,5,ts_extend
88,KROT,S2,BASE,4.37,3.52,2018-12-04,2018-12-05,2018-12-12,361.58,367.19,1.55,5,ts_extend
89,AKRN,S2,BASE,3.77,1.76,2018-12-27,2018-12-28,2019-01-09,4607.36,4650.41,0.93,5,ts_extend
90,SARE,S2,BASE,4.08,3.27,2019-01-18,2019-01-21,2019-01-28,0.13,0.14,9.21,5,ts_extend
91,AFKS,S1,STRONG,5.83,1.95,2019-01-21,2019-01-22,2019-01-30,9.57,9.57,-0.04,6,ts_extend
92,PRFN,S2,STRONG,6.13,5.65,2019-01-30,2019-01-31,2019-02-08,1.71,1.76,2.62,6,ts_extend
93,KOGK,S2,ULTRA,7.81,3.52,2019-01-30,2019-01-31,2019-02-08,525.84,588.26,11.87,6,ts_extend
94,RASP,S1,BASE,4.06,2.08,2019-02-12,2019-02-13,2019-02-20,151.48,155.95,2.95,5,ts_extend
95,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
96,LNZL,S2,BASE,3.65,3.36,2019-02-20,2019-02-21,2019-02-28,6470.34,6398.75,-1.11,5,ts_extend
97,YAKG,S2,ULTRA,8.59,4.59,2019-03-05,2019-03-06,2019-03-15,8.63,9.00,4.25,6,ts_extend
98,TRMK,S2,ULTRA,7.53,2.36,2019-03-25,2019-03-26,2019-04-03,58.69,58.43,-0.44,6,ts_extend
99,GAZP,S1,BASE,4.63,2.00,2019-05-15,2019-05-16,2019-05-23,203.02,207.69,2.30,5,ts_extend
100,MTLRP,S2,STRONG,5.31,1.78,2019-05-20,2019-05-21,2019-05-29,116.69,116.42,-0.23,6,ts_extend
101,PMSB,S2,STRONG,5.26,4.62,2019-05-29,2019-05-30,2019-06-04,104.97,81.74,-22.12,3,cat_stop
102,KUZB,S2,BASE,4.92,4.40,2019-05-29,2019-05-30,2019-06-06,0.01,0.01,1.45,5,ts_extend
103,AFLT,S1,STRONG,5.29,1.72,2019-06-03,2019-06-04,2019-06-13,96.49,95.65,-0.88,6,ts_extend
104,NKNCP,S2,BASE,4.49,1.86,2019-06-07,2019-06-10,2019-06-14,55.61,54.97,-1.15,3,rotate_atr20
105,CNTLP,S2,STRONG,6.02,2.44,2019-06-07,2019-06-10,2019-06-18,21.79,16.97,-22.12,5,cat_stop
106,BELU,S2,ULTRA,8.10,4.07,2019-06-13,2019-06-14,2019-06-25,478.76,473.55,-1.09,7,ts_extend
107,OGKB,S2,STRONG,6.27,2.39,2019-06-17,2019-06-18,2019-06-24,0.54,0.55,1.85,4,rotate_atr20
108,APTK,S2,STRONG,5.37,4.47,2019-06-21,2019-06-24,2019-07-02,10.02,13.70,36.82,6,ts_extend
109,UNKL,S2,STRONG,5.43,1.98,2019-06-25,2019-06-26,2019-06-27,2554.08,2555.90,0.07,1,rotate_atr20
110,NKNCP,S2,STRONG,6.55,3.00,2019-06-26,2019-06-27,2019-07-08,67.15,68.38,1.83,7,ts_extend
111,NMTP,S2,BASE,4.69,2.37,2019-07-04,2019-07-05,2019-07-12,8.03,8.16,1.66,5,ts_extend
112,LSRG,S2,BASE,4.05,2.16,2019-07-09,2019-07-10,2019-07-15,760.41,752.59,-1.03,3,rotate_atr20
113,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
114,AVAN,S2,BASE,4.03,5.69,2019-07-12,2019-07-15,2019-07-22,691.10,689.10,-0.29,5,ts_extend
115,LNZL,S2,BASE,4.27,4.24,2019-08-12,2019-08-13,2019-08-20,8413.44,9588.27,13.96,5,ts_extend
116,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
117,NKNCP,S2,BASE,3.80,1.70,2019-09-16,2019-09-17,2019-09-24,71.39,72.22,1.15,5,ts_extend
118,APTK,S2,STRONG,6.49,2.78,2019-09-23,2019-09-24,2019-10-02,12.17,12.17,0.05,6,ts_extend
119,PIKK,S2,BASE,4.12,2.13,2019-10-08,2019-10-09,2019-10-16,385.62,379.61,-1.56,5,ts_extend
120,ROLO,S2,BASE,3.72,4.02,2019-10-15,2019-10-16,2019-10-23,0.25,0.26,6.89,5,ts_extend
121,SNGS,S1,STRONG,5.90,2.58,2019-10-24,2019-10-25,2019-11-05,46.65,48.05,2.99,6,ts_extend
122,MSRS,S2,BASE,4.51,2.29,2019-11-05,2019-11-06,2019-11-13,1.02,1.04,2.10,5,ts_extend
123,AMEZ,S2,BASE,4.67,2.03,2019-11-15,2019-11-18,2019-11-25,4.57,4.61,0.98,5,ts_extend
124,MVID,S1,STRONG,6.13,1.96,2019-12-06,2019-12-09,2019-12-17,587.94,589.46,0.26,6,ts_extend
125,MRKS,S2,BASE,4.07,4.40,2019-12-12,2019-12-13,2019-12-20,0.26,0.28,6.55,5,ts_extend
126,BSPB,S2,BASE,4.57,1.23,2019-12-12,2019-12-13,2019-12-20,50.97,50.45,-1.02,5,ts_extend
127,HYDR,S1,STRONG,5.80,1.25,2019-12-18,2019-12-19,2019-12-27,0.55,0.57,2.32,6,ts_extend
128,LNZLP,S2,BASE,4.95,1.48,2019-12-27,2019-12-30,2020-01-06,3170.06,3484.42,9.92,2,rotate_atr20
129,NFAZ,S2,BASE,4.26,4.77,2019-12-30,2020-01-03,2020-01-13,134.41,132.90,-1.13,5,ts_extend
130,KZOS,S2,STRONG,6.83,2.71,2020-01-03,2020-01-06,2020-01-15,107.47,129.68,20.66,6,ts_extend
131,VSMO,S2,ULTRA,7.38,2.62,2020-01-10,2020-01-13,2020-01-14,24439.04,24700.42,1.07,1,rotate_atr20
132,IGSTP,S2,BASE,4.48,4.09,2020-01-13,2020-01-14,2020-01-21,866.38,984.42,13.62,5,ts_extend
133,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
134,T,S1,BASE,3.86,2.55,2020-01-15,2020-01-16,2020-01-23,1454.32,1466.79,0.86,5,ts_extend
135,URKZ,S2,STRONG,5.71,3.77,2020-01-20,2020-01-21,2020-01-29,113.78,112.00,-1.57,6,ts_extend
136,YKEN,S2,STRONG,5.85,3.28,2020-01-22,2020-01-23,2020-01-31,0.31,0.33,6.89,6,ts_extend
137,LIFE,S2,BASE,4.43,7.68,2020-01-30,2020-01-31,2020-02-07,8.71,10.68,22.57,5,ts_extend
138,OGKB,S2,BASE,4.77,3.42,2020-02-13,2020-02-14,2020-02-21,0.73,0.74,2.05,5,ts_extend
139,TGKA,S2,STRONG,6.20,3.21,2020-02-13,2020-02-14,2020-02-25,0.02,0.02,1.80,6,ts_extend
140,CHKZ,S2,BASE,4.40,10.60,2020-04-07,2020-04-08,2020-04-15,5649.02,5591.52,-1.02,5,ts_extend
141,GEMA,S2,STRONG,5.70,4.25,2020-04-20,2020-04-21,2020-04-29,74.62,76.97,3.15,6,ts_extend
142,KRSBP,S2,STRONG,6.02,4.90,2020-04-28,2020-04-29,2020-05-08,6.29,6.39,1.52,6,ts_extend
143,KRKN,S2,ULTRA,9.11,4.95,2020-05-22,2020-05-25,2020-06-02,15875.36,12362.97,-22.12,6,cat_stop
144,VSMO,S2,BASE,3.91,2.44,2020-06-10,2020-06-11,2020-06-19,19691.46,24157.73,22.68,5,ts_extend
145,KCHEP,S2,BASE,3.83,5.69,2020-06-22,2020-06-23,2020-07-03,0.37,0.36,-1.56,5,ts_extend
146,LNZL,S2,BASE,3.96,2.40,2020-07-08,2020-07-09,2020-07-16,11468.32,13230.64,15.37,5,ts_extend
147,VGSB,S2,BASE,4.39,6.14,2020-07-15,2020-07-16,2020-07-23,1.65,1.67,1.57,5,ts_extend
148,URKZ,S2,ULTRA,8.27,4.27,2020-07-15,2020-07-16,2020-07-24,162.06,184.52,13.86,6,ts_extend
149,VTBR,S1,BASE,4.72,1.66,2020-07-21,2020-07-22,2020-07-29,189.75,194.50,2.50,5,ts_extend
150,ENPG,S2,BASE,4.58,1.86,2020-07-23,2020-07-24,2020-07-31,687.10,748.16,8.89,5,ts_extend
151,CHGZ,S2,ULTRA,7.31,6.30,2020-08-05,2020-08-06,2020-08-14,53.69,63.73,18.71,6,ts_extend
152,PMSB,S2,STRONG,6.16,2.40,2020-08-13,2020-08-14,2020-08-24,138.72,138.03,-0.50,6,ts_extend
153,ABIO,S2,ULTRA,8.16,6.33,2020-09-25,2020-09-28,2020-10-06,35.56,36.28,2.02,6,ts_extend
154,MRKS,S2,BASE,4.34,1.87,2020-10-09,2020-10-12,2020-10-19,0.27,0.28,3.44,5,ts_extend
155,SVAV,S2,BASE,4.75,1.94,2020-10-22,2020-10-23,2020-10-30,276.94,363.25,31.17,5,ts_extend
156,TNSE,S2,BASE,4.05,2.93,2020-10-30,2020-11-02,2020-11-10,971.55,1004.11,3.35,5,ts_extend
157,TTLK,S2,BASE,4.03,3.17,2020-11-09,2020-11-10,2020-11-17,0.38,0.38,2.35,5,ts_extend
158,RASP,S1,BASE,4.19,2.96,2020-11-10,2020-11-11,2020-11-18,130.21,154.34,18.53,5,ts_extend
159,CHGZ,S2,BASE,3.70,3.86,2020-11-17,2020-11-18,2020-11-25,53.29,58.47,9.74,5,ts_extend
160,RUSI,S2,BASE,3.61,3.18,2020-12-01,2020-12-02,2020-12-09,38.36,40.16,4.70,5,ts_extend
161,AMEZ,S2,BASE,3.94,4.45,2020-12-15,2020-12-16,2020-12-23,7.24,9.84,36.03,5,ts_extend
162,MRKU,S2,STRONG,5.28,2.33,2020-12-24,2020-12-25,2021-01-06,0.17,0.18,5.80,6,ts_extend
163,MTLR,S1,BASE,3.69,3.99,2020-12-28,2020-12-29,2021-01-08,79.33,80.65,1.67,5,ts_extend
164,KRSB,S2,ULTRA,9.87,2.84,2020-12-29,2020-12-30,2021-01-12,8.01,8.24,2.78,6,ts_extend
165,NKSH,S2,ULTRA,7.45,1.88,2021-01-05,2021-01-06,2021-01-15,23.54,26.90,14.30,6,ts_extend
166,VJGZP,S2,ULTRA,7.55,5.39,2021-01-15,2021-01-18,2021-01-26,885.41,1390.25,57.02,6,ts_extend
167,SMLT,S2,BASE,4.68,1.67,2021-02-05,2021-02-08,2021-02-15,1071.71,1108.46,3.43,5,ts_extend
168,UTAR,S2,STRONG,5.74,2.55,2021-02-24,2021-02-25,2021-03-05,7.08,6.97,-1.64,6,ts_extend
169,WTCMP,S2,ULTRA,8.11,5.60,2021-03-11,2021-03-12,2021-03-22,10.62,10.63,0.10,6,ts_extend
170,NFAZ,S2,STRONG,5.36,6.02,2021-03-22,2021-03-23,2021-03-31,386.62,391.01,1.13,6,ts_extend
171,BRZL,S2,BASE,4.21,2.16,2021-04-06,2021-04-07,2021-04-12,1133.81,1095.24,-3.40,3,rotate_atr20
172,UNAC,S2,BASE,4.94,3.13,2021-04-06,2021-04-07,2021-04-14,0.59,0.62,6.18,5,ts_extend
173,KUZB,S2,ULTRA,7.20,4.82,2021-04-09,2021-04-12,2021-04-20,0.02,0.02,0.46,6,ts_extend
174,ARSA,S2,BASE,4.96,2.59,2021-04-19,2021-04-20,2021-04-27,4.91,4.83,-1.56,5,ts_extend
175,MRKP,S2,BASE,4.36,1.52,2021-04-30,2021-05-04,2021-05-11,0.27,0.28,5.56,5,ts_extend
176,RZSB,S2,ULTRA,7.45,5.64,2021-05-13,2021-05-14,2021-05-24,23.26,23.51,1.09,6,ts_extend
177,MTLR,S1,STRONG,6.33,3.80,2021-05-21,2021-05-24,2021-06-01,82.93,82.48,-0.54,6,ts_extend
178,MRSB,S2,ULTRA,9.06,3.63,2021-05-24,2021-05-25,2021-06-02,0.47,0.50,5.18,6,ts_extend
179,RNFT,S2,ULTRA,7.70,2.93,2021-06-04,2021-06-07,2021-06-15,179.09,178.24,-0.47,6,ts_extend
180,UNKL,S2,STRONG,6.96,2.63,2021-06-23,2021-06-24,2021-07-02,9645.41,9824.26,1.85,6,ts_extend
181,MDMG,S2,BASE,3.63,5.66,2021-07-07,2021-07-08,2021-07-15,825.92,845.13,2.33,5,ts_extend
182,SMLT,S2,STRONG,5.15,3.07,2021-07-16,2021-07-19,2021-07-27,2067.50,2593.60,25.45,6,ts_extend
183,AMEZ,S2,STRONG,6.32,4.72,2021-07-26,2021-07-27,2021-08-04,17.95,18.50,3.04,6,ts_extend
184,YKEN,S2,BASE,3.62,4.00,2021-08-06,2021-08-09,2021-08-16,0.41,0.40,-1.56,5,ts_extend
185,BANEP,S1,BASE,4.12,1.53,2021-08-16,2021-08-17,2021-08-24,1129.80,1134.55,0.42,5,ts_extend
186,LIFE,S2,BASE,4.75,3.51,2021-08-16,2021-08-17,2021-08-24,6.32,6.33,0.23,5,ts_extend
187,MTLRP,S2,ULTRA,8.19,3.48,2021-08-26,2021-08-27,2021-09-06,221.55,258.64,16.74,6,ts_extend
188,MTLR,S1,STRONG,6.19,3.23,2021-08-27,2021-08-30,2021-09-08,120.19,174.87,45.49,7,ts_extend
189,ENPG,S2,BASE,4.92,2.33,2021-09-03,2021-09-06,2021-09-13,781.75,865.31,10.69,5,ts_extend
190,DZRD,S2,ULTRA,8.73,2.19,2021-09-03,2021-09-06,2021-09-17,2243.58,2220.67,-1.02,7,ts_extend
191,NFAZ,S2,BASE,4.65,4.61,2021-09-14,2021-09-15,2021-09-22,428.68,423.30,-1.26,5,ts_extend
192,VJGZ,S2,STRONG,6.36,2.60,2021-09-20,2021-09-21,2021-09-29,1919.07,2062.11,7.45,6,ts_extend
193,RTSB,S2,ULTRA,8.98,4.45,2021-09-21,2021-09-22,2021-09-30,0.62,0.64,2.64,6,ts_extend
