=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:31:05
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.3
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.55
Макс дн. доходность %,10
VR подтверждение,2
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,28
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8

=== ИТОГИ ===
Всего сделок,256
Средняя доходность %,5.70
Медианная доходность %,2.54
Win rate %,69.9
Profit factor,8.86
Sharpe,2.62
Макс просадка %,37.53
Общая доходность %,434541.46
CAGR %,0.00
Макс выигрыш %,126.89
Макс проигрыш %,-28.12
Ср. выигрыш %,9.19
Ср. проигрыш %,2.41
Макс серия побед,10
Макс серия потерь,4
Ср. удержание дней,6.0
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
161,NKSH,S2,ULTRA,7.46,4.14,2023-03-28,2023-03-29,2023-04-06,32.93,33.79,2.59,6,ts_extend
162,WUSH,S2,ULTRA,9.73,2.74,2023-04-11,2023-04-12,2023-04-20,258.11,256.87,-0.48,6,ts_extend
163,ASSB,S2,ULTRA,8.41,4.73,2023-04-21,2023-04-24,2023-05-03,1.45,1.42,-1.96,6,ts_extend
164,PIKK,S1,ULTRA,9.68,1.93,2023-04-25,2023-04-26,2023-05-05,703.82,692.77,-1.57,6,ts_extend
165,TGKA,S2,ULTRA,7.21,3.69,2023-05-16,2023-05-17,2023-05-25,0.01,0.01,-0.64,6,ts_extend
166,RDRB,S2,ULTRA,8.24,3.84,2023-06-08,2023-06-09,2023-06-20,221.35,287.27,29.78,6,ts_extend
167,CHMF,S1,ULTRA,7.13,1.81,2023-06-19,2023-06-20,2023-06-28,1146.83,1181.42,3.02,6,ts_extend
168,MAGEP,S2,ULTRA,9.25,3.87,2023-06-20,2023-06-21,2023-06-29,4.74,4.73,-0.25,6,ts_extend
169,NFAZ,S2,ULTRA,8.78,3.79,2023-07-13,2023-07-14,2023-07-24,408.15,408.84,0.17,6,ts_extend
170,BSPB,S1,ULTRA,8.77,1.84,2023-07-14,2023-07-17,2023-07-26,189.29,212.66,12.35,7,ts_extend
171,CNTLP,S2,ULTRA,8.27,1.94,2023-07-19,2023-07-20,2023-07-28,12.78,14.33,12.15,6,ts_extend
172,BRZL,S2,ULTRA,8.76,2.57,2023-07-21,2023-07-24,2023-08-01,1397.23,1402.01,0.34,6,ts_extend
173,GAZAP,S2,ULTRA,9.58,2.65,2023-07-27,2023-07-28,2023-08-07,562.40,585.32,4.07,6,ts_extend
174,NMTP,S1,ULTRA,8.12,3.37,2023-08-03,2023-08-04,2023-08-14,13.08,17.10,30.80,6,ts_extend
175,YKENP,S2,ULTRA,7.88,3.81,2023-08-08,2023-08-09,2023-08-10,0.90,0.65,-28.12,1,cat_stop
176,MDMG,S2,ULTRA,7.23,3.86,2023-08-09,2023-08-10,2023-08-18,772.73,771.40,-0.17,6,ts_extend
177,TRNFP,S2,ULTRA,7.22,2.08,2023-09-01,2023-09-04,2023-09-13,1413.26,1470.64,4.06,7,ts_extend
178,SNGSP,S1,ULTRA,7.47,2.30,2023-09-29,2023-10-02,2023-10-10,57.03,56.59,-0.78,6,ts_extend
179,OMZZP,S2,ULTRA,7.93,3.59,2023-10-23,2023-10-24,2023-11-01,22160.40,23844.03,7.60,6,ts_extend
180,SIBN,S1,ULTRA,7.51,2.22,2023-11-09,2023-11-10,2023-11-20,858.77,855.77,-0.35,6,ts_extend
181,CHMK,S2,ULTRA,9.24,4.29,2024-01-05,2024-01-08,2024-01-16,10041.04,10681.77,6.38,6,ts_extend
182,CHMF,S1,ULTRA,7.48,1.95,2024-01-11,2024-01-12,2024-01-23,1563.90,1587.90,1.53,7,ts_extend
183,TGKB,S2,ULTRA,8.30,4.80,2024-01-15,2024-01-16,2024-01-24,0.01,0.02,6.31,6,ts_extend
184,JNOS,S2,ULTRA,9.69,5.32,2024-01-15,2024-01-16,2024-01-24,31.95,33.19,3.87,6,ts_extend
185,MRKK,S2,ULTRA,7.60,2.70,2024-01-23,2024-01-24,2024-02-01,31.03,30.67,-1.17,6,ts_extend
186,HYDR,S1,ULTRA,7.27,1.68,2024-01-29,2024-01-30,2024-02-07,0.79,0.78,-1.20,6,ts_extend
187,MDMG,S2,ULTRA,9.04,2.42,2024-02-05,2024-02-06,2024-02-14,1000.10,996.41,-0.37,6,ts_extend
188,RTKM,S1,ULTRA,7.38,1.85,2024-02-14,2024-02-15,2024-02-26,83.84,87.45,4.31,6,ts_extend
189,MVID,S1,ULTRA,7.90,3.27,2024-03-11,2024-03-12,2024-03-20,209.23,207.56,-0.80,6,ts_extend
190,RDRB,S2,ULTRA,8.84,3.79,2024-03-15,2024-03-18,2024-03-26,193.31,198.05,2.45,6,ts_extend
191,ASTR,S1,ULTRA,7.72,2.28,2024-03-21,2024-03-22,2024-04-01,597.35,708.80,18.66,6,ts_extend
192,WTCMP,S2,ULTRA,8.25,6.88,2024-03-26,2024-03-27,2024-04-04,11.84,12.26,3.52,6,ts_extend
193,CHKZ,S2,ULTRA,9.52,2.64,2024-03-26,2024-03-27,2024-04-04,25540.80,26618.64,4.22,6,ts_extend
194,RUAL,S1,ULTRA,7.62,1.66,2024-04-03,2024-04-04,2024-04-15,38.56,41.95,8.78,7,ts_extend
195,ABRD,S2,ULTRA,8.22,2.65,2024-04-10,2024-04-11,2024-04-17,294.67,295.93,0.43,4,rotate_atr20
196,RKKE,S2,ULTRA,7.42,3.96,2024-04-10,2024-04-11,2024-04-19,33233.09,33432.62,0.60,6,ts_extend
197,PMSBP,S2,ULTRA,8.58,4.11,2024-04-16,2024-04-17,2024-04-25,269.63,280.21,3.92,6,ts_extend
198,PMSB,S2,ULTRA,7.61,3.57,2024-04-19,2024-04-22,2024-04-30,276.54,284.32,2.81,7,ts_extend
199,LSNGP,S2,ULTRA,7.32,1.49,2024-05-06,2024-05-07,2024-05-16,217.35,217.66,0.14,6,ts_extend
200,RTKMP,S1,ULTRA,7.20,1.56,2024-05-16,2024-05-17,2024-05-27,92.25,90.79,-1.58,6,ts_extend
201,KCHE,S2,ULTRA,7.32,5.82,2024-07-05,2024-07-08,2024-07-16,0.71,0.75,4.48,6,ts_extend
202,KRKOP,S2,ULTRA,7.61,1.83,2024-08-12,2024-08-13,2024-08-21,13.98,13.96,-0.15,6,ts_extend
203,MGNT,S1,ULTRA,8.96,3.75,2024-09-17,2024-09-18,2024-09-26,5606.46,5903.16,5.29,6,ts_extend
204,AVAN,S2,ULTRA,9.21,3.51,2024-09-30,2024-10-01,2024-10-09,795.27,779.71,-1.96,6,ts_extend
205,PLZL,S1,ULTRA,8.11,1.85,2024-10-21,2024-10-22,2024-10-30,1462.54,1468.54,0.41,6,ts_extend
206,VRSBP,S2,ULTRA,8.30,4.13,2024-11-13,2024-11-14,2024-11-22,148.04,149.81,1.20,6,ts_extend
207,KROTP,S2,ULTRA,8.11,4.41,2024-12-09,2024-12-10,2024-12-18,484.77,491.19,1.32,6,ts_extend
208,MFGS,S2,ULTRA,7.64,4.01,2024-12-20,2024-12-23,2024-12-30,371.09,378.45,1.98,6,ts_extend
209,OZPH,S1,ULTRA,7.28,5.77,2025-01-06,2025-01-08,2025-01-16,50.33,49.51,-1.63,6,ts_extend
210,VKCO,S1,ULTRA,8.47,4.48,2025-01-15,2025-01-16,2025-01-24,338.14,354.52,4.85,6,ts_extend
211,RTGZ,S2,ULTRA,7.91,4.09,2025-01-15,2025-01-16,2025-01-24,49979.84,52943.16,5.93,6,ts_extend
212,HYDR,S1,ULTRA,8.60,2.74,2025-01-29,2025-01-30,2025-02-07,0.58,0.58,-0.71,6,ts_extend
213,SAGOP,S2,ULTRA,8.54,3.95,2025-01-31,2025-02-03,2025-02-11,2.94,2.97,0.89,6,ts_extend
214,RUSI,S2,ULTRA,7.52,3.85,2025-02-20,2025-02-21,2025-03-03,73.82,81.08,9.84,6,ts_extend
215,SVAV,S1,ULTRA,7.33,3.84,2025-02-24,2025-02-25,2025-03-05,831.33,821.11,-1.23,6,ts_extend
216,KRKOP,S2,ULTRA,7.13,2.65,2025-03-05,2025-03-06,2025-03-14,14.32,15.00,4.73,6,ts_extend
217,PHOR,S1,ULTRA,9.93,1.79,2025-03-25,2025-03-26,2025-04-01,6806.87,6680.64,-1.85,6,ts_extend
218,PMSBP,S2,ULTRA,8.83,3.39,2025-04-25,2025-04-28,2025-05-07,293.47,308.84,5.24,6,ts_extend
219,CARM,S2,ULTRA,7.14,1.83,2025-06-02,2025-06-03,2025-06-09,1.54,1.64,6.79,6,ts_extend
220,SVAV,S1,ULTRA,9.63,1.83,2025-06-04,2025-06-05,2025-06-13,792.77,814.74,2.77,7,ts_extend
221,IVAT,S2,ULTRA,9.09,3.50,2025-06-26,2025-06-27,2025-07-03,132.51,136.57,3.07,6,ts_extend
222,POSI,S1,ULTRA,7.61,2.61,2025-07-01,2025-07-02,2025-07-08,1316.10,1318.68,0.20,6,ts_extend
223,MISBP,S2,ULTRA,9.27,3.01,2025-07-03,2025-07-04,2025-07-14,45.47,44.58,-1.96,6,ts_extend
224,SELG,S1,ULTRA,7.47,2.48,2025-07-15,2025-07-16,2025-07-22,46.67,50.86,8.98,6,ts_extend
225,YAKG,S2,ULTRA,7.36,2.06,2025-07-22,2025-07-23,2025-07-29,53.64,52.94,-1.29,6,ts_extend
226,ASTR,S1,ULTRA,7.51,1.83,2025-07-24,2025-07-25,2025-07-31,402.64,404.03,0.35,6,ts_extend
227,SAGO,S2,ULTRA,9.75,2.44,2025-07-30,2025-07-31,2025-08-08,2.70,2.89,6.95,6,ts_extend
228,UPRO,S1,ULTRA,7.20,2.07,2025-08-06,2025-08-07,2025-08-15,1.69,1.86,10.12,6,ts_extend
229,IGST,S2,ULTRA,9.40,4.01,2025-08-07,2025-08-08,2025-08-18,5248.38,5470.79,4.24,6,ts_extend
230,OMZZP,S2,ULTRA,7.77,3.72,2025-08-22,2025-08-25,2025-09-02,12540.03,12922.05,3.05,6,ts_extend
231,HYDR,S1,ULTRA,7.54,1.84,2025-08-28,2025-08-29,2025-09-04,0.47,0.48,3.04,6,ts_extend
232,TUZA,S2,ULTRA,9.84,3.76,2025-09-04,2025-09-05,2025-09-11,163.76,167.16,2.08,6,ts_extend
233,UNAC,S1,ULTRA,8.01,2.18,2025-09-08,2025-09-09,2025-09-15,0.62,0.61,-1.08,6,ts_extend
234,ZILL,S2,ULTRA,8.62,3.04,2025-09-15,2025-09-16,2025-09-24,4046.46,4201.14,3.82,6,ts_extend
235,MRKC,S2,ULTRA,7.14,2.31,2025-09-24,2025-09-25,2025-10-02,0.77,0.81,4.74,7,ts_extend
236,SAGO,S2,ULTRA,7.32,1.89,2025-10-07,2025-10-08,2025-10-14,3.28,3.33,1.78,6,ts_extend
237,KRKN,S2,ULTRA,7.22,2.47,2025-10-16,2025-10-17,2025-10-23,8613.76,9167.01,6.42,6,ts_extend
238,SFIN,S1,ULTRA,8.97,3.16,2025-10-24,2025-10-27,2025-11-03,1171.47,1192.20,1.77,6,ts_extend
239,SVAV,S2,ULTRA,8.75,3.64,2025-11-12,2025-11-13,2025-11-19,547.37,580.41,6.04,6,ts_extend
240,BSPBP,S2,ULTRA,7.81,1.92,2025-11-20,2025-11-21,2025-11-29,55.24,54.85,-0.69,6,ts_extend
241,BANE,S2,ULTRA,7.67,2.46,2025-12-05,2025-12-08,2025-12-14,1474.86,1518.68,2.97,6,ts_extend
242,KROT,S2,ULTRA,7.47,2.79,2025-12-15,2025-12-16,2025-12-22,1531.45,1953.01,27.53,6,ts_extend
243,MVID,S1,ULTRA,7.81,2.56,2025-12-17,2025-12-18,2025-12-24,78.02,89.71,14.98,6,ts_extend
244,RKKE,S2,ULTRA,7.54,2.51,2025-12-22,2025-12-23,2025-12-29,16686.66,16471.20,-1.29,6,ts_extend
245,VSEH,S2,ULTRA,9.72,1.90,2025-12-29,2025-12-30,2026-01-13,74.07,72.62,-1.96,6,ts_extend
246,RUAL,S1,ULTRA,7.81,2.06,2026-01-13,2026-01-14,2026-01-21,37.54,38.86,3.51,7,ts_extend
247,DATA,S2,ULTRA,9.31,2.89,2026-01-14,2026-01-15,2026-01-21,99.08,100.57,1.51,6,ts_extend
248,KMAZ,S2,ULTRA,7.96,1.52,2026-01-20,2026-01-21,2026-01-29,86.14,85.59,-0.63,8,ts_extend
249,UPRO,S1,ULTRA,8.10,1.65,2026-01-22,2026-01-23,2026-01-30,1.59,1.66,4.74,7,ts_extend
250,CHMF,S1,ULTRA,7.55,1.70,2026-01-29,2026-01-30,2026-02-05,1001.40,988.08,-1.33,6,ts_extend
251,MAGN,S1,ULTRA,8.26,1.84,2026-01-29,2026-01-30,2026-02-05,30.48,31.65,3.84,6,ts_extend
252,JNOS,S2,ULTRA,7.87,2.51,2026-01-29,2026-01-30,2026-02-05,18.63,20.04,7.57,6,ts_extend
253,WTCM,S2,ULTRA,7.70,2.28,2026-02-05,2026-02-06,2026-02-12,16.79,18.14,8.05,6,ts_extend
254,RKKE,S2,ULTRA,7.33,1.98,2026-02-24,2026-02-25,2026-03-03,18699.87,19020.32,1.71,6,ts_extend
255,FESH,S2,ULTRA,9.91,2.29,2026-03-03,2026-03-04,2026-03-12,56.25,63.19,12.34,6,ts_extend
256,VJGZ,S2,ULTRA,7.96,3.57,2026-03-11,2026-03-12,2026-03-18,3290.26,4767.36,44.89,6,end_of_data
